train_pred,train_truth
1.2909625942466434,1.22
1.529616272745035,1.46
1.6385396903340306,1.98
1.2591817901725353,1.32
1.677506955096789,2.07
1.2968289283646925,1.39
1.4815918664642678,1.38
1.4770808842806618,1.42
0.8540267551273055,0.56
1.5818590769589642,1.14
1.2333630459001563,1.17
1.6698104373034228,1.63
1.5175876255980516,1.66
1.4656007675199485,1.45
0.976696649115895,1.04
0.9241238374064995,0.88
1.6457531430094559,1.74
1.615784797531663,1.61
1.9259115421945072,1.87
1.7681898548583446,1.99
1.9453413215750603,1.89
1.4709426728038133,1.49
1.2580836370257142,1.43
1.6649529924582844,1.76
1.4370230929230805,1.55
1.4962235280436584,1.28
1.755978962090051,1.66
1.4176076181066093,1.46
1.3014707478421883,1.04
1.2952677316134862,1.34
1.781642170201001,1.7
1.5818590769589642,1.14
1.9261414721262318,1.9
1.921836334759389,1.74
1.1372192889898334,1.28
1.3464873419904217,1.48
1.3653648138926802,1.52
1.9021743601394316,1.87
1.340847659735264,1.19
1.7574692133974374,1.82
1.3220398150070727,1.81
1.1879865547465203,1.12
1.1952023038564994,1.29
1.248737008908978,1.39
1.7857173776361193,1.83
1.6560203401780278,1.65
1.641448005642613,1.64
1.6435427430712362,1.55
1.9072640002239734,1.79
1.27467084242207,1.23
1.916806021718822,2.12
1.923931072188012,1.83
1.2694489873411081,1.23
0.9208152082307162,0.74
1.51582617561964,1.58
1.3353964684148873,1.44
1.011745190255492,1.15
1.4983455257756426,1.73
1.724042621854514,1.64
1.7979759547148273,1.8
1.6364176926020464,1.89
1.340847659735264,1.19
1.47974023417869,1.51
1.678666130700878,1.74
1.7174114220398562,1.75
1.5247588278998967,1.7
1.940483876729922,1.94
1.3982778015841022,1.63
1.011745190255492,1.15
1.9381701192732153,1.87
1.7837369076296241,1.78
1.3144675810623148,1.29
1.864236786412902,1.69
1.218593176598715,1.19
1.2667896374430798,0.91
1.2466320095103927,1.2
1.7601285632954657,1.68
1.7962145047364158,1.7
1.07599594282079,1.13
1.397118625980013,1.57
1.4436542927377383,1.5
1.7859473075678438,1.82
1.218593176598715,1.19
0.976696649115895,1.04
1.8976633779558254,1.87
1.07599594282079,1.13
1.339546069620302,1.34
1.0147725966517467,1.33
1.3651348839609556,1.51
1.3072963787604697,1.25
1.800289712171534,1.87
1.0671222067106394,1.17
1.1879865547465203,1.12
1.2553095206823666,1.17
1.2763902597112278,1.38
1.2553095206823666,1.17
1.7670698356655854,1.74
1.8188602952592658,1.79
1.6172750488390495,1.57
1.3034601281793503,1.35
0.8540267551273055,0.56
1.1612765832838003,0.88
1.1251052215773054,1.12
1.583848457296126,1.57
2.1825626892562076,2.54
1.3193250259074532,1.09
1.1612765832838003,0.88
1.3610596765258374,1.34
1.6577817901564393,1.73
1.0671222067106394,1.17
1.3014707478421883,1.04
1.697995947223385,1.58
1.375632011061252,1.45
1.3193250259074532,1.09
1.5684426080548366,1.96
1.8100046018618108,1.85
1.8900555306852809,1.85
1.2774134535482213,1.38
1.3096101362171764,1.27
1.4694730370101172,1.66
1.3292788724517293,1.54
1.475590632973275,1.54
1.3894221081866471,1.3
1.2333630459001563,1.17
1.5053290485193436,1.73
1.6268756711071974,1.69
1.1251052215773054,1.12
0.9241238374064995,0.88
1.2667896374430798,0.91
1.3631544139544605,1.2
1.9003227278538537,1.74
1.3254066029615605,1.3
1.8051471570166724,1.82
1.3307485082454253,1.3
0.9208152082307162,0.74
