train_pred,train_truth
1.2830677352959745,1.22
1.5256908229778623,1.46
1.7702002278090412,1.98
1.2682361077193705,1.32
1.7124287201055088,2.07
1.2459448182529547,1.39
1.4693249451852464,1.38
1.4561646615060648,1.42
0.7703967929855917,0.56
1.5614734815333924,1.14
1.2244715958255015,1.17
1.6666009719586639,1.63
1.516472924620404,1.66
1.4683770897977113,1.45
0.8936931733437932,1.04
0.8408518674759926,0.88
1.6481651752437483,1.74
1.6346960320411874,1.61
1.9539025187964754,1.87
1.8976040164971204,1.99
1.949517519695509,1.89
1.503673329785537,1.49
1.210965270317567,1.43
1.6676972217339057,1.76
1.3868549672337562,1.55
1.5778170590121658,1.28
1.7756061810219892,1.66
1.4021275358376752,1.46
1.2796531835717893,1.04
1.2958898027917443,1.34
1.77625325672878,1.7
1.5614734815333924,1.14
1.9299854732053516,1.9
1.9171634057095817,1.74
1.1203072378760721,1.28
1.3568115591120988,1.48
1.3663448772821452,1.52
1.8920553921276513,1.87
1.395743171749478,1.19
1.737984959467668,1.82
1.5828955116883643,1.81
1.1405101958271662,1.12
1.2119655850987827,1.29
1.197836837834999,1.39
1.8129923698156736,1.83
1.6320543584222513,1.65
1.6353431077479785,1.64
1.6318378912227651,1.55
1.9204521550353053,1.79
1.3063991212124146,1.23
2.0005475059545708,2.12
1.9136581891843685,1.83
1.252125290897877,1.23
0.90568434926204,0.74
1.4911442094414498,1.58
1.3528757340795843,1.44
0.9289207105889936,1.15
1.6292900788282396,1.73
1.717657117258307,1.64
1.7982932225820072,1.8
1.7187272079929674,1.89
1.395743171749478,1.19
1.4634905143690793,1.51
1.6336957172599718,1.74
1.6686752651953594,1.75
1.526787072753104,1.7
1.9506137694707508,1.94
1.3518754192983686,1.63
0.9289207105889936,1.15
1.939203371562809,1.87
1.7727480402035667,1.78
1.3154218492819016,1.29
1.8585672662391088,1.69
1.2500350616200941,1.19
1.2447994380348624,0.91
1.2782170914162545,1.2
1.7453108123306826,1.68
1.772964507403053,1.7
1.097002173806493,1.13
1.4306084221439055,1.57
1.435836819296704,1.5
1.7890753242245498,1.82
1.2500350616200941,1.19
0.8936931733437932,1.04
1.8788951084484697,1.87
1.097002173806493,1.13
1.3225803653882777,1.34
1.0736971097369137,1.33
1.3902619228732689,1.51
1.3051077011492016,1.25
1.809703620489949,1.87
1.0498521633856712,1.17
1.1405101958271662,1.12
1.2570118663265089,1.17
1.2863564846216982,1.38
1.2570118663265089,1.17
1.7795420060545037,1.74
1.7746058662407735,1.79
1.5970748104868664,1.57
1.2949266703159024,1.35
0.7703967929855917,0.56
1.1387430345909877,0.88
1.1415105106083818,1.12
1.5767469682775055,1.57
2.1738756900892544,2.54
1.3143255995066598,1.09
1.1387430345909877,0.88
1.3535228097863752,1.34
1.6573830736012056,1.73
1.0498521633856712,1.17
1.2796531835717893,1.04
1.6839478337992786,1.58
1.350234060460648,1.45
1.3143255995066598,1.09
1.6997451533186405,1.96
1.8075111209394654,1.85
1.9023317781329778,1.85
1.2612173868568737,1.38
1.3165180990571435,1.27
1.479601331190573,1.66
1.3386911822097713,1.54
1.4937858830603858,1.54
1.3847806739970607,1.3
1.2244715958255015,1.17
1.5311720718540704,1.73
1.6386318570737022,1.69
1.1415105106083818,1.12
0.8408518674759926,0.88
1.2447994380348624,0.91
1.350017593261162,1.2
1.8862209613114842,1.74
1.3274669408169095,1.3
1.8086073707147072,1.82
1.3627631808047354,1.3
0.90568434926204,0.74
