train_pred,train_truth
1.3515884681513692,1.45
0.9683039467262717,0.88
0.9423136348770804,1.03
1.2479893978020935,1.39
1.1190788554935807,1.16
1.4710710680811865,1.54
1.9141534775289615,1.94
1.3636598918708132,1.4
1.0598438612483134,1.26
1.397314869657944,1.58
1.832670470739195,1.66
1.201970553221426,1.06
1.2463891707298747,1.24
1.010180683864723,1.08
1.5204404826913618,1.71
1.3501369495968867,1.47
1.7582387959667276,1.78
1.29203388125035,1.17
1.3890328011079223,1.43
0.9045640552849388,1.17
1.5285525346038105,1.65
0.8185916401505784,0.69
1.0995416116721384,1.04
0.9683039467262717,0.88
1.343348373047597,1.18
1.3332082181672926,1.15
0.987841190547714,1.05
1.2123046349881783,1.07
1.9371905837636727,1.96
1.8852286519495007,1.9
1.5050385993858275,1.7
1.6485143829436506,1.69
1.1103325397874162,0.98
1.3794138680838688,1.45
1.0808730431558637,0.96
1.620874381026166,1.63
0.7224569573593134,0.68
1.6168600884517133,1.4
1.3738009344399609,1.51
1.438957475901595,1.44
1.8213968245496122,1.74
1.1161699521969133,1.25
0.85369462230518,0.94
1.1164592897821182,1.32
2.002809416236606,1.98
1.8732086683487514,1.84
1.3630964037134323,1.54
1.3120080032028079,1.39
0.6597470281830475,0.52
1.24740761714278,1.45
1.498858255146125,1.45
0.9045640552849388,1.17
1.6901591596037455,1.68
0.8110759699312139,0.8
1.644558332881716,1.72
1.741971003402885,1.78
1.0995416116721384,1.04
1.235443454738588,1.43
1.3790617751763474,1.38
1.2887659260870468,1.08
1.6515081309996555,1.69
1.2123046349881783,1.07
1.8647840629187864,1.74
1.3706525511238297,1.19
1.5589214946578789,1.61
1.1517102267104202,1.4
0.8566035256018474,0.89
1.7335463979729198,1.7
1.6414099495655847,1.67
1.8880470634968987,1.85
1.7797520478895172,1.74
1.3593385216502367,1.55
1.1812152063203643,1.35
1.4813746145427533,1.58
1.1051452603085252,1.21
0.8110759699312139,0.8
1.074336316583844,1.39
1.3050337186508965,0.91
0.9394952233296927,0.77
0.8542764029644936,1.07
0.9494414513235518,0.91
1.050840457309185,1.18
1.2308273322932124,1.23
1.2280089207457963,1.33
1.6261352217625464,1.59
