compound,feat_1,feat_11,feat_24,feat_29,label,,,,,,,,,,label
Fe4.0Ir4.0O9,412,52,13.14,50,0.94,,508896.5331,26462619.72,1.55691E-05,,,,,4.55612E-05,0.82
Fe0.9Ir8.1O10,647.1,62.1,14.6,50,0.94,,2191287.876,136078977.1,4.75533E-06,,,,,4.55612E-05,0.82
Fe1.8Ir7.2O10,601.2,61.2,14.6,50,0.94,,2191287.876,134106818,4.48299E-06,,,,,4.55612E-05,0.94
Fe4.5Ir4.5O10,463.5,58.5,14.6,50,0.94,,2191287.876,128190340.7,3.61572E-06,,,,,4.55612E-05,0.94
Cr3.0Zr3.0O7,192,18,10.22,50,0.94,,27446.66648,494039.9967,0.000388633,,,,,4.55612E-05,0.94
Cr1.4Zr5.6O8,257.6,16.8,11.68,50,0.94,,118184.2351,1985495.149,0.000129741,,,,,4.55612E-05,0.94
Cr3.5Zr3.5O8,224,21,11.68,50,0.94,,118184.2351,2481868.936,9.02546E-05,,,,,4.55612E-05,0.94
Cr1.4Zr5.6O9,257.6,16.8,13.14,50,0.94,,508896.5331,8549461.756,3.01306E-05,,,,,4.55612E-05,0.94
Cr3.5Zr3.5O9,224,21,13.14,50,0.94,,508896.5331,10686827.19,2.09604E-05,,,,,4.55612E-05,1.03
Cr1.4Zr5.6O10,257.6,16.8,14.6,50,0.94,,2191287.876,36813636.31,6.99741E-06,,,,,4.55612E-05,1.13
Cr3.5Zr3.5O10,224,21,14.6,50,0.94,,2191287.876,46017045.39,4.86776E-06,,,,,4.55612E-05,1.25
Cr0.8Zr7.2O9,307.2,17.6,13.14,50,0.94,,508896.5331,8956578.982,3.42988E-05,,,,,4.55612E-05,1.28
Cr1.6Zr6.4O9,294.4,19.2,13.14,50,0.94,,508896.5331,9770813.435,3.01306E-05,,,,,4.57971E-05,0.94
Cr4.0Zr4.0O9,256,24,13.14,50,0.94,,508896.5331,12213516.79,2.09604E-05,,,,,4.57971E-05,1.12
Cr0.9Zr8.1O10,345.6,19.8,14.6,50,0.94,,2191287.876,43387499.94,7.96543E-06,,,,,4.57971E-05,0.94
Cr1.8Zr7.2O10,331.2,21.6,14.6,50,0.94,,2191287.876,47331818.11,6.99741E-06,,,,,4.57971E-05,0.97
Cr4.5Zr4.5O10,288,27,14.6,50,0.94,,2191287.876,59164772.64,4.86776E-06,,,,,4.58695E-05,0.94
Mn0.8Au7.2O9,588.8,76,13.14,50,0.94,,508896.5331,38676136.51,1.52239E-05,,,,,4.58695E-05,1.12
Mn3.5Au3.5O10,364,52.5,14.6,50,0.94,,2191287.876,115042613.5,3.16404E-06,,,,,4.58695E-05,0.94
Mn1.4Au5.6O10,477.4,63,14.6,50,0.94,,2191287.876,138051136.2,3.45814E-06,,,,,4.58695E-05,0.94
Mn0.7Au6.3O10,515.2,66.5,14.6,50,0.94,,2191287.876,145720643.7,3.53553E-06,,,,,4.60674E-05,0.81
Mn3.5Au3.5O9,364,52.5,13.14,50,0.94,,508896.5331,26717067.99,1.36242E-05,,,,,4.60674E-05,0.81
Mn1.4Au5.6O9,477.4,63,13.14,50,0.94,,508896.5331,32060481.58,1.48906E-05,,,,,4.60674E-05,0.81
Mn0.7Au6.3O9,515.2,66.5,13.14,50,0.94,,508896.5331,33841619.45,1.52239E-05,,,,,4.60674E-05,0.81
Mn3.5Au3.5O8,364,52.5,11.68,50,0.94,,118184.2351,6204672.341,5.86655E-05,,,,,4.60674E-05,0.83
Mn1.6Zr6.4O9,296,20.8,13.14,50,0.94,,508896.5331,10585047.89,2.7964E-05,,,,,4.60674E-05,0.83
Mn0.9Zr8.1O10,346.5,20.7,14.6,50,0.94,,2191287.876,45359659.03,7.63895E-06,,,,,4.60674E-05,0.94
Mn1.8Zr7.2O10,333,23.4,14.6,50,0.94,,2191287.876,51276136.29,6.49425E-06,,,,,4.60674E-05,0.94
Co4.5Ru4.5O10,319.5,63,14.6,50,0.94,,2191287.876,138051136.2,2.31436E-06,,,,,4.60674E-05,0.94
Co2.5Ru2.5O7,177.5,35,10.22,50,0.94,,27446.66648,960633.3269,0.000184774,,,,,4.60674E-05,1
CoRu4.0O7,203,35,10.22,50,0.94,,27446.66648,960633.3269,0.000211319,,,,,4.60674E-05,1.04
Co0.5Ru4.5O7,211.5,35,10.22,50,0.94,,27446.66648,960633.3269,0.000220167,,,,,4.60674E-05,1.04
Co2.5Ru2.5O6,177.5,35,8.76,50,0.94,,6374.111578,223093.9052,0.000795629,,,,,4.60674E-05,1.15
CoRu4.0O6,203,35,8.76,50,0.94,,6374.111578,223093.9052,0.000909931,,,,,4.60674E-05,1.15
Co0.5Ru4.5O6,211.5,35,8.76,50,0.94,,6374.111578,223093.9052,0.000948031,,,,,4.60674E-05,1.15
Co2.0Ru2.0O9,142,28,13.14,50,0.94,,508896.5331,14249102.93,9.96554E-06,,,,,4.60674E-05,1.16
Co0.8Ru3.2O9,162.4,28,13.14,50,0.94,,508896.5331,14249102.93,1.13972E-05,,,,,4.60674E-05,1.16
Co0.4Ru3.6O9,169.2,28,13.14,50,0.94,,508896.5331,14249102.93,1.18744E-05,,,,,4.60674E-05,1.17
Co2.0Ru2.0O7,142,28,10.22,50,0.94,,27446.66648,768506.6616,0.000184774,,,,,4.60674E-05,1.26
Co0.8Ru3.2O7,162.4,28,10.22,50,0.94,,27446.66648,768506.6616,0.000211319,,,,,4.60674E-05,1.26
Co0.4Ru3.6O7,169.2,28,10.22,50,0.94,,27446.66648,768506.6616,0.000220167,,,,,4.62677E-05,0.77
Fe0.7Zr6.3O8,270.2,16.8,11.68,50,0.94,,118184.2351,1985495.149,0.000136087,,,,,4.62677E-05,0.94
Fe1.4Zr5.6O8,260.4,19.6,11.68,50,0.94,,118184.2351,2316411.007,0.000112415,,,,,4.62677E-05,0.96
Fe0.7Zr6.3O9,270.2,16.8,13.14,50,0.94,,508896.5331,8549461.756,3.16043E-05,,,,,4.62677E-05,1.04
Fe1.4Zr5.6O9,260.4,19.6,13.14,50,0.94,,508896.5331,9974372.049,2.61069E-05,,,,,4.62677E-05,1.07
Co2.0Ru2.0O5,142,28,7.3,50,0.94,,1480.299928,41448.39797,0.003425947,,,,,4.62677E-05,0.96
Fe0.7Zr6.3O10,270.2,16.8,14.6,50,0.94,,2191287.876,36813636.31,7.33967E-06,,,,,4.62697E-05,0.94
Fe1.4Zr5.6O10,260.4,19.6,14.6,50,0.94,,2191287.876,42949242.36,6.06297E-06,,,,,4.62697E-05,1.12
Co0.8Ru3.2O5,162.4,28,7.3,50,0.94,,1480.299928,41448.39797,0.003918125,,,,,4.62697E-05,0.94
Fe0.8Zr7.2O9,308.8,19.2,13.14,50,0.94,,508896.5331,9770813.435,3.16043E-05,,,,,4.62697E-05,0.94
Fe1.6Zr6.4O9,297.6,22.4,13.14,50,0.94,,508896.5331,11399282.34,2.61069E-05,,,,,4.6424E-05,0.85
Fe0.9Zr8.1O10,347.4,21.6,14.6,50,0.94,,2191287.876,47331818.11,7.33967E-06,,,,,4.6424E-05,0.76
Fe1.8Zr7.2O10,334.8,25.2,14.6,50,0.94,,2191287.876,55220454.47,6.06297E-06,,,,,4.6424E-05,0.96
Fe4.5Zr4.5O10,297,36,14.6,50,0.94,,2191287.876,78886363.52,3.76491E-06,,,,,4.6424E-05,1.18
Cr0.7Au6.3O10,514.5,65.8,14.6,50,0.94,,2191287.876,144186742.2,3.56829E-06,,,,,4.6424E-05,1.23
Cr3.5Au3.5O9,360.5,49,13.14,50,0.94,,508896.5331,24935930.12,1.44571E-05,,,,,4.6424E-05,0.77
Cr1.4Au5.6O10,476,61.6,14.6,50,0.94,,2191287.876,134983333.1,3.52636E-06,,,,,4.67545E-05,0.94
Ni0.8Pt3.2O7,272,35.2,10.22,50,0.94,,27446.66648,966122.6602,0.000281538,,,,,4.67545E-05,0.94
Cr3.5Au3.5O10,360.5,49,14.6,50,0.94,,2191287.876,107373105.9,3.35745E-06,,,,,4.67545E-05,1.12
Cr1.6Au6.4O9,544,70.4,13.14,50,0.94,,508896.5331,35826315.93,1.51844E-05,,,,,4.67545E-05,0.94
Co1.8Ru7.2O10,365.4,63,14.6,50,0.94,,2191287.876,138051136.2,2.64685E-06,,,,,4.68805E-05,0.94
Co0.9Ru8.1O10,380.7,63,14.6,50,0.94,,2191287.876,138051136.2,2.75767E-06,,,,,4.68805E-05,0.94
Co4.0Ru4.0O9,284,56,13.14,50,0.94,,508896.5331,28498205.85,9.96554E-06,,,,,4.68805E-05,1.14
Co1.6Ru6.4O9,324.8,56,13.14,50,0.94,,508896.5331,28498205.85,1.13972E-05,,,,,4.68805E-05,0.94
Co0.8Ru7.2O9,338.4,56,13.14,50,0.94,,508896.5331,28498205.85,1.18744E-05,,,,,4.69221E-05,0.94
Co3.5Ru3.5O10,248.5,49,14.6,50,0.94,,2191287.876,107373105.9,2.31436E-06,,,,,4.69221E-05,0.94
Co1.4Ru5.6O10,284.2,49,14.6,50,0.94,,2191287.876,107373105.9,2.64685E-06,,,,,4.69221E-05,1.17
Co0.7Ru6.3O10,296.1,49,14.6,50,0.94,,2191287.876,107373105.9,2.75767E-06,,,,,4.69221E-05,0.95
Co3.5Ru3.5O9,248.5,49,13.14,50,0.94,,508896.5331,24935930.12,9.96554E-06,,,,,4.69221E-05,1.01
Co1.4Ru5.6O9,284.2,49,13.14,50,0.94,,508896.5331,24935930.12,1.13972E-05,,,,,4.69221E-05,1
Co0.7Ru6.3O9,296.1,49,13.14,50,0.94,,508896.5331,24935930.12,1.18744E-05,,,,,4.69221E-05,1
Co3.5Ru3.5O8,248.5,49,11.68,50,0.94,,118184.2351,5791027.518,4.29112E-05,,,,,4.69221E-05,1.17
Co1.4Ru5.6O8,284.2,49,11.68,50,0.94,,118184.2351,5791027.518,4.90759E-05,,,,,4.72518E-05,0.94
Co0.7Ru6.3O8,296.1,49,11.68,50,0.94,,118184.2351,5791027.518,5.11308E-05,,,,,4.72518E-05,1.13
Co3.0Ru3.0O7,213,42,10.22,50,0.94,,27446.66648,1152759.992,0.000184774,,,,,4.72518E-05,0.94
Co1.2Ru4.8O7,243.6,42,10.22,50,0.94,,27446.66648,1152759.992,0.000211319,,,,,4.72518E-05,0.94
Co0.6Ru5.4O7,253.8,42,10.22,50,0.94,,27446.66648,1152759.992,0.000220167,,,,,4.7312E-05,0.68
Co2.5Ru2.5O9,177.5,35,13.14,50,0.94,,508896.5331,17811378.66,9.96554E-06,,,,,4.7312E-05,0.72
CoRu4.0O9,203,35,13.14,50,0.94,,508896.5331,17811378.66,1.13972E-05,,,,,4.7312E-05,0.68
Co0.5Ru4.5O9,211.5,35,13.14,50,0.94,,508896.5331,17811378.66,1.18744E-05,,,,,4.7312E-05,0.78
Co2.5Ru2.5O8,177.5,35,11.68,50,0.94,,118184.2351,4136448.227,4.29112E-05,,,,,4.7312E-05,0.86
CoRu4.0O8,203,35,11.68,50,0.94,,118184.2351,4136448.227,4.90759E-05,,,,,4.7312E-05,1.06
Co0.5Ru4.5O8,211.5,35,11.68,50,0.94,,118184.2351,4136448.227,5.11308E-05,,,,,4.75952E-05,0.94
Cr4.5Au4.5O10,463.5,63,14.6,50,0.94,,2191287.876,138051136.2,3.35745E-06,,,,,4.75952E-05,0.94
Cr1.8Au7.2O10,612,79.2,14.6,50,0.94,,2191287.876,173549999.7,3.52636E-06,,,,,4.75952E-05,1.13
Cr0.9Au8.1O10,661.5,84.6,14.6,50,0.94,,2191287.876,185382954.3,3.56829E-06,,,,,4.75952E-05,0.94
Cr4.0Au4.0O9,412,56,13.14,50,0.94,,508896.5331,28498205.85,1.44571E-05,,,,,4.77622E-05,0.94
Cr0.8Au7.2O9,588,75.2,13.14,50,0.94,,508896.5331,38269019.29,1.53649E-05,,,,,4.77622E-05,0.94
Ni0.4Pt3.6O7,292,35.6,10.22,50,0.94,,27446.66648,977101.3268,0.000298843,,,,,4.77622E-05,1.16
Ni2.0Pt2.0O5,212,34,7.3,50,0.94,,1480.299928,50330.19754,0.004212183,,,,,4.77622E-05,0.94
Ni0.8Pt3.2O5,272,35.2,7.3,50,0.94,,1480.299928,52106.55745,0.005220072,,,,,4.78159E-05,0.75
FeRu4.0O7,202,34,10.22,50,0.94,,27446.66648,933186.6605,0.000216463,,,,,4.78159E-05,0.77
Fe0.5Ru4.5O7,211,34.5,10.22,50,0.94,,27446.66648,946909.9937,0.00022283,,,,,4.78159E-05,0.8
Co0.3Pt2.7O8,218.7,26.4,11.68,50,0.94,,118184.2351,3120063.806,7.00947E-05,,,,,4.78159E-05,0.94
Fe2.5Ru2.5O6,175,32.5,8.76,50,0.94,,6374.111578,207158.6263,0.000844763,,,,,4.78159E-05,1.11
FeRu4.0O6,202,34,8.76,50,0.94,,6374.111578,216719.7937,0.000932079,,,,,4.78159E-05,0.74
Co0.3Pt2.7O7,218.7,26.4,10.22,50,0.94,,27446.66648,724591.9952,0.000301825,,,,,4.78166E-05,1
Fe0.5Ru4.5O6,211,34.5,8.76,50,0.94,,6374.111578,219906.8494,0.000959497,,,,,4.78166E-05,1
Fe2.0Ru2.0O9,140,26,13.14,50,0.94,,508896.5331,13231309.86,1.0581E-05,,,,,4.78166E-05,1.17
Co0.3Pt2.7O5,218.7,26.4,7.3,50,0.94,,1480.299928,39079.91809,0.005596225,,,,,4.78166E-05,0.94
Fe0.8Ru3.2O9,161.6,27.2,13.14,50,0.94,,508896.5331,13841985.7,1.16746E-05,,,,,4.79477E-05,0.94
Fe0.4Ru3.6O9,168.8,27.6,13.14,50,0.94,,508896.5331,14045544.31,1.2018E-05,,,,,4.79477E-05,0.94
Fe2.0Ru2.0O7,140,26,10.22,50,0.94,,27446.66648,713613.3286,0.000196185,,,,,4.79477E-05,0.94
Co0.3Pt2.7O10,218.7,26.4,14.6,50,0.94,,2191287.876,57849999.92,3.78047E-06,,,,,4.79477E-05,0.94
Fe0.8Ru3.2O7,161.6,27.2,10.22,50,0.94,,27446.66648,746549.3284,0.000216463,,,,,4.79477E-05,0.94
Fe2.0Ru2.0O5,140,26,7.3,50,0.94,,1480.299928,38487.79812,0.003637516,,,,,4.79477E-05,1.16
Fe0.8Ru3.2O5,161.6,27.2,7.3,50,0.94,,1480.299928,40264.15803,0.004013495,,,,,4.79477E-05,1.37
Fe0.4Ru3.6O5,168.8,27.6,7.3,50,0.94,,1480.299928,40856.278,0.004131556,,,,,4.79477E-05,0.94
Fe4.5Pt4.5O10,468,67.5,14.6,50,0.94,,2191287.876,147911931.6,3.16404E-06,,,,,4.86529E-05,0.82
Fe1.8Pt7.2O10,608.4,75.6,14.6,50,0.94,,2191287.876,165661363.4,3.67255E-06,,,,,4.86529E-05,0.87
Fe0.9Pt8.1O10,655.2,78.3,14.6,50,0.94,,2191287.876,171577840.7,3.81867E-06,,,,,4.86529E-05,0.94
Fe4.0Pt4.0O9,416,60,13.14,50,0.94,,508896.5331,30533791.99,1.36242E-05,,,,,4.86529E-05,0.94
Fe1.6Pt6.4O9,540.8,67.2,13.14,50,0.94,,508896.5331,34197847.02,1.58139E-05,,,,,4.86529E-05,0.94
Fe0.8Pt7.2O9,582.4,69.6,13.14,50,0.94,,508896.5331,35419198.7,1.64431E-05,,,,,4.86529E-05,0.94
Fe3.5Pt3.5O10,364,52.5,14.6,50,0.94,,2191287.876,115042613.5,3.16404E-06,,,,,4.86529E-05,0.94
Fe1.4Pt5.6O10,473.2,58.8,14.6,50,0.94,,2191287.876,128847727.1,3.67255E-06,,,,,4.86529E-05,0.94
Fe0.7Pt6.3O10,509.6,60.9,14.6,50,0.94,,2191287.876,133449431.6,3.81867E-06,,,,,4.86529E-05,0.94
Fe0.4Ru3.6O7,168.8,27.6,10.22,50,0.94,,27446.66648,757527.995,0.00022283,,,,,4.86529E-05,0.94
Fe2.5Ru2.5O7,175,32.5,10.22,50,0.94,,27446.66648,892016.6607,0.000196185,,,,,4.86529E-05,1.01
Fe0.5Ru4.5O8,211,34.5,11.68,50,0.94,,118184.2351,4077356.11,5.17492E-05,,,,,4.86529E-05,1.02
Co0.4Pt3.6O5,291.6,35.2,7.3,50,0.94,,1480.299928,52106.55745,0.005596225,,,,,4.86529E-05,1.03
MnNb4.0O8,189,21,11.68,50,0.94,,118184.2351,2481868.936,7.61523E-05,,,,,4.86529E-05,1.03
Fe2.5Ru2.5O8,175,32.5,11.68,50,0.94,,118184.2351,3840987.64,4.55612E-05,,,,,4.86529E-05,1.21
Mn0.5Nb4.5O9,197,20.5,13.14,50,0.94,,508896.5331,10432378.93,1.88835E-05,,,,,4.86529E-05,1.34
MnNb4.0O9,189,21,13.14,50,0.94,,508896.5331,10686827.19,1.76853E-05,,,,,4.87536E-05,0.94
FeRu4.0O8,202,34,11.68,50,0.94,,118184.2351,4018263.992,5.02705E-05,,,,,4.87536E-05,0.94
Mn0.6Nb5.4O7,236.4,24.6,10.22,50,0.94,,27446.66648,675187.9955,0.000350125,,,,,4.87536E-05,1
Mn1.2Nb4.8O7,226.8,25.2,10.22,50,0.94,,27446.66648,691655.9954,0.000327909,,,,,4.87536E-05,1.03
Mn3.0Nb3.0O7,198,27,10.22,50,0.94,,27446.66648,741059.9951,0.000267185,,,,,4.87536E-05,1.17
Mn0.7Nb6.3O8,275.8,28.7,11.68,50,0.94,,118184.2351,3391887.546,8.13117E-05,,,,,4.87536E-05,1.17
Mn1.4Nb5.6O8,264.6,29.4,11.68,50,0.94,,118184.2351,3474616.511,7.61523E-05,,,,,4.87536E-05,1
Mn3.5Nb3.5O8,231,31.5,11.68,50,0.94,,118184.2351,3722803.405,6.205E-05,,,,,4.87536E-05,1
Mn0.7Nb6.3O9,275.8,28.7,13.14,50,0.94,,508896.5331,14605330.5,1.88835E-05,,,,,4.90759E-05,0.94
Mn1.4Nb5.6O9,264.6,29.4,13.14,50,0.94,,508896.5331,14961558.07,1.76853E-05,,,,,4.90759E-05,0.94
Mn3.5Nb3.5O9,231,31.5,13.14,50,0.94,,508896.5331,16030240.79,1.44103E-05,,,,,4.90759E-05,1.24
Mn0.7Nb6.3O10,275.8,28.7,14.6,50,0.94,,2191287.876,62889962.03,4.38544E-06,,,,,4.90759E-05,0.94
Mn1.4Nb5.6O10,264.6,29.4,14.6,50,0.94,,2191287.876,64423863.54,4.10717E-06,,,,,4.93879E-05,0.77
Mn3.5Nb3.5O10,231,31.5,14.6,50,0.94,,2191287.876,69025568.08,3.34659E-06,,,,,4.93879E-05,0.8
Mn0.8Nb7.2O9,315.2,32.8,13.14,50,0.94,,508896.5331,16691806.29,1.88835E-05,,,,,4.93879E-05,0.85
Mn1.6Nb6.4O9,302.4,33.6,13.14,50,0.94,,508896.5331,17098923.51,1.76853E-05,,,,,4.93879E-05,0.85
Mn4.0Nb4.0O9,264,36,13.14,50,0.94,,508896.5331,18320275.19,1.44103E-05,,,,,4.93879E-05,1.18
Mn0.9Nb8.1O10,354.6,36.9,14.6,50,0.94,,2191287.876,80858522.61,4.38544E-06,,,,,4.93879E-05,1.21
Mn1.8Nb7.2O10,340.2,37.8,14.6,50,0.94,,2191287.876,82830681.7,4.10717E-06,,,,,4.97363E-05,1.17
Mn4.5Nb4.5O10,297,40.5,14.6,50,0.94,,2191287.876,88747158.96,3.34659E-06,,,,,4.97363E-05,0.94
Co0.8Pt3.2O7,271.2,34.4,10.22,50,0.94,,27446.66648,944165.327,0.000287238,,,,,4.97363E-05,1
Co0.4Pt3.6O7,291.6,35.2,10.22,50,0.94,,27446.66648,966122.6602,0.000301825,,,,,4.97363E-05,1.03
Co2.0Pt2.0O5,210,32,7.3,50,0.94,,1480.299928,47369.59768,0.004433223,,,,,4.99119E-05,0.8
Co0.8Pt3.2O5,271.2,34.4,7.3,50,0.94,,1480.299928,50922.31751,0.005325759,,,,,4.99119E-05,0.94
Fe3.5Pt3.5O9,364,52.5,13.14,50,0.94,,508896.5331,26717067.99,1.36242E-05,,,,,4.99119E-05,0.98
Fe1.4Pt5.6O9,473.2,58.8,13.14,50,0.94,,508896.5331,29923116.15,1.58139E-05,,,,,4.99119E-05,1.07
Fe0.7Pt6.3O9,509.6,60.9,13.14,50,0.94,,508896.5331,30991798.87,1.64431E-05,,,,,4.99119E-05,0.77
Fe3.5Pt3.5O8,364,52.5,11.68,50,0.94,,118184.2351,6204672.341,5.86655E-05,,,,,4.99119E-05,0.96
Fe0.8Nb7.2O9,316,33.6,13.14,50,0.94,,508896.5331,17098923.51,1.84807E-05,,,,,5.02705E-05,1.01
Fe1.6Nb6.4O9,304,35.2,13.14,50,0.94,,508896.5331,17913157.96,1.69708E-05,,,,,5.02705E-05,0.94
Fe4.0Nb4.0O9,268,40,13.14,50,0.94,,508896.5331,20355861.32,1.31657E-05,,,,,5.02705E-05,1.46
Fe0.9Nb8.1O10,355.5,37.8,14.6,50,0.94,,2191287.876,82830681.7,4.29189E-06,,,,,5.02705E-05,0.94
Fe1.8Nb7.2O10,342,39.6,14.6,50,0.94,,2191287.876,86774999.87,3.94123E-06,,,,,5.02981E-05,1.01
Fe4.5Nb4.5O10,301.5,45,14.6,50,0.94,,2191287.876,98607954.4,3.05756E-06,,,,,5.02981E-05,1.19
Fe0.7Pt6.3O8,509.6,60.9,11.68,50,0.94,,118184.2351,7197419.916,7.08031E-05,,,,,5.02981E-05,0.94
Fe3.0Pt3.0O7,312,45,10.22,50,0.94,,27446.66648,1235099.992,0.000252611,,,,,5.02981E-05,0.94
Fe1.2Pt4.8O7,405.6,50.4,10.22,50,0.94,,27446.66648,1383311.991,0.000293209,,,,,5.05298E-05,0.94
Fe0.6Pt5.4O7,436.8,52.2,10.22,50,0.94,,27446.66648,1432715.99,0.000304875,,,,,5.05298E-05,0.94
Fe2.5Pt2.5O9,260,37.5,13.14,50,0.94,,508896.5331,19083619.99,1.36242E-05,,,,,5.05298E-05,0.94
FePt4.0O9,338,42,13.14,50,0.94,,508896.5331,21373654.39,1.58139E-05,,,,,5.05298E-05,1.41
Fe0.5Pt4.5O9,364,43.5,13.14,50,0.94,,508896.5331,22136999.19,1.64431E-05,,,,,5.06979E-05,0.76
Fe2.5Pt2.5O8,260,37.5,11.68,50,0.94,,118184.2351,4431908.815,5.86655E-05,,,,,5.06979E-05,0.81
FePt4.0O8,338,42,11.68,50,0.94,,118184.2351,4963737.873,6.80938E-05,,,,,5.06979E-05,0.94
Fe0.5Pt4.5O8,364,43.5,11.68,50,0.94,,118184.2351,5141014.225,7.08031E-05,,,,,5.06979E-05,1
Fe2.5Pt2.5O7,260,37.5,10.22,50,0.94,,27446.66648,1029249.993,0.000252611,,,,,5.06979E-05,1.07
FePt4.0O7,338,42,10.22,50,0.94,,27446.66648,1152759.992,0.000293209,,,,,5.06979E-05,0.96
Fe0.5Pt4.5O7,364,43.5,10.22,50,0.94,,27446.66648,1193929.992,0.000304875,,,,,5.07682E-05,0.94
Fe2.5Pt2.5O6,260,37.5,8.76,50,0.94,,6374.111578,239029.1842,0.001087733,,,,,5.07682E-05,0.73
FePt4.0O6,338,42,8.76,50,0.94,,6374.111578,267712.6863,0.001262548,,,,,5.07682E-05,0.74
Fe0.5Pt4.5O6,364,43.5,8.76,50,0.94,,6374.111578,277273.8536,0.001312782,,,,,5.07682E-05,0.75
Fe2.0Pt2.0O9,208,30,13.14,50,0.94,,508896.5331,15266895.99,1.36242E-05,,,,,5.07682E-05,0.81
Fe0.8Pt3.2O9,270.4,33.6,13.14,50,0.94,,508896.5331,17098923.51,1.58139E-05,,,,,5.07682E-05,0.87
Fe0.4Pt3.6O9,291.2,34.8,13.14,50,0.94,,508896.5331,17709599.35,1.64431E-05,,,,,5.07682E-05,0.94
Fe2.0Pt2.0O7,208,30,10.22,50,0.94,,27446.66648,823399.9945,0.000252611,,,,,5.07682E-05,0.94
Fe0.8Pt3.2O7,270.4,33.6,10.22,50,0.94,,27446.66648,922207.9939,0.000293209,,,,,5.07682E-05,1
Fe3.5Nb3.5O10,234.5,35,14.6,50,0.94,,2191287.876,76695075.65,3.05756E-06,,,,,5.07682E-05,1
Mn0.5Nb4.5O8,197,20.5,11.68,50,0.94,,118184.2351,2422776.819,8.13117E-05,,,,,5.07682E-05,1
Fe1.4Nb5.6O10,266,30.8,14.6,50,0.94,,2191287.876,67491666.57,3.94123E-06,,,,,5.07682E-05,1.07
Fe3.5Nb3.5O9,234.5,35,13.14,50,0.94,,508896.5331,17811378.66,1.31657E-05,,,,,5.07682E-05,1.15
Fe1.4Pt5.6O8,473.2,58.8,11.68,50,0.94,,118184.2351,6949233.022,6.80938E-05,,,,,5.07682E-05,1.15
Fe0.4Nb3.6O5,158,16.8,7.3,50,0.94,,1480.299928,24869.03878,0.006353281,,,,,5.07682E-05,1.25
Fe0.8Nb3.2O5,152,17.6,7.3,50,0.94,,1480.299928,26053.27873,0.005834199,,,,,5.07682E-05,1.09
Fe0.4Nb3.6O7,158,16.8,10.22,50,0.94,,27446.66648,461103.9969,0.000342656,,,,,5.07682E-05,1.13
Fe0.8Nb3.2O7,152,17.6,10.22,50,0.94,,27446.66648,483061.3301,0.00031466,,,,,5.07682E-05,1.17
Fe0.4Nb3.6O9,158,16.8,13.14,50,0.94,,508896.5331,8549461.756,1.84807E-05,,,,,5.07682E-05,1.17
Fe0.8Nb3.2O9,152,17.6,13.14,50,0.94,,508896.5331,8956578.982,1.69708E-05,,,,,5.07682E-05,1.26
Fe0.5Nb4.5O6,197.5,21,8.76,50,0.94,,6374.111578,133856.3431,0.001475462,,,,,5.10909E-05,0.7
FeNb4.0O6,190,22,8.76,50,0.94,,6374.111578,140230.4547,0.001354913,,,,,5.10909E-05,0.7
Fe2.5Nb2.5O6,167.5,25,8.76,50,0.94,,6374.111578,159352.7894,0.001051127,,,,,5.10909E-05,0.7
Fe0.5Nb4.5O7,197.5,21,10.22,50,0.94,,27446.66648,576379.9962,0.000342656,,,,,5.10909E-05,0.73
FeNb4.0O7,190,22,10.22,50,0.94,,27446.66648,603826.6626,0.00031466,,,,,5.10909E-05,0.88
Fe2.5Nb2.5O7,167.5,25,10.22,50,0.94,,27446.66648,686166.6621,0.00024411,,,,,5.10909E-05,1.06
Fe0.5Nb4.5O8,197.5,21,11.68,50,0.94,,118184.2351,2481868.936,7.95771E-05,,,,,5.10909E-05,0.7
FeNb4.0O8,190,22,11.68,50,0.94,,118184.2351,2600053.171,7.30754E-05,,,,,5.10909E-05,0.73
Fe2.5Nb2.5O8,167.5,25,11.68,50,0.94,,118184.2351,2954605.877,5.66911E-05,,,,,5.10909E-05,0.73
Fe0.5Nb4.5O9,197.5,21,13.14,50,0.94,,508896.5331,10686827.19,1.84807E-05,,,,,5.10909E-05,0.9
FeNb4.0O9,190,22,13.14,50,0.94,,508896.5331,11195723.73,1.69708E-05,,,,,5.10909E-05,1.06
Fe2.5Nb2.5O9,167.5,25,13.14,50,0.94,,508896.5331,12722413.33,1.31657E-05,,,,,5.10909E-05,0.73
Fe0.6Nb5.4O7,237,25.2,10.22,50,0.94,,27446.66648,691655.9954,0.000342656,,,,,5.11308E-05,0.94
Fe1.2Nb4.8O7,228,26.4,10.22,50,0.94,,27446.66648,724591.9952,0.00031466,,,,,5.11308E-05,1.41
Fe3.0Nb3.0O7,201,30,10.22,50,0.94,,27446.66648,823399.9945,0.00024411,,,,,5.11308E-05,0.94
Fe0.7Nb6.3O8,276.5,29.4,11.68,50,0.94,,118184.2351,3474616.511,7.95771E-05,,,,,5.11308E-05,0.94
Fe1.4Nb5.6O8,266,30.8,11.68,50,0.94,,118184.2351,3640074.44,7.30754E-05,,,,,5.15374E-05,1.01
Fe3.5Nb3.5O8,234.5,35,11.68,50,0.94,,118184.2351,4136448.227,5.66911E-05,,,,,5.15374E-05,0.94
Fe0.7Nb6.3O9,276.5,29.4,13.14,50,0.94,,508896.5331,14961558.07,1.84807E-05,,,,,5.15374E-05,1.4
