compound,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,label
Mn1.2Ta4.8O7,380.4,934.4755200000001,9.828,11.532,12.779999999999998,61.2,46.7928,95.136,1.536,9.059999999999999,20.4,32.4,88.88399999999999,37.704,282.96,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
Mn0.5Ta4.5O8,341.0,841.7345500000001,8.344999999999999,9.805,10.75,52.75000000000001,39.221999999999994,78.51500000000001,1.44,7.525,16.0,26.0,78.66,34.96,260.4,64.0,127.9952,5.28,3.84,12.16,112.0,108.944,280.936,11.68,27.52,32.0,48.0,0.011432,400,1.43
Cr0.9Cd8.1O10,410.4,957.2364,12.915,14.535,14.499,112.617,78.9417,151.524,0.5994,15.182999999999998,84.6,102.6,76.536,120.50999999999999,870.3,80.0,159.994,6.6000000000000005,4.8,15.2,140.0,136.18,351.16999999999996,14.6,34.4,40.0,60.0,0.014289999999999999,400,1.43
Mn2.0Ta2.0O9,196.0,471.7718,6.18,7.220000000000001,8.28,36.6,30.648,65.25999999999999,0.64,6.1,16.0,24.0,48.239999999999995,16.64,129.6,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Fe2.0Cd2.0O9,148.0,336.494,5.52,6.34,7.04,40.4,33.794,70.154,0.326,7.04,32.0,40.0,33.048,48.0,354.0,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Cr0.5Ta4.5O7,340.5,840.2635500000001,8.344999999999999,9.83,10.71,52.665000000000006,38.88849999999999,78.069,1.773,7.58,15.5,25.5,78.52,38.6,303.5,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
CrTa4.0O7,316.0,775.7876,8.19,9.66,10.57,50.83,38.327,78.388,1.9460000000000002,7.66,16.0,26.0,73.78999999999999,38.7,322.0,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
Fe3.5Cd3.5O8,259.0,588.8645,9.66,11.095,12.32,70.7,59.1395,122.76950000000001,0.5705,12.32,56.0,70.0,57.834,84.0,619.5,64.0,127.9952,5.28,3.84,12.16,112.0,108.944,280.936,11.68,27.52,32.0,48.0,0.011432,400,1.43
Cr0.5Ta4.5O8,340.5,840.2635500000001,8.344999999999999,9.83,10.71,52.665000000000006,38.88849999999999,78.069,1.773,7.58,15.5,25.5,78.52,38.6,303.5,64.0,127.9952,5.28,3.84,12.16,112.0,108.944,280.936,11.68,27.52,32.0,48.0,0.011432,400,1.43
CrTa4.0O8,316.0,775.7876,8.19,9.66,10.57,50.83,38.327,78.388,1.9460000000000002,7.66,16.0,26.0,73.78999999999999,38.7,322.0,64.0,127.9952,5.28,3.84,12.16,112.0,108.944,280.936,11.68,27.52,32.0,48.0,0.011432,400,1.43
Fe3.0Cd3.0O7,222.0,504.74100000000004,8.280000000000001,9.51,10.56,60.599999999999994,50.691,105.23100000000001,0.489,10.56,48.0,60.0,49.572,72.0,531.0,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
Fe2.5Cd2.5O9,185.0,420.6175,6.9,7.925000000000001,8.8,50.5,42.2425,87.6925,0.40750000000000003,8.8,40.0,50.0,41.31,60.0,442.5,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Co2.5Mn2.5O6,130.0,284.678,6.625,7.825,9.725,35.25,38.2875,85.39999999999999,1.6500000000000001,8.575,30.0,40.0,40.925,44.05,269.5,48.0,95.9964,3.96,2.88,9.120000000000001,84.0,81.708,210.702,8.76,20.64,24.0,36.0,0.008574,400,1.43
Fe2.5Cd2.5O8,185.0,420.6175,6.9,7.925000000000001,8.8,50.5,42.2425,87.6925,0.40750000000000003,8.8,40.0,50.0,41.31,60.0,442.5,64.0,127.9952,5.28,3.84,12.16,112.0,108.944,280.936,11.68,27.52,32.0,48.0,0.011432,400,1.43
CrTa4.0O9,316.0,775.7876,8.19,9.66,10.57,50.83,38.327,78.388,1.9460000000000002,7.66,16.0,26.0,73.78999999999999,38.7,322.0,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Fe2.5Cd2.5O7,185.0,420.6175,6.9,7.925000000000001,8.8,50.5,42.2425,87.6925,0.40750000000000003,8.8,40.0,50.0,41.31,60.0,442.5,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
Cr0.6Ta5.4O7,408.6,1008.31626,10.014,11.796000000000001,12.852,63.19800000000001,46.6662,93.68280000000001,2.1276,9.096000000000002,18.6,30.6,94.22399999999999,46.32000000000001,364.2,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
Mn2.0Ta2.0O5,196.0,471.7718,6.18,7.220000000000001,8.28,36.6,30.648,65.25999999999999,0.64,6.1,16.0,24.0,48.239999999999995,16.64,129.6,40.0,79.997,3.3000000000000003,2.4,7.6,70.0,68.09,175.58499999999998,7.3,17.2,20.0,30.0,0.0071449999999999994,400,1.43
Co2.5Cd2.5O6,187.5,428.33299999999997,6.75,7.825,8.75,49.5,42.1875,84.97,1.6500000000000001,8.924999999999999,42.5,52.5,43.875,77.5,492.5,48.0,95.9964,3.96,2.88,9.120000000000001,84.0,81.708,210.702,8.76,20.64,24.0,36.0,0.008574,400,1.43
Mn2.0Ta2.0O7,196.0,471.7718,6.18,7.220000000000001,8.28,36.6,30.648,65.25999999999999,0.64,6.1,16.0,24.0,48.239999999999995,16.64,129.6,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
CoMn4.0O6,127.0,278.6852,6.819999999999999,7.960000000000001,9.8,36.300000000000004,37.617000000000004,85.39999999999999,0.66,8.08,27.0,37.0,38.78,19.48,131.2,48.0,95.9964,3.96,2.88,9.120000000000001,84.0,81.708,210.702,8.76,20.64,24.0,36.0,0.008574,400,1.43
Cr0.5Ta4.5O9,340.5,840.2635500000001,8.344999999999999,9.83,10.71,52.665000000000006,38.88849999999999,78.069,1.773,7.58,15.5,25.5,78.52,38.6,303.5,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Fe3.5Cd3.5O9,259.0,588.8645,9.66,11.095,12.32,70.7,59.1395,122.76950000000001,0.5705,12.32,56.0,70.0,57.834,84.0,619.5,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Mn3.0Ta3.0O7,294.0,707.6577,9.27,10.83,12.42,54.900000000000006,45.971999999999994,97.89,0.96,9.15,24.0,36.0,72.36,24.96,194.4,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
Cr1.6Cd6.4O9,345.6,802.5536000000002,11.44,12.960000000000003,13.136000000000003,95.408,68.3888,134.11200000000002,1.0656,13.472000000000001,70.4,86.4,66.864,102.24000000000001,771.2,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Co1.2Mn4.8O7,152.4,334.42224,8.184,9.552,11.76,43.56,45.1404,102.47999999999999,0.792,9.696,32.4,44.4,46.535999999999994,23.375999999999998,157.44,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
Co3.0Mn3.0O7,156.0,341.6136,7.95,9.39,11.67,42.300000000000004,45.945,102.47999999999999,1.98,10.29,36.0,48.0,49.11,52.86,323.4,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
Co0.7Mn6.3O8,176.4,387.36264,9.639,11.207,13.754999999999999,51.309999999999995,52.3509,119.55999999999999,0.46199999999999997,11.081,36.4,50.4,53.291,15.805999999999997,119.14,64.0,127.9952,5.28,3.84,12.16,112.0,108.944,280.936,11.68,27.52,32.0,48.0,0.011432,400,1.43
Co1.4Mn5.6O8,177.8,390.15928,9.547999999999998,11.144,13.719999999999999,50.81999999999999,52.6638,119.55999999999997,0.9239999999999999,11.312,37.8,51.8,54.291999999999994,27.272,183.68,64.0,127.9952,5.28,3.84,12.16,112.0,108.944,280.936,11.68,27.52,32.0,48.0,0.011432,400,1.43
Co0.7Mn6.3O9,176.4,387.36264,9.639,11.207,13.754999999999999,51.309999999999995,52.3509,119.55999999999999,0.46199999999999997,11.081,36.4,50.4,53.291,15.805999999999997,119.14,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Co1.4Mn5.6O9,177.8,390.15928,9.547999999999998,11.144,13.719999999999999,50.81999999999999,52.6638,119.55999999999997,0.9239999999999999,11.312,37.8,51.8,54.291999999999994,27.272,183.68,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Co0.7Mn6.3O10,176.4,387.36264,9.639,11.207,13.754999999999999,51.309999999999995,52.3509,119.55999999999999,0.46199999999999997,11.081,36.4,50.4,53.291,15.805999999999997,119.14,80.0,159.994,6.6000000000000005,4.8,15.2,140.0,136.18,351.16999999999996,14.6,34.4,40.0,60.0,0.014289999999999999,400,1.43
Cr0.7Cd6.3O10,319.2,744.5172,10.044999999999998,11.305,11.277000000000001,87.59100000000001,61.3991,117.852,0.4662,11.809000000000001,65.8,79.8,59.528,93.73,676.9,80.0,159.994,6.6000000000000005,4.8,15.2,140.0,136.18,351.16999999999996,14.6,34.4,40.0,60.0,0.014289999999999999,400,1.43
Co1.4Mn5.6O10,177.8,390.15928,9.547999999999998,11.144,13.719999999999999,50.81999999999999,52.6638,119.55999999999997,0.9239999999999999,11.312,37.8,51.8,54.291999999999994,27.272,183.68,80.0,159.994,6.6000000000000005,4.8,15.2,140.0,136.18,351.16999999999996,14.6,34.4,40.0,60.0,0.014289999999999999,400,1.43
Co0.8Mn7.2O9,201.6,442.70016000000004,11.015999999999998,12.808,15.719999999999999,58.64,59.8296,136.64,0.528,12.664,41.6,57.6,60.903999999999996,18.064,136.16,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Co1.6Mn6.4O9,203.2,445.89632,10.911999999999999,12.736000000000002,15.68,58.080000000000005,60.187200000000004,136.64,1.056,12.928,43.2,59.2,62.048,31.168000000000003,209.92000000000002,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Fe2.0Ta2.0O7,198.0,473.5898,6.04,7.12,8.219999999999999,36.0,31.586,67.438,0.966,6.66,18.0,26.0,49.047999999999995,35.4,274.0,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
Co0.9Mn8.1O10,226.8,498.03767999999997,12.392999999999999,14.409,17.685,65.97,67.3083,153.71999999999997,0.5940000000000001,14.247,46.8,64.8,68.517,20.322,153.18,80.0,159.994,6.6000000000000005,4.8,15.2,140.0,136.18,351.16999999999996,14.6,34.4,40.0,60.0,0.014289999999999999,400,1.43
Co1.8Mn7.2O10,228.6,501.63336000000004,12.276,14.328000000000001,17.64,65.34,67.7106,153.71999999999997,1.1880000000000002,14.544,48.6,66.6,69.804,35.064,236.16,80.0,159.994,6.6000000000000005,4.8,15.2,140.0,136.18,351.16999999999996,14.6,34.4,40.0,60.0,0.014289999999999999,400,1.43
Fe2.0Ta2.0O9,198.0,473.5898,6.04,7.12,8.219999999999999,36.0,31.586,67.438,0.966,6.66,18.0,26.0,49.047999999999995,35.4,274.0,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Fe0.5Ta4.5O6,341.5,842.1890500000001,8.309999999999999,9.78,10.735000000000001,52.6,39.4565,79.05950000000001,1.5214999999999999,7.665,16.5,26.5,78.862,39.65,296.5,48.0,95.9964,3.96,2.88,9.120000000000001,84.0,81.708,210.702,8.76,20.64,24.0,36.0,0.008574,400,1.43
Fe2.0Ta2.0O5,198.0,473.5898,6.04,7.12,8.219999999999999,36.0,31.586,67.438,0.966,6.66,18.0,26.0,49.047999999999995,35.4,274.0,40.0,79.997,3.3000000000000003,2.4,7.6,70.0,68.09,175.58499999999998,7.3,17.2,20.0,30.0,0.0071449999999999994,400,1.43
Mn0.7Ta6.3O8,477.4,1178.42837,11.683,13.727,15.049999999999999,73.85,54.910799999999995,109.921,2.016,10.535,22.4,36.4,110.12399999999998,48.943999999999996,364.55999999999995,64.0,127.9952,5.28,3.84,12.16,112.0,108.944,280.936,11.68,27.52,32.0,48.0,0.011432,400,1.43
Cr1.4Cd5.6O10,302.4,702.2343999999999,10.01,11.34,11.494,83.482,59.840199999999996,117.34799999999998,0.9324,11.787999999999998,61.6,75.6,58.506,89.46,674.8,80.0,159.994,6.6000000000000005,4.8,15.2,140.0,136.18,351.16999999999996,14.6,34.4,40.0,60.0,0.014289999999999999,400,1.43
CoMn4.0O9,127.0,278.6852,6.819999999999999,7.960000000000001,9.8,36.300000000000004,37.617000000000004,85.39999999999999,0.66,8.08,27.0,37.0,38.78,19.48,131.2,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Mn1.4Ta5.6O8,443.79999999999995,1090.22144,11.466,13.453999999999999,14.91,71.4,54.5916,110.99199999999999,1.7919999999999998,10.569999999999999,23.799999999999997,37.8,103.69799999999998,43.988,330.12,64.0,127.9952,5.28,3.84,12.16,112.0,108.944,280.936,11.68,27.52,32.0,48.0,0.011432,400,1.43
Mn3.5Ta3.5O8,343.0,825.60065,10.815,12.635000000000002,14.489999999999998,64.05,53.634,114.205,1.12,10.675,28.0,42.0,84.41999999999999,29.119999999999997,226.8,64.0,127.9952,5.28,3.84,12.16,112.0,108.944,280.936,11.68,27.52,32.0,48.0,0.011432,400,1.43
Mn0.7Ta6.3O9,477.4,1178.42837,11.683,13.727,15.049999999999999,73.85,54.910799999999995,109.921,2.016,10.535,22.4,36.4,110.12399999999998,48.943999999999996,364.55999999999995,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Mn1.4Ta5.6O9,443.79999999999995,1090.22144,11.466,13.453999999999999,14.91,71.4,54.5916,110.99199999999999,1.7919999999999998,10.569999999999999,23.799999999999997,37.8,103.69799999999998,43.988,330.12,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Mn3.5Ta3.5O9,343.0,825.60065,10.815,12.635000000000002,14.489999999999998,64.05,53.634,114.205,1.12,10.675,28.0,42.0,84.41999999999999,29.119999999999997,226.8,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Mn0.7Ta6.3O10,477.4,1178.42837,11.683,13.727,15.049999999999999,73.85,54.910799999999995,109.921,2.016,10.535,22.4,36.4,110.12399999999998,48.943999999999996,364.55999999999995,80.0,159.994,6.6000000000000005,4.8,15.2,140.0,136.18,351.16999999999996,14.6,34.4,40.0,60.0,0.014289999999999999,400,1.43
Mn1.4Ta5.6O10,443.79999999999995,1090.22144,11.466,13.453999999999999,14.91,71.4,54.5916,110.99199999999999,1.7919999999999998,10.569999999999999,23.799999999999997,37.8,103.69799999999998,43.988,330.12,80.0,159.994,6.6000000000000005,4.8,15.2,140.0,136.18,351.16999999999996,14.6,34.4,40.0,60.0,0.014289999999999999,400,1.43
Co2.5Mn2.5O9,130.0,284.678,6.625,7.825,9.725,35.25,38.2875,85.39999999999999,1.6500000000000001,8.575,30.0,40.0,40.925,44.05,269.5,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Mn3.5Ta3.5O10,343.0,825.60065,10.815,12.635000000000002,14.489999999999998,64.05,53.634,114.205,1.12,10.675,28.0,42.0,84.41999999999999,29.119999999999997,226.8,80.0,159.994,6.6000000000000005,4.8,15.2,140.0,136.18,351.16999999999996,14.6,34.4,40.0,60.0,0.014289999999999999,400,1.43
Cr0.8Cd7.2O9,364.8,850.8768000000001,11.48,12.92,12.888000000000002,100.104,70.1704,134.68800000000002,0.5328,13.495999999999999,75.2,91.2,68.032,107.12,773.6,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Mn4.0Ta4.0O9,392.0,943.5436,12.36,14.440000000000001,16.56,73.2,61.296,130.51999999999998,1.28,12.2,32.0,48.0,96.47999999999999,33.28,259.2,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
CoMn4.0O7,127.0,278.6852,6.819999999999999,7.960000000000001,9.8,36.300000000000004,37.617000000000004,85.39999999999999,0.66,8.08,27.0,37.0,38.78,19.48,131.2,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
Co2.5Mn2.5O7,130.0,284.678,6.625,7.825,9.725,35.25,38.2875,85.39999999999999,1.6500000000000001,8.575,30.0,40.0,40.925,44.05,269.5,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
Mn4.5Ta4.5O10,441.0,1061.48655,13.905,16.245,18.630000000000003,82.35000000000001,68.958,146.83499999999998,1.44,13.725000000000001,36.0,54.0,108.53999999999999,37.44,291.6,80.0,159.994,6.6000000000000005,4.8,15.2,140.0,136.18,351.16999999999996,14.6,34.4,40.0,60.0,0.014289999999999999,400,1.43
CoMn4.0O8,127.0,278.6852,6.819999999999999,7.960000000000001,9.8,36.300000000000004,37.617000000000004,85.39999999999999,0.66,8.08,27.0,37.0,38.78,19.48,131.2,64.0,127.9952,5.28,3.84,12.16,112.0,108.944,280.936,11.68,27.52,32.0,48.0,0.011432,400,1.43
Co2.5Mn2.5O8,130.0,284.678,6.625,7.825,9.725,35.25,38.2875,85.39999999999999,1.6500000000000001,8.575,30.0,40.0,40.925,44.05,269.5,64.0,127.9952,5.28,3.84,12.16,112.0,108.944,280.936,11.68,27.52,32.0,48.0,0.011432,400,1.43
Mn1.6Ta6.4O9,507.20000000000005,1245.96736,13.104000000000001,15.376000000000001,17.04,81.60000000000001,62.3904,126.84800000000001,2.048,12.080000000000002,27.200000000000003,43.2,118.512,50.272,377.28000000000003,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
CrTa4.0O6,316.0,775.7876,8.19,9.66,10.57,50.83,38.327,78.388,1.9460000000000002,7.66,16.0,26.0,73.78999999999999,38.7,322.0,48.0,95.9964,3.96,2.88,9.120000000000001,84.0,81.708,210.702,8.76,20.64,24.0,36.0,0.008574,400,1.43
Fe2.5Cd2.5O6,185.0,420.6175,6.9,7.925000000000001,8.8,50.5,42.2425,87.6925,0.40750000000000003,8.8,40.0,50.0,41.31,60.0,442.5,48.0,95.9964,3.96,2.88,9.120000000000001,84.0,81.708,210.702,8.76,20.64,24.0,36.0,0.008574,400,1.43
Co0.8Cd3.2O5,175.20000000000002,406.8265600000001,5.616,6.368000000000001,6.5920000000000005,47.28,35.0856,67.76960000000001,0.528,6.912000000000001,37.6,45.60000000000001,34.800000000000004,58.400000000000006,390.40000000000003,40.0,79.997,3.3000000000000003,2.4,7.6,70.0,68.09,175.58499999999998,7.3,17.2,20.0,30.0,0.0071449999999999994,400,1.43
Ni0.7Hf6.3O8,473.2,1165.577,11.893,14.146999999999998,14.497,90.29299999999999,48.3455,106.7143,0.8119999999999999,9.527,18.2,32.2,90.0851,30.589999999999996,208.6,64.0,127.9952,5.28,3.84,12.16,112.0,108.944,280.936,11.68,27.52,32.0,48.0,0.011432,400,1.43
Fe3.5Cd3.5O10,259.0,588.8645,9.66,11.095,12.32,70.7,59.1395,122.76950000000001,0.5705,12.32,56.0,70.0,57.834,84.0,619.5,80.0,159.994,6.6000000000000005,4.8,15.2,140.0,136.18,351.16999999999996,14.6,34.4,40.0,60.0,0.014289999999999999,400,1.43
Ni1.2Hf4.8O7,379.2,927.192,9.888,11.772,12.132,73.188,41.928,93.4188,1.392,8.532,19.2,31.2,74.5716,32.64,219.6,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
Ni0.6Hf5.4O7,405.6,999.0660000000001,10.194,12.126000000000001,12.426000000000002,77.39399999999999,41.43900000000001,91.4694,0.696,8.166,15.600000000000001,27.6,77.21580000000002,26.22,178.8,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
Co0.4Cd3.6O7,183.60000000000002,428.21328000000005,5.688000000000001,6.404,6.456,49.839999999999996,35.5308,67.7008,0.264,6.835999999999999,38.8,46.800000000000004,34.7,57.2,389.2,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
Fe2.5Mn2.5O9,127.5,276.9625,6.775,7.925000000000001,9.774999999999999,36.25,38.3425,88.1225,0.40750000000000003,8.45,27.5,37.5,38.36,26.55,219.5,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Co2.0Cd2.0O5,150.0,342.6664,5.4,6.26,7.0,39.6,33.75,67.976,1.32,7.14,34.0,42.0,35.1,62.0,394.0,40.0,79.997,3.3000000000000003,2.4,7.6,70.0,68.09,175.58499999999998,7.3,17.2,20.0,30.0,0.0071449999999999994,400,1.43
Fe3.0Mn3.0O7,153.0,332.355,8.129999999999999,9.51,11.73,43.5,46.010999999999996,105.747,0.489,10.14,33.0,45.0,46.032,31.86,263.4,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
Co0.4Cd3.6O5,183.60000000000002,428.21328000000005,5.688000000000001,6.404,6.456,49.839999999999996,35.5308,67.7008,0.264,6.835999999999999,38.8,46.800000000000004,34.7,57.2,389.2,40.0,79.997,3.3000000000000003,2.4,7.6,70.0,68.09,175.58499999999998,7.3,17.2,20.0,30.0,0.0071449999999999994,400,1.43
Ni1.4Hf5.6O8,442.4,1081.724,11.536,13.734,14.154,85.386,48.916,108.98859999999999,1.6239999999999999,9.953999999999999,22.4,36.4,87.0002,38.08,256.2,64.0,127.9952,5.28,3.84,12.16,112.0,108.944,280.936,11.68,27.52,32.0,48.0,0.011432,400,1.43
Fe4.5Cd4.5O10,333.0,757.1115,12.42,14.265,15.84,90.89999999999999,76.03649999999999,157.84650000000002,0.7335,15.84,72.0,90.0,74.358,108.0,796.5,80.0,159.994,6.6000000000000005,4.8,15.2,140.0,136.18,351.16999999999996,14.6,34.4,40.0,60.0,0.014289999999999999,400,1.43
Fe4.0Cd4.0O9,296.0,672.988,11.04,12.68,14.08,80.8,67.588,140.308,0.652,14.08,64.0,80.0,66.096,96.0,708.0,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
NiHf4.0O9,316.0,772.6600000000001,8.24,9.81,10.11,60.989999999999995,34.94,77.849,1.16,7.11,16.0,26.0,62.143,27.2,183.0,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
NiHf4.0O8,316.0,772.6600000000001,8.24,9.81,10.11,60.989999999999995,34.94,77.849,1.16,7.11,16.0,26.0,62.143,27.2,183.0,64.0,127.9952,5.28,3.84,12.16,112.0,108.944,280.936,11.68,27.52,32.0,48.0,0.011432,400,1.43
NiHf4.0O7,316.0,772.6600000000001,8.24,9.81,10.11,60.989999999999995,34.94,77.849,1.16,7.11,16.0,26.0,62.143,27.2,183.0,56.0,111.9958,4.62,3.36,10.64,98.0,95.32600000000001,245.819,10.219999999999999,24.08,28.0,42.0,0.010003,400,1.43
Co0.8Cd3.2O9,175.20000000000002,406.8265600000001,5.616,6.368000000000001,6.5920000000000005,47.28,35.0856,67.76960000000001,0.528,6.912000000000001,37.6,45.60000000000001,34.800000000000004,58.400000000000006,390.40000000000003,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
NiHf4.0O6,316.0,772.6600000000001,8.24,9.81,10.11,60.989999999999995,34.94,77.849,1.16,7.11,16.0,26.0,62.143,27.2,183.0,48.0,95.9964,3.96,2.88,9.120000000000001,84.0,81.708,210.702,8.76,20.64,24.0,36.0,0.008574,400,1.43
Fe3.5Mn3.5O8,178.5,387.74750000000006,9.485,11.095,13.684999999999999,50.75,53.679500000000004,123.3715,0.5705,11.83,38.5,52.5,53.70399999999999,37.17,307.3,64.0,127.9952,5.28,3.84,12.16,112.0,108.944,280.936,11.68,27.52,32.0,48.0,0.011432,400,1.43
Co0.4Cd3.6O9,183.60000000000002,428.21328000000005,5.688000000000001,6.404,6.456,49.839999999999996,35.5308,67.7008,0.264,6.835999999999999,38.8,46.800000000000004,34.7,57.2,389.2,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
Fe4.5Mn4.5O10,229.5,498.5325,12.195,14.265,17.595,65.25,69.01650000000001,158.6205,0.7335,15.21,49.5,67.5,69.048,47.79,395.1,80.0,159.994,6.6000000000000005,4.8,15.2,140.0,136.18,351.16999999999996,14.6,34.4,40.0,60.0,0.014289999999999999,400,1.43
Fe1.8Cd7.2O10,392.40000000000003,909.8046,12.744,14.4,14.868000000000002,107.1,78.98219999999999,154.4418,0.2934,15.462,82.8,100.80000000000001,76.4532,118.8,842.4,80.0,159.994,6.6000000000000005,4.8,15.2,140.0,136.18,351.16999999999996,14.6,34.4,40.0,60.0,0.014289999999999999,400,1.43
Fe1.8Mn7.2O10,226.8,496.07820000000004,12.384,14.4,17.676,66.06,67.75019999999999,155.68019999999999,0.2934,14.454,46.8,64.8,67.9572,22.464,200.16,80.0,159.994,6.6000000000000005,4.8,15.2,140.0,136.18,351.16999999999996,14.6,34.4,40.0,60.0,0.014289999999999999,400,1.43
Ni0.7Hf6.3O9,473.2,1165.577,11.893,14.146999999999998,14.497,90.29299999999999,48.3455,106.7143,0.8119999999999999,9.527,18.2,32.2,90.0851,30.589999999999996,208.6,72.0,143.9946,5.94,4.32,13.68,126.0,122.562,316.053,13.14,30.96,36.0,54.0,0.012861,400,1.43
