compound,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,label
Co2.5Mo2.5O9,172.5,387.183,7,8.55,10.025,40.25,37.4325,83.125,3.5125,10.1,30,37.5,47.95,92.5,597.5,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Ni2.5Re2.5O7,257.5,612.2675,6.875,8.425,9.5,38.6,38.8,78.0725,3.275,9.525,32.5,42.5,74.8075,49,347.5,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Ni2.5Re2.5O9,257.5,612.2675,6.875,8.425,9.5,38.6,38.8,78.0725,3.275,9.525,32.5,42.5,74.8075,49,347.5,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Fe4.5Mo4.5O10,306,683.0415,12.87,15.57,18.135,74.25,67.4775,154.5255,4.086,17.955,49.5,63,81.693,135,985.5,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Fe1.8Mo7.2O10,349.2,791.2926,13.464,16.488,18.54,80.46,65.2878,149.1282,5.6574,18.846,46.8,57.6,88.1892,162,1144.8,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Fe0.9Mo8.1O10,363.6,827.3763,13.662,16.794,18.675,82.53,64.5579,147.3291,6.1812,19.143,45.9,55.8,90.3546,171,1197.9,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Fe4.0Mo4.0O9,272,607.148,11.44,13.84,16.12,66,59.98,137.356,3.632,15.96,44,56,72.616,120,876,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Fe1.6Mo6.4O9,310.4,703.3712,11.968,14.656,16.48,71.52,58.0336,132.5584,5.0288,16.752,41.6,51.2,78.3904,144,1017.6,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Ni2.5Re2.5O8,257.5,612.2675,6.875,8.425,9.5,38.6,38.8,78.0725,3.275,9.525,32.5,42.5,74.8075,49,347.5,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
Co0.6Mo5.4O7,243,553.43592,9.072,11.172,12.438,54.78,43.0254,97.566,4.419,12.792,31.2,37.8,60.852,118.2,810.6,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Co1.2Mo4.8O7,234,531.23184,8.904,10.944,12.336,53.16,43.4988,98.112,4.368,12.624,32.4,39.6,60.024,116.4,787.2,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Co3.0Mo3.0O7,207,464.6196,8.4,10.26,12.03,48.3,44.919,99.75,4.215,12.12,36,45,57.54,111,717,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
NiMo4.0O7,196,442.46,7.4,9.09,9.99,44.19,36.008,82.849,4.14,10.55,28,34,50.023,94,647,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Ni2.5Mo2.5O7,175,386.6,6.95,8.475,9.3,39.975,36.83,85.8475,4.7625,10.175,32.5,40,47.9575,85,575,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Ni0.5Mo4.5O8,203,461.08,7.55,9.295,10.22,45.595,35.734,81.8495,3.9325,10.675,26.5,32,50.7115,97,671,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
NiMo4.0O8,196,442.46,7.4,9.09,9.99,44.19,36.008,82.849,4.14,10.55,28,34,50.023,94,647,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
Ni2.5Mo2.5O8,175,386.6,6.95,8.475,9.3,39.975,36.83,85.8475,4.7625,10.175,32.5,40,47.9575,85,575,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
Ni0.5Mo4.5O9,203,461.08,7.55,9.295,10.22,45.595,35.734,81.8495,3.9325,10.675,26.5,32,50.7115,97,671,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
NiMo4.0O9,196,442.46,7.4,9.09,9.99,44.19,36.008,82.849,4.14,10.55,28,34,50.023,94,647,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Ni2.5Mo2.5O9,175,386.6,6.95,8.475,9.3,39.975,36.83,85.8475,4.7625,10.175,32.5,40,47.9575,85,575,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Ni0.6Mo5.4O7,243.6,553.296,9.06,11.154,12.264,54.714,42.8808,98.2194,4.719,12.81,31.8,38.4,60.8538,116.4,805.2,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Ni1.2Mo4.8O7,235.2,530.952,8.88,10.908,11.988,53.028,43.2096,99.4188,4.968,12.66,33.6,40.8,60.0276,112.8,776.4,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Ni3.0Mo3.0O7,210,463.92,8.34,10.17,11.16,47.97,44.196,103.017,5.715,12.21,39,48,57.549,102,690,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Ni0.7Mo6.3O8,284.2,645.512,10.57,13.013,14.308,63.833,50.0276,114.5893,5.5055,14.945,37.1,44.8,70.9961,135.8,939.4,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
Ni1.4Mo5.6O8,274.4,619.444,10.36,12.726,13.986,61.866,50.4112,115.9886,5.796,14.77,39.2,47.6,70.0322,131.6,905.8,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
Ni3.5Mo3.5O8,245,541.24,9.73,11.865,13.02,55.965,51.562,120.1865,6.6675,14.245,45.5,56,67.1405,119,805,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
Ni0.7Mo6.3O9,284.2,645.512,10.57,13.013,14.308,63.833,50.0276,114.5893,5.5055,14.945,37.1,44.8,70.9961,135.8,939.4,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Ni1.4Mo5.6O9,274.4,619.444,10.36,12.726,13.986,61.866,50.4112,115.9886,5.796,14.77,39.2,47.6,70.0322,131.6,905.8,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Ni3.5Mo3.5O9,245,541.24,9.73,11.865,13.02,55.965,51.562,120.1865,6.6675,14.245,45.5,56,67.1405,119,805,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Ni4.0Au4.0O9,428,1022.666,10.4,12.92,13.16,67.16,67.46,154.756,13.876,17.8,72,84,112.812,236,1644,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Ni0.9Au8.1O10,665.1,1648.25865,12.132,15.435,14.913,88.551,81.5985,182.5641,19.7469,22.293,88.2,98.1,164.3427,377.1,2673.9,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Ni1.8Au7.2O10,619.2,1523.8188,12.024,15.21,14.886,85.302,80.172,180.4482,18.7128,21.726,86.4,97.2,154.9854,349.2,2467.8,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Ni4.5Au4.5O10,481.5,1150.49925,11.7,14.535,14.805,75.555,75.8925,174.1005,15.6105,20.025,81,94.5,126.9135,265.5,1849.5,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Ni4.5Mo4.5O10,315,695.88,12.51,15.255,16.74,71.955,66.294,154.5255,8.5725,18.315,58.5,72,86.3235,153,1035,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Ni1.8Mo7.2O10,352.8,796.428,13.32,16.362,17.982,79.542,64.8144,149.1282,7.452,18.99,50.4,61.2,90.0414,169.2,1164.6,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Ni0.5Mo4.5O7,203,461.08,7.55,9.295,10.22,45.595,35.734,81.8495,3.9325,10.675,26.5,32,50.7115,97,671,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Ni0.9Mo8.1O10,365.4,829.944,13.59,16.731,18.396,82.071,64.3212,147.3291,7.0785,19.215,47.7,57.6,91.2807,174.6,1207.8,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
NiOs4.0O7,332,819.5,7,8.89,10.27,40.55,42.48,84.489,5.56,10.71,32,42,99.263,62,443,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Ni1.6Mo6.4O9,313.6,707.936,11.84,14.544,15.984,70.704,57.6128,132.5584,6.624,16.88,44.8,54.4,80.0368,150.4,1035.2,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Ni0.8Mo7.2O9,324.8,737.728,12.08,14.872,16.352,72.952,57.1744,130.9592,6.292,17.08,42.4,51.2,81.1384,155.2,1073.6,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Ni3.5Mo3.5O10,245,541.24,9.73,11.865,13.02,55.965,51.562,120.1865,6.6675,14.245,45.5,56,67.1405,119,805,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Ni1.4Mo5.6O10,274.4,619.444,10.36,12.726,13.986,61.866,50.4112,115.9886,5.796,14.77,39.2,47.6,70.0322,131.6,905.8,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Ni0.7Mo6.3O10,284.2,645.512,10.57,13.013,14.308,63.833,50.0276,114.5893,5.5055,14.945,37.1,44.8,70.9961,135.8,939.4,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Ni4.0Mo4.0O9,280,618.56,11.12,13.56,14.88,63.96,58.928,137.356,7.62,16.28,52,64,76.732,136,920,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
FeMo4.0O8,194,439.607,7.48,9.16,10.3,44.7,36.271,82.849,3.143,10.47,26,32,48.994,90,636,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
Ni2.5Mo2.5O6,175,386.6,6.95,8.475,9.3,39.975,36.83,85.8475,4.7625,10.175,32.5,40,47.9575,85,575,48,95.9964,3.96,2.88,9.12,84,81.708,210.702,8.76,20.64,24,36,0.008574,100,1.15
Ni2.5Os2.5O6,260,622.25,6.7,8.35,9.475,37.7,40.875,86.8725,5.65,10.275,35,45,78.7325,65,447.5,48,95.9964,3.96,2.88,9.12,84,81.708,210.702,8.76,20.64,24,36,0.008574,100,1.15
Co0.7Mo6.3O8,283.5,645.67524,10.584,13.034,14.511,63.91,50.1963,113.827,5.1555,14.924,36.4,44.1,70.994,137.9,945.7,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
Co1.4Mo5.6O8,273,619.77048,10.388,12.768,14.392,62.02,50.7486,114.464,5.096,14.728,37.8,46.2,70.028,135.8,918.4,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
Co3.5Mo3.5O8,241.5,542.0562,9.8,11.97,14.035,56.35,52.4055,116.375,4.9175,14.14,42,52.5,67.13,129.5,836.5,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
Co0.7Mo6.3O9,283.5,645.67524,10.584,13.034,14.511,63.91,50.1963,113.827,5.1555,14.924,36.4,44.1,70.994,137.9,945.7,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Co1.4Mo5.6O9,273,619.77048,10.388,12.768,14.392,62.02,50.7486,114.464,5.096,14.728,37.8,46.2,70.028,135.8,918.4,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Co3.5Mo3.5O9,241.5,542.0562,9.8,11.97,14.035,56.35,52.4055,116.375,4.9175,14.14,42,52.5,67.13,129.5,836.5,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Co0.7Mo6.3O10,283.5,645.67524,10.584,13.034,14.511,63.91,50.1963,113.827,5.1555,14.924,36.4,44.1,70.994,137.9,945.7,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Co1.4Mo5.6O10,273,619.77048,10.388,12.768,14.392,62.02,50.7486,114.464,5.096,14.728,37.8,46.2,70.028,135.8,918.4,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Co3.5Mo3.5O10,241.5,542.0562,9.8,11.97,14.035,56.35,52.4055,116.375,4.9175,14.14,42,52.5,67.13,129.5,836.5,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Co0.8Mo7.2O9,324,737.91456,12.096,14.896,16.584,73.04,57.3672,130.088,5.892,17.056,41.6,50.4,81.136,157.6,1080.8,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Co1.6Mo6.4O9,312,708.30912,11.872,14.592,16.448,70.88,57.9984,130.816,5.824,16.832,43.2,52.8,80.032,155.2,1049.6,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Co4.0Mo4.0O9,276,619.4928,11.2,13.68,16.04,64.4,59.892,133,5.62,16.16,48,60,76.72,148,956,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Co0.9Mo8.1O10,364.5,830.15388,13.608,16.758,18.657,82.17,64.5381,146.349,6.6285,19.188,46.8,56.7,91.278,177.3,1215.9,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Co1.8Mo7.2O10,351,796.84776,13.356,16.416,18.504,79.74,65.2482,147.168,6.552,18.936,48.6,59.4,90.036,174.6,1180.8,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Co4.5Mo4.5O10,310.5,696.9294,12.6,15.39,18.045,72.45,67.3785,149.625,6.3225,18.18,54,67.5,86.31,166.5,1075.5,80,159.994,6.6,4.8,15.2,140,136.18,351.17,14.6,34.4,40,60,0.01429,100,1.15
Ni0.4Os3.6O9,284.8,708.2,5.68,7.256,8.428,33.2,34.412,66.9556,4.424,8.684,24.8,32.8,84.8852,48.8,353.2,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Ni0.4Mo3.6O5,162.4,368.864,6.04,7.436,8.176,36.476,28.5872,65.4796,3.146,8.54,21.2,25.6,40.5692,77.6,536.8,40,79.997,3.3,2.4,7.6,70,68.09,175.585,7.3,17.2,20,30,0.007145,100,1.15
NiMo4.0O6,196,442.46,7.4,9.09,9.99,44.19,36.008,82.849,4.14,10.55,28,34,50.023,94,647,48,95.9964,3.96,2.88,9.12,84,81.708,210.702,8.76,20.64,24,36,0.008574,100,1.15
Ni0.5Mo4.5O6,203,461.08,7.55,9.295,10.22,45.595,35.734,81.8495,3.9325,10.675,26.5,32,50.7115,97,671,48,95.9964,3.96,2.88,9.12,84,81.708,210.702,8.76,20.64,24,36,0.008574,100,1.15
NiOs4.0O6,332,819.5,7,8.89,10.27,40.55,42.48,84.489,5.56,10.71,32,42,99.263,62,443,48,95.9964,3.96,2.88,9.12,84,81.708,210.702,8.76,20.64,24,36,0.008574,100,1.15
Ni2.0Mo2.0O9,140,309.28,5.56,6.78,7.44,31.98,29.464,68.678,3.81,8.14,26,32,38.366,68,460,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Ni0.5Os4.5O6,356,885.25,7.1,9.07,10.535,41.5,43.015,83.6945,5.53,10.855,31,41,106.1065,61,441.5,48,95.9964,3.96,2.88,9.12,84,81.708,210.702,8.76,20.64,24,36,0.008574,100,1.15
Ni0.8Mo3.2O9,156.8,353.968,5.92,7.272,7.992,35.352,28.8064,66.2792,3.312,8.44,22.4,27.2,40.0184,75.2,517.6,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Ni0.5Os4.5O7,356,885.25,7.1,9.07,10.535,41.5,43.015,83.6945,5.53,10.855,31,41,106.1065,61,441.5,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Ni2.0Os2.0O9,208,497.8,5.36,6.68,7.58,30.16,32.7,69.498,4.52,8.22,28,36,62.986,52,358,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Ni0.8Os3.2O9,265.6,655.6,5.6,7.112,8.216,32.44,33.984,67.5912,4.448,8.568,25.6,33.6,79.4104,49.6,354.4,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Ni2.0Mo2.0O7,140,309.28,5.56,6.78,7.44,31.98,29.464,68.678,3.81,8.14,26,32,38.366,68,460,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Ni0.8Mo3.2O7,156.8,353.968,5.92,7.272,7.992,35.352,28.8064,66.2792,3.312,8.44,22.4,27.2,40.0184,75.2,517.6,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Ni0.4Mo3.6O7,162.4,368.864,6.04,7.436,8.176,36.476,28.5872,65.4796,3.146,8.54,21.2,25.6,40.5692,77.6,536.8,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Ni2.0Mo2.0O5,140,309.28,5.56,6.78,7.44,31.98,29.464,68.678,3.81,8.14,26,32,38.366,68,460,40,79.997,3.3,2.4,7.6,70,68.09,175.585,7.3,17.2,20,30,0.007145,100,1.15
Ni0.8Mo3.2O5,156.8,353.968,5.92,7.272,7.992,35.352,28.8064,66.2792,3.312,8.44,22.4,27.2,40.0184,75.2,517.6,40,79.997,3.3,2.4,7.6,70,68.09,175.585,7.3,17.2,20,30,0.007145,100,1.15
Ni0.4Mo3.6O9,162.4,368.864,6.04,7.436,8.176,36.476,28.5872,65.4796,3.146,8.54,21.2,25.6,40.5692,77.6,536.8,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Fe0.5Mo4.5O8,202,459.6535,7.59,9.33,10.375,45.85,35.8655,81.8495,3.434,10.635,25.5,31,50.197,95,665.5,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
Ni3.5Re3.5O8,360.5,857.1745,9.625,11.795,13.3,54.04,54.32,109.3015,4.585,13.335,45.5,59.5,104.7305,68.6,486.5,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
FeMo4.0O7,194,439.607,7.48,9.16,10.3,44.7,36.271,82.849,3.143,10.47,26,32,48.994,90,636,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Cr1.4Os5.6O9,459.2,1137.9144,10.01,12.684,14.742,57.666,58.2498,115.5112,7.0924,14.644,39.2,53.2,136.57,78.26,624.4,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Cr0.7Os6.3O9,495.6,1234.6572,10.045,12.817,14.931,58.548,59.6099,115.7856,7.3962,15.022,40.6,54.6,147.35,81.13,620.2,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Cr3.5Os3.5O8,350,847.686,9.905,12.285,14.175,55.02,54.1695,114.688,6.181,13.51,35,49,104.23,69.65,637,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
Cr1.4Os5.6O8,459.2,1137.9144,10.01,12.684,14.742,57.666,58.2498,115.5112,7.0924,14.644,39.2,53.2,136.57,78.26,624.4,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
Cr0.7Os6.3O8,495.6,1234.6572,10.045,12.817,14.931,58.548,59.6099,115.7856,7.3962,15.022,40.6,54.6,147.35,81.13,620.2,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
Cr3.0Os3.0O7,300,726.588,8.49,10.53,12.15,47.16,46.431,98.304,5.298,11.58,30,42,89.34,59.7,546,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Cr1.2Os4.8O7,393.6,975.3552,8.58,10.872,12.636,49.428,49.9284,99.0096,6.0792,12.552,33.6,45.6,117.06,67.08,535.2,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Cr0.6Os5.4O7,424.8,1058.2776,8.61,10.986,12.798,50.184,51.0942,99.2448,6.3396,12.876,34.8,46.8,126.3,69.54,531.6,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Cr2.5Os2.5O9,250,605.49,7.075,8.775,10.125,39.3,38.6925,81.92,4.415,9.65,25,35,74.45,49.75,455,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
CrOs4.0O9,328,812.796,7.15,9.06,10.53,41.19,41.607,82.508,5.066,10.46,28,38,97.55,55.9,446,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Cr0.5Os4.5O9,354,881.898,7.175,9.155,10.665,41.82,42.5785,82.704,5.283,10.73,29,39,105.25,57.95,443,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Cr2.5Os2.5O8,250,605.49,7.075,8.775,10.125,39.3,38.6925,81.92,4.415,9.65,25,35,74.45,49.75,455,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
CrOs4.0O8,328,812.796,7.15,9.06,10.53,41.19,41.607,82.508,5.066,10.46,28,38,97.55,55.9,446,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
Cr0.5Os4.5O8,354,881.898,7.175,9.155,10.665,41.82,42.5785,82.704,5.283,10.73,29,39,105.25,57.95,443,64,127.9952,5.28,3.84,12.16,112,108.944,280.936,11.68,27.52,32,48,0.011432,100,1.15
Mn0.4Mo3.6O5,161.2,367.3592,6.1,7.484,8.312,36.8,28.5048,65.044,2.682,8.396,20,24.4,39.996,72.248,503.52,40,79.997,3.3,2.4,7.6,70,68.09,175.585,7.3,17.2,20,30,0.007145,100,1.15
Cr2.5Os2.5O7,250,605.49,7.075,8.775,10.125,39.3,38.6925,81.92,4.415,9.65,25,35,74.45,49.75,455,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
CrOs4.0O7,328,812.796,7.15,9.06,10.53,41.19,41.607,82.508,5.066,10.46,28,38,97.55,55.9,446,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Cr2.0Os2.0O7,200,484.392,5.66,7.02,8.1,31.44,30.954,65.536,3.532,7.72,20,28,59.56,39.8,364,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
MnMo4.0O7,193,438.698,7.55,9.21,10.33,45,35.802,81.76,2.98,10.19,25,31,48.59,80.62,563.8,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Cr0.4Os3.6O9,283.2,705.5184,5.74,7.324,8.532,33.456,34.0628,66.1632,4.2264,8.584,23.2,31.2,84.2,46.36,354.4,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Mn0.5Mo4.5O7,201.5,459.199,7.625,9.355,10.39,46,35.631,81.305,3.3525,10.495,25,30.5,49.995,90.31,629.4,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
Cr0.8Os3.2O9,262.4,650.2368,5.72,7.248,8.424,32.952,33.2856,66.0064,4.0528,8.368,22.4,30.4,78.04,44.72,356.8,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Cr2.0Os2.0O9,200,484.392,5.66,7.02,8.1,31.44,30.954,65.536,3.532,7.72,20,28,59.56,39.8,364,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Cr3.5Os3.5O9,350,847.686,9.905,12.285,14.175,55.02,54.1695,114.688,6.181,13.51,35,49,104.23,69.65,637,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
MnMo4.0O6,193,438.698,7.55,9.21,10.33,45,35.802,81.76,2.98,10.19,25,31,48.59,80.62,563.8,48,95.9964,3.96,2.88,9.12,84,81.708,210.702,8.76,20.64,24,36,0.008574,100,1.15
Cr0.5Os4.5O6,354,881.898,7.175,9.155,10.665,41.82,42.5785,82.704,5.283,10.73,29,39,105.25,57.95,443,48,95.9964,3.96,2.88,9.12,84,81.708,210.702,8.76,20.64,24,36,0.008574,100,1.15
CrOs4.0O6,328,812.796,7.15,9.06,10.53,41.19,41.607,82.508,5.066,10.46,28,38,97.55,55.9,446,48,95.9964,3.96,2.88,9.12,84,81.708,210.702,8.76,20.64,24,36,0.008574,100,1.15
Mn0.4Mo3.6O9,161.2,367.3592,6.1,7.484,8.312,36.8,28.5048,65.044,2.682,8.396,20,24.4,39.996,72.248,503.52,72,143.9946,5.94,4.32,13.68,126,122.562,316.053,13.14,30.96,36,54,0.012861,100,1.15
Cr2.5Os2.5O6,250,605.49,7.075,8.775,10.125,39.3,38.6925,81.92,4.415,9.65,25,35,74.45,49.75,455,48,95.9964,3.96,2.88,9.12,84,81.708,210.702,8.76,20.64,24,36,0.008574,100,1.15
Cr0.5Os4.5O7,354,881.898,7.175,9.155,10.665,41.82,42.5785,82.704,5.283,10.73,29,39,105.25,57.95,443,56,111.9958,4.62,3.36,10.64,98,95.326,245.819,10.22,24.08,28,42,0.010003,100,1.15
