compound,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,label
Co0.3Re2.7N2,210.6,520.43886,4.455,5.532,6.435,25.905,23.6403,40.386,0.603,5.694,15.6,21.6,59.424,20.22,159.6,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.55
Fe0.6Re2.4N2,195.6,480.405,4.416,5.448,6.372,25.5,23.6538,42.2454,0.4578,5.658,15.6,21.6,55.1724,19.44,163.2,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.55
Ni0.3Re2.7N2,210.9,520.3689,4.449,5.523,6.348,25.872,23.568,40.7127,0.753,5.703,15.9,21.9,59.4249,19.32,156.9,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.55
Co0.6Re2.4N2,196.2,482.25672,4.38,5.424,6.36,25.26,23.6406,41.592,0.756,5.688,16.2,22.2,55.788,23.64,175.2,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.55
Mn0.6Pd2.4N2,125.4,288.3228,4.17,5.022,6.03,25.8,24.4692,56.76,1.3368,6.21,27,42.6,33.3372,24.372,177.48,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.55
Ni0.6Re2.4N2,196.8,482.1168,4.368,5.406,6.186,25.194,23.496,42.2454,1.056,5.706,16.8,22.8,55.7898,21.84,169.8,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.55
Fe1.5Re1.5N2,151.5,363.081,4.245,5.16,6.165,23.925,23.6745,46.8435,0.4695,5.595,16.5,22.5,43.341,23.4,192,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.55
Co1.5Re1.5N2,153,367.7103,4.155,5.1,6.135,23.325,23.6415,45.21,1.215,5.67,18,24,44.88,33.9,222,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.55
Co0.3Mo2.7N2,121.5,276.71796,4.536,5.586,6.219,27.39,21.5127,48.783,2.2095,6.396,15.6,18.9,30.426,59.1,405.3,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.56
Mn0.6Cd2.4N2,130.2,302.7228,4.29,4.83,4.974,35.88,26.046,50.8272,0,4.986,27,33,25.242,33.972,237.48,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.56
Fe0.6Cd2.4N2,130.8,303.2682,4.248,4.8,4.956,35.7,26.3274,51.4806,0.0978,5.154,27.6,33.6,25.4844,39.6,280.8,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.56
Cr0.6Cd2.4N2,129.6,300.9576,4.29,4.86,4.926,35.778,25.6458,50.292,0.3996,5.052,26.4,32.4,25.074,38.34,289.2,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.56
Cd3N2,144,337.2,4.32,4.83,4.74,39.3,26.982,50.724,0,5.07,30,36,25.95,42,291,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.56
Ni0.3Cd2.7N2,138,321.09,4.26,4.794,4.755,37.347,26.5758,51.1023,0.348,5.136,29.4,35.4,26.0259,42,289.2,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.56
Co0.3Cd2.7N2,137.7,321.15996,4.266,4.803,4.842,37.38,26.6481,50.7756,0.198,5.127,29.1,35.1,26.025,42.9,291.9,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.56
Fe0.3Cd2.7N2,137.4,320.2341,4.284,4.815,4.848,37.5,26.6547,51.1023,0.0489,5.112,28.8,34.8,25.7172,40.8,285.9,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.56
Mn0.3Cd2.7N2,137.1,319.9614,4.305,4.83,4.857,37.59,26.514,50.7756,0,5.028,28.5,34.5,25.596,37.986,264.24,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.56
Cr0.3Cd2.7N2,136.8,319.0788,4.305,4.845,4.833,37.539,26.3139,50.508,0.1998,5.061,28.2,34.2,25.512,40.17,290.1,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.56
Co0.6Cd2.4N2,131.4,305.11992,4.212,4.776,4.944,35.46,26.3142,50.8272,0.396,5.184,28.2,34.2,26.1,43.8,292.8,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.56
Ni0.3Pd2.7N2,132.6,304.89,4.125,5.01,5.943,26.007,24.8019,57.7767,1.8519,6.513,29.4,46.2,35.133,31.2,221.7,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.57
Co0.3Pd2.7N2,132.3,304.95996,4.131,5.019,6.03,26.04,24.8742,57.45,1.7019,6.504,29.1,45.9,35.1321,32.1,224.4,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.57
Fe0.3Pd2.7N2,132,304.0341,4.149,5.031,6.036,26.16,24.8808,57.7767,1.5528,6.489,28.8,45.6,34.8243,30,218.4,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.57
Mn0.3Pd2.7N2,131.7,303.7614,4.17,5.046,6.045,26.25,24.7401,57.45,1.5039,6.405,28.5,45.3,34.7031,27.186,196.74,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.57
Cr0.3Pd2.7N2,131.4,302.8788,4.17,5.061,6.021,26.199,24.54,57.1824,1.7037,6.438,28.2,45,34.6191,29.37,222.6,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.57
Cr0.6Pd2.4N2,124.8,286.5576,4.17,5.052,5.982,25.698,24.069,56.2248,1.7364,6.276,26.4,42,33.1692,28.74,229.2,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.57
Co0.6Pd2.4N2,126.6,290.71992,4.092,4.968,6,25.38,24.7374,56.76,1.7328,6.408,28.2,43.8,34.1952,34.2,232.8,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.57
Ni0.6Pd2.4N2,127.2,290.58,4.08,4.95,5.826,25.314,24.5928,57.4134,2.0328,6.426,28.8,44.4,34.197,32.4,227.4,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.57
Fe0.6Pd2.4N2,126,288.8682,4.128,4.992,6.012,25.62,24.7506,57.4134,1.4346,6.378,27.6,43.2,33.5796,30,220.8,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.57
Pd3N2,138,319.2,4.17,5.07,6.06,26.7,25.011,58.14,1.671,6.6,30,48,36.069,30,216,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.57
Fe1.5Os1.5N2,153,369.0705,4.14,5.115,6.15,23.385,24.9195,52.1235,1.8945,6.045,18,24,45.696,33,252,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.57
Mn1.5Os1.5N2,151.5,367.707,4.245,5.19,6.195,23.835,24.216,50.49,1.65,5.625,16.5,22.5,45.09,18.93,143.7,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.57
Co1.5W1.5N2,151.5,364.1748,4.32,5.175,6.03,24.345,23.7915,52.05,2.2125,6.36,16.5,22.5,42.225,55.5,405,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.58
Ni0.6Cd2.4N2,132,304.98,4.2,4.758,4.77,35.394,26.1696,51.4806,0.696,5.202,28.8,34.8,26.1018,42,287.4,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.58
Mn1.5Ir1.5N2,153,370.737,4.2,5.115,5.985,23.91,24.831,50.49,2.355,5.625,18,24,45.045,32.43,236.7,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.64
Ni1.5Re1.5N2,154.5,367.3605,4.125,5.055,5.7,23.16,23.28,46.8435,1.965,5.715,19.5,25.5,44.8845,29.4,208.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.64
Co0.1Mo0.9N,40.5,92.23932,1.512,1.862,2.073,9.13,7.1709,16.261,0.7365,2.132,5.2,6.3,10.142,19.7,135.1,7,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3,5,0.001251,100,0.65
Co0.2Mo0.8N,39,88.53864,1.484,1.824,2.056,8.86,7.2498,16.352,0.728,2.104,5.4,6.6,10.004,19.4,131.2,7,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3,5,0.001251,100,0.65
Fe0.2Mo0.8N,38.8,87.9214,1.496,1.832,2.06,8.94,7.2542,16.5698,0.6286,2.094,5.2,6.4,9.7988,18,127.2,7,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3,5,0.001251,100,0.65
Ni0.1Mo0.9N,40.6,92.216,1.51,1.859,2.044,9.119,7.1468,16.3699,0.7865,2.135,5.3,6.4,10.1423,19.4,134.2,7,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3,5,0.001251,100,0.65
Ni1.5Ta1.5N2,151.5,359.47185,4.41,5.235,5.7,26.235,23.295,50.5785,2.22,5.115,16.5,22.5,38.3295,32.55,222,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.65
Fe0.1Mo0.9N,40.4,91.9307,1.518,1.866,2.075,9.17,7.1731,16.3699,0.6868,2.127,5.1,6.2,10.0394,19,133.1,7,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3,5,0.001251,100,0.67
Co0.6Hf2.4N2,189,463.73592,4.956,5.904,6.24,36.66,21.1086,46.056,0.396,4.248,9,15,37.284,18.12,115.2,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.67
Fe1.5La1.5N2,124.5,292.12875,5.085,5.73,6.51,44.4,20.22,43.8435,0.9945,4.395,10.5,12,21.03,17.4,139.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.67
Fe1.5Ce1.5N2,126,293.9505,5.04,5.49,6.435,41.655,20.163,43.5735,1.0245,4.425,10.5,12,21.8445,17.1,136.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.67
Fe1.5Pd1.5N2,108,243.3705,4.065,4.875,5.94,24,24.36,56.3235,1.08,6.045,24,36,29.8455,30,228,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Fe1.5Mo1.5N2,102,227.6805,4.29,5.19,6.045,24.75,22.4925,51.5085,1.362,5.985,16.5,21,27.231,45,328.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Mn1.5Pd1.5N2,106.5,242.007,4.17,4.95,5.985,24.45,23.6565,54.69,0.8355,5.625,22.5,34.5,29.2395,15.93,119.7,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Co0.6Ta2.4N2,191.4,469.63488,4.836,5.712,6.36,30.18,23.6646,47.568,1.164,4.728,11.4,17.4,45.3,28.68,196.8,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Ta3N2,219,542.8437,5.1,6,6.51,32.7,23.67,46.65,0.96,4.5,9,15,49.95,23.1,171,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Re3N2,225,558.621,4.53,5.64,6.51,26.55,23.64,39.18,0.45,5.7,15,21,63.06,16.8,144,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Cr0.3Ta2.7N2,204.3,504.15813,5.007,5.898,6.426,31.599,23.3331,46.8414,1.0638,4.548,9.3,15.3,47.112,23.16,182.1,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Cr0.6Re2.4N2,194.4,478.0944,4.458,5.508,6.342,25.578,22.9722,41.0568,0.7596,5.556,14.4,20.4,54.762,18.18,171.6,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Fe0.3Re2.7N2,210.3,519.513,4.473,5.544,6.441,26.025,23.6469,40.7127,0.4539,5.679,15.3,21.3,59.1162,18.12,153.6,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Cr0.3Re2.7N2,209.7,518.3577,4.494,5.574,6.426,26.064,23.3061,40.1184,0.6048,5.628,14.7,20.7,58.911,17.49,157.8,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Co0.3Ta2.7N2,205.2,506.23929,4.968,5.856,6.435,31.44,23.6673,47.109,1.062,4.614,10.2,16.2,47.625,25.89,183.9,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Fe0.6Ta2.4N2,190.8,467.78316,4.872,5.736,6.372,30.42,23.6778,48.2214,0.8658,4.698,10.8,16.8,44.6844,24.48,184.8,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Mn0.3Ta2.7N2,204.6,505.04073,5.007,5.883,6.45,31.65,23.5332,47.109,0.864,4.515,9.6,15.6,47.196,20.976,156.24,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Mn0.6Ta2.4N2,190.2,467.23776,4.914,5.766,6.39,30.6,23.3964,47.568,0.768,4.53,10.2,16.2,44.442,18.852,141.48,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Ni0.3Ta2.7N2,205.5,506.16933,4.962,5.847,6.348,31.407,23.595,47.4357,1.212,4.623,10.5,16.5,47.6259,24.99,181.2,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Fe0.3Ta2.7N2,204.9,505.31343,4.986,5.868,6.441,31.56,23.6739,47.4357,0.9129,4.599,9.9,15.9,47.3172,23.79,177.9,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Mn0.3Re2.7N2,210,519.2403,4.494,5.559,6.45,26.115,23.5062,40.386,0.405,5.595,15,21,58.995,15.306,131.94,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Cr0.6Ta2.4N2,189.6,465.47256,4.914,5.796,6.342,30.498,22.9962,47.0328,1.1676,4.596,9.6,15.6,44.274,23.22,193.2,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.68
Co1.5Hf1.5N2,148.5,356.1348,4.515,5.4,6.06,30.45,22.059,48,0.99,4.77,13.5,19.5,33.315,30.45,184.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Fe1.5Hf1.5N2,147,351.5055,4.605,5.46,6.09,31.05,22.092,49.6335,0.2445,4.695,12,18,31.776,19.95,154.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Fe1.5Ta1.5N2,148.5,355.19235,4.53,5.34,6.165,27,23.6895,50.5785,0.7245,4.995,13.5,19.5,36.786,26.55,205.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Mn1.5W1.5N2,148.5,358.182,4.515,5.31,6.105,25.395,23.121,52.05,1.2225,5.865,13.5,19.5,40.08,30.93,266.7,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Ni0.6Hf2.4N2,189.6,463.596,4.944,5.886,6.066,36.594,20.964,46.7094,0.696,4.266,9.6,15.6,37.2858,16.32,109.8,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Cr1.5Re1.5N2,148.5,357.3045,4.35,5.31,6.09,24.12,21.9705,43.872,1.224,5.34,13.5,19.5,42.315,20.25,213,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Cr1.5Hf1.5N2,144,345.729,4.71,5.61,6.015,31.245,20.388,46.662,0.999,4.44,9,15,30.75,16.8,175.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Fe1.5Cd1.5N2,111,252.3705,4.14,4.755,5.28,30.3,25.3455,52.6155,0.2445,5.28,24,30,24.786,36,265.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Mn1.5Cd1.5N2,109.5,251.007,4.245,4.83,5.325,30.75,24.642,50.982,0,4.86,22.5,28.5,24.18,21.93,157.2,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Co1.5Ce1.5N2,127.5,298.5798,4.95,5.43,6.405,41.055,20.13,41.94,1.77,4.5,12,13.5,23.3835,27.6,166.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Co1.5La1.5N2,126,296.75805,4.995,5.67,6.48,43.8,20.187,42.21,1.74,4.47,12,13.5,22.569,27.9,169.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Mn0.2Mo0.8N,38.6,87.7396,1.51,1.842,2.066,9,7.1604,16.352,0.596,2.038,5,6.2,9.718,16.124,112.76,7,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3,5,0.001251,100,0.69
Fe0.6Mo2.4N2,116.4,263.7642,4.488,5.496,6.18,26.82,21.7626,49.7094,1.8858,6.282,15.6,19.2,29.3964,54,381.6,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Co1.5Mo1.5N2,103.5,232.3098,4.2,5.13,6.015,24.15,22.4595,49.875,2.1075,6.06,18,22.5,28.77,55.5,358.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Fe1.5Ru1.5N2,105,235.3755,4.17,5.01,6.015,23.1,22.896,52.4385,1.8195,6.045,19.5,24,30.366,36,196.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Mn1.5Rh1.5N2,105,236.76525,4.215,5.01,5.88,23.55,22.3395,52.665,1.7055,5.745,19.5,24,29.88,35.43,236.7,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Fe1.5Rh1.5N2,106.5,238.12875,4.11,4.935,5.835,23.1,23.043,54.2985,1.95,6.165,21,25.5,30.486,49.5,345,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Co0.6Mo2.4N2,117,265.61592,4.452,5.472,6.168,26.58,21.7494,49.056,2.184,6.312,16.2,19.8,30.012,58.2,393.6,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Cr1.5Pd1.5N2,105,237.594,4.17,5.025,5.865,24.195,22.656,53.352,1.8345,5.79,21,33,28.8195,26.85,249,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Co1.5Pd1.5N2,109.5,247.9998,3.975,4.815,5.91,23.4,24.327,54.69,1.8255,6.12,25.5,37.5,31.3845,40.5,258,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Cr0.6Hf2.4N2,187.2,459.5736,5.034,5.988,6.222,36.978,20.4402,45.5208,0.3996,4.116,7.2,13.2,36.258,12.66,111.6,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Fe0.6Hf2.4N2,188.4,461.8842,4.992,5.928,6.252,36.9,21.1218,46.7094,0.0978,4.218,8.4,14.4,36.6684,13.92,103.2,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.69
Mn0.6W2.4N2,192.6,474.2028,4.722,5.598,6.222,27.312,23.6124,52.536,1.956,6.594,12.6,18.6,50.682,48.372,412.68,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.7
Mn0.3W2.7N2,207.3,512.8764,4.791,5.694,6.261,27.951,23.7762,52.698,2.2005,6.837,12.3,18.3,54.216,54.186,461.34,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.7
Mo3N2,126,287.82,4.62,5.7,6.27,28.2,21.276,48.51,2.235,6.48,15,18,30.84,60,417,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.7
Cr0.1Mo0.9N,40.2,91.5456,1.525,1.876,2.07,9.183,7.0595,16.1718,0.7371,2.11,4.9,6,9.971,18.79,134.5,7,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3,5,0.001251,100,0.7
Mn0.1Mo0.9N,40.3,91.8398,1.525,1.871,2.078,9.2,7.1262,16.261,0.6705,2.099,5,6.1,9.999,18.062,125.88,7,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3,5,0.001251,100,0.7
Cr0.2Mo0.8N,38.4,87.1512,1.51,1.852,2.05,8.966,7.027,16.1736,0.7292,2.06,4.8,6,9.662,17.58,130,7,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3,5,0.001251,100,0.7
Mn0.6Re2.4N2,195,479.8596,4.458,5.478,6.39,25.68,23.3724,41.592,0.36,5.49,15,21,54.93,13.812,119.88,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.7
Cr1.5Ta1.5N2,145.5,349.41585,4.635,5.49,6.09,27.195,21.9855,47.607,1.479,4.74,10.5,16.5,35.76,23.4,226.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.7
Fe1.5W1.5N2,150,359.5455,4.41,5.235,6.06,24.945,23.8245,53.6835,1.467,6.285,15,21,40.686,45,375,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.7
Fe0.6W2.4N2,193.2,474.7482,4.68,5.568,6.204,27.132,23.8938,53.1894,2.0538,6.762,13.2,19.2,50.9244,54,456,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.7
Co1.5Ta1.5N2,150,359.82165,4.44,5.28,6.135,26.4,23.6565,48.945,1.47,5.07,15,21,38.325,37.05,235.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.7
Ni0.6Ta2.4N2,192,469.49496,4.824,5.694,6.186,30.114,23.52,48.2214,1.464,4.746,12,18,45.3018,26.88,191.4,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.7
Fe0.3W2.7N2,207.6,513.1491,4.77,5.679,6.252,27.861,23.9169,53.0247,2.2494,6.921,12.6,18.6,54.3372,57,483,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.7
Cr1.5W1.5N2,147,353.769,4.515,5.385,5.985,25.14,22.1205,50.712,2.2215,6.03,12,18,39.66,41.85,396,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.71
Cr1.5La1.5N2,121.5,286.35225,5.19,5.88,6.435,44.595,18.516,40.872,1.749,4.14,7.5,9,20.004,14.25,160.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.71
Cr1.5Ce1.5N2,123,288.174,5.145,5.64,6.36,41.85,18.459,40.602,1.779,4.17,7.5,9,20.8185,13.95,157.5,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.71
Cr0.3Os2.7N2,212.4,529.1388,4.305,5.493,6.399,25.092,25.5471,49.6224,3.1698,6.438,17.4,23.4,63.15,34.77,265.8,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.74
Fe0.3Os2.7N2,213,530.2941,4.284,5.463,6.414,25.053,25.8879,50.2167,3.0189,6.489,18,24,63.3552,35.4,261.6,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.74
Co0.3Os2.7N2,213.3,531.21996,4.266,5.451,6.408,24.933,25.8813,49.89,3.168,6.504,18.3,24.3,63.663,37.5,267.6,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.74
Ni0.3Os2.7N2,213.6,531.15,4.26,5.442,6.321,24.9,25.809,50.2167,3.318,6.513,18.6,24.6,63.6639,36.6,264.9,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.74
Cr0.6Os2.4N2,196.8,487.6776,4.29,5.436,6.318,24.714,24.9642,49.5048,3.0396,6.276,16.8,22.8,58.53,33.54,267.6,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.74
Fe0.6Os2.4N2,198,489.9882,4.248,5.376,6.348,24.636,25.6458,50.6934,2.7378,6.378,18,24,58.9404,34.8,259.2,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.74
Os3N2,228,570.6,4.32,5.55,6.48,25.47,26.13,49.74,3.3,6.6,18,24,67.77,36,264,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.74
Co0.6Os2.4N2,198.6,491.83992,4.212,5.352,6.336,24.396,25.6326,50.04,3.036,6.408,18.6,24.6,59.556,39,271.2,14,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6,10,0.002502,100,0.74
