compound,overpotential,
Fe0.6Mo2.4N2,1.1967815,
Fe1.5Mo1.5N2,1.1967815,
Fe1.5Pd1.5N2,1.1967815,
Fe1.5Hf1.5N2,1.2004803,
Cr1.5Ta1.5N2,1.2004803,
Ni0.6Ta2.4N2,1.2004803,
Fe0.6W2.4N2,1.2004803,
Cr0.3Hf2.7N2,1.2006894,
Mn1.5Ta1.5N2,1.2022556,
Fe0.3W2.7N2,1.202438,
Cr1.5W1.5N2,1.2037767,
Cr0.3Hf2.7O4,1.2041543,
Mn1.5Cd1.5N2,1.2075216,
Fe1.5Cd1.5N2,1.2075216,
Co0.2Mn0.8O3,1.2111129,
Fe0.2Mn0.8O3,1.2111129,
Mn0.6Re2.4N2,1.2114041,
Mn1.5Re1.5N2,1.2130567,
Co0.2Mn0.8O4,1.2203844,
Fe0.2Mn0.8O4,1.2203844,
Co0.2Mn0.8O,1.2205753,
Fe0.2Mn0.8O,1.2205753,
Hf3N2,1.2225374,
Cr0.3W2.7N2,1.2229071,
Co0.3W2.7N2,1.2229071,
Co1.5Ce1.5N2,1.223257,
Fe1.5La1.5N2,1.223257,
Fe1.5Ce1.5N2,1.223257,
Co0.6Hf2.4N2,1.223257,
Co1.5La1.5N2,1.223257,
Co0.2Mn0.8O2,1.2245454,
Fe0.2Mn0.8O2,1.2245454,
Co0.3Hf2.7N2,1.2250322,
Co1.5Nb1.5N2,1.2256764,
Hf3O4,1.2260022,
Co0.3Hf2.7O4,1.228497,
Cr0.6W2.4N2,1.2293752,
Co0.6W2.4N2,1.2293752,
Mo3N2,1.2316828,
Mn0.4Hf1.6O3,1.233189,
Mn0.3Pt2.7N2,1.2338023,
Pt3N2,1.2338023,
Fe0.3Pt2.7N2,1.2338023,
Ni0.3Os2.7N2,1.2338023,
Co0.3Os2.7N2,1.2338023,
Fe0.3Os2.7N2,1.2338023,
Os3N2,1.2338023,
Mn0.3Os2.7N2,1.2338023,
Co0.6Os2.4N2,1.2338023,
Fe0.6Os2.4N2,1.2338023,
Cr0.3Os2.7N2,1.2338023,
Mn0.6Os2.4N2,1.2338023,
Cr0.6Os2.4N2,1.2338023,
Co0.3Pt2.7N2,1.2338023,
Mn1.5Re1.5O4,1.2340606,
Ni0.2Hf1.8N,1.2362618,
Mn0.4Hf1.6N,1.2362618,
Cr1.5Hf1.5N2,1.2364448,
Ni0.6Hf2.4N2,1.2364448,
Ni0.3Hf2.7N2,1.2382201,
Cr1.5Ir1.5N2,1.2402705,
Fe0.3Ru2.7N2,1.2402705,
Fe0.6Rh2.4N2,1.2402705,
Fe0.6Pt2.4N2,1.2402705,
Mn0.6Rh2.4N2,1.2402705,
Cr1.5Pt1.5N2,1.2402705,
Cr0.6Rh2.4N2,1.2402705,
Co1.5Ir1.5N2,1.2402705,
Ni0.3Ru2.7N2,1.2402705,
Co0.3Ru2.7N2,1.2402705,
Fe1.5Ir1.5N2,1.2402705,
Co0.6Rh2.4N2,1.2402705,
Co1.5Os1.5N2,1.2402705,
Ni0.6Ru2.4N2,1.2402705,
Co1.5Pt1.5N2,1.2402705,
Ni0.6Pt2.4N2,1.2402705,
Fe1.5Pt1.5N2,1.2402705,
Co0.6Pt2.4N2,1.2402705,
Ir3N2,1.2402705,
Mn0.3Rh2.7N2,1.2402705,
Co0.3Rh2.7N2,1.2402705,
Fe0.3Rh2.7N2,1.2402705,
Ru3N2,1.2402705,
Rh3N2,1.2402705,
Cr0.3Ir2.7N2,1.2402705,
Mn0.3Ir2.7N2,1.2402705,
Ni0.6Os2.4N2,1.2402705,
Cr0.6Ir2.4N2,1.2402705,
Cr0.3Ru2.7N2,1.2402705,
Cr0.3Rh2.7N2,1.2402705,
Mn0.6Ir2.4N2,1.2402705,
Co0.6Ir2.4N2,1.2402705,
Ni0.6Ir2.4N2,1.2402705,
Cr0.6Pt2.4N2,1.2402705,
Fe0.3Ir2.7N2,1.2402705,
Co0.6Ru2.4N2,1.2402705,
Mn0.6Pt2.4N2,1.2402705,
Co0.3Ir2.7N2,1.2402705,
Ni0.3Ir2.7N2,1.2402705,
Cr0.3Pt2.7N2,1.2402705,
Ni0.3Pt2.7N2,1.2402705,
Fe0.6Ir2.4N2,1.2402705,
Mn0.3Ru2.7N2,1.2402705,
Mn1.5La1.5N2,1.2409627,
Mn1.5Ce1.5N2,1.2409627,
Fe0.3Hf2.7N2,1.2409627,
Mn0.3Hf2.7N2,1.2409627,
Mn0.6Hf2.4N2,1.2409627,
Mn1.5Pt1.5N2,1.2417389,
Cr0.5Mo0.5N,1.2427812,
Fe0.6Mn5.4O7,1.2432868,
Mn3.0Hf3.0O7,1.2432868,
Fe0.3Hf2.7O4,1.2444276,
Mn0.6Hf2.4O4,1.2444276,
Mn0.3Hf2.7O4,1.2444276,
Mn0.3Cd2.7O4,1.2451247,
Fe0.6Cd2.4O4,1.2451247,
Fe0.3Cd2.7O4,1.2451247,
Cd3O4,1.2451247,
Co0.3Cd2.7O4,1.2451247,
Mn0.6Cd2.4O4,1.2451247,
Cr0.3Cd2.7O4,1.2451247,
Fe0.6Hf2.4N2,1.2457783,
Cr0.6Hf2.4N2,1.2457783,
Cr1.5Ce1.5N2,1.2457783,
Cr1.5La1.5N2,1.2457783,
Fe0.2Cr0.8N,1.2505983,
Co0.2Cr0.8N,1.2505983,
Ni0.2Cr0.8N,1.2505983,
Ni0.1Cr0.9N,1.2505983,
Mn1.5Hf1.5N2,1.2541506,
Cr0.3Hf2.7O10,1.2548054,
Cr0.3Hf2.7O8,1.2548054,
Cr0.3Hf2.7O7,1.2548054,
Cr0.3Hf2.7O5,1.2548054,
MoN,1.2552866,
Fe0.2Mn0.8N,1.2564573,
Co0.2Mn0.8N,1.2564573,
Mn1.5Hf1.5O4,1.2576154,
Mn2.5Hf2.5O6,1.2592174,
Mn9O10,1.2592174,
Mn8O9,1.2592174,
Mn7O10,1.2592174,
Mn7O9,1.2592174,
Mn7O8,1.2592174,
Mn6O7,1.2592174,
Mn2.5Hf2.5O9,1.2592174,
Mn2.5Hf2.5O8,1.2592174,
Mn2.5Hf2.5O7,1.2592174,
Ni1.5Hf1.5N2,1.2594639,
Mn0.6Y2.4N2,1.2602794,
Co0.1Mn0.9O3,1.261894,
Ni0.3Mo2.7N2,1.2667704,
Hf4O7,1.2674426,
Hf4O5,1.2674426,
Hf4O9,1.2674426,
Co0.1Mn0.9O,1.2684413,
Mn1.5Ag1.5N2,1.2685343,
Fe1.5Ag1.5N2,1.2685343,
Cr1.5Cd1.5N2,1.2685343,
Ni1.5Cd1.5N2,1.2685343,
Co1.5Cd1.5N2,1.2685343,
Ni0.1Mn0.9O3,1.2692902,
Fe0.2Ce0.8N,1.2699783,
Ni0.1La0.9N,1.2699783,
Co0.2Hf0.8N,1.2699783,
Ni0.1Hf0.9N,1.2699783,
Mn0.1La0.9N,1.2699783,
Mn0.1Hf0.9N,1.2699783,
Mn0.5Hf0.5N,1.2699783,
Cr0.1Hf0.9N,1.2699783,
Co0.1La0.9N,1.2699783,
Fe0.1La0.9N,1.2699783,
Ni0.2Hf0.8N,1.2699783,
Fe0.2La0.8N,1.2699783,
Cr0.2Ce0.8N,1.2699783,
Mn0.2Ce0.8N,1.2699783,
Cr0.2Hf0.8N,1.2699783,
Fe0.1Hf0.9N,1.2699783,
Co0.1Hf0.9N,1.2699783,
Mn0.2Hf0.8N,1.2699783,
Co0.2Ce0.8N,1.2699783,
Fe0.1Ce0.9N,1.2699783,
Co0.1Ce0.9N,1.2699783,
Cr0.2La0.8N,1.2699783,
Ni0.1Ce0.9N,1.2699783,
HfN,1.2699783,
Fe0.2Hf0.8N,1.2699783,
Mn0.2La0.8N,1.2699783,
Cr0.5Hf0.5N,1.2699783,
Co0.2La0.8N,1.2699783,
CeN,1.2699783,
LaN,1.2699783,
Mn0.1Ce0.9N,1.2699783,
Cr0.1Ce0.9N,1.2699783,
Cr0.1La0.9N,1.2699783,
Co0.2Mn0.8O10,1.2710357,
Fe0.2Mn0.8O9,1.2710357,
Fe0.2Mn0.8O6,1.2710357,
Fe0.2Mn0.8O7,1.2710357,
Fe0.2Mn0.8O10,1.2710357,
Co0.2Mn0.8O6,1.2710357,
Fe0.2Mn0.8O8,1.2710357,
Co0.2Mn0.8O9,1.2710357,
Co0.2Mn0.8O8,1.2710357,
Fe0.2Mn0.8O5,1.2710357,
Fe0.2Mn0.8S2,1.2710357,
Co0.2Mn0.8O7,1.2710357,
Co0.2Mn0.8O5,1.2710357,
Co0.2Mn0.8S2,1.2710357,
Co0.1Mn0.9O4,1.2711655,
Mn0.6La2.4N2,1.2714976,
Mn0.6Ce2.4N2,1.2714976,
Mn0.6Sc2.4N2,1.2725449,
Co0.1Mn0.9O2,1.2753265,
Hf3O7,1.2766534,
Hf3O8,1.2766534,
Hf3O5,1.2766534,
Hf3O10,1.2766534,
Ni0.1Mn0.9O4,1.2785617,
Ni0.1Mn0.9O,1.2787527,
Co0.3Hf2.7O10,1.2791482,
Co0.3Hf2.7O8,1.2791482,
Co0.3Hf2.7O7,1.2791482,
Co0.3Hf2.7O5,1.2791482,
Ni0.2Ce0.8N,1.2807252,
Ni0.2La0.8N,1.2807252,
Mn1.5Ru1.5N2,1.2812006,
Fe0.1Mn0.9O3,1.2818521,
Fe0.6Hf2.4O4,1.2821572,
Ni0.1Mn0.9O2,1.2827227,
Mn0.4Hf3.6O5,1.2833731,
Mn2.0Hf2.0O5,1.2833731,
Mn0.4Hf3.6O7,1.2833731,
Mn0.8Hf3.2O7,1.2833731,
Mn2.0Hf2.0O7,1.2833731,
Mn0.8Hf3.2O5,1.2833731,
Mn0.4Hf3.6O9,1.2833731,
Mn2.0Hf2.0O9,1.2833731,
Mn0.8Hf3.2O9,1.2833731,
Mn1.5Re1.5O10,1.2847118,
Mn1.5Re1.5O8,1.2847118,
Mn1.5Re1.5O5,1.2847118,
Mn1.5Re1.5O7,1.2847118,
Fe0.7Hf6.3O9,1.2848393,
Fe1.4Mn5.6O10,1.2848393,
Fe1.4Mn5.6O9,1.2848393,
Fe0.8Hf7.2O9,1.2848393,
Fe0.7Hf6.3O8,1.2848393,
Fe0.9Hf8.1O10,1.2848393,
Fe1.4Mn5.6O8,1.2848393,
Fe1.4Hf5.6O8,1.2848393,
Fe1.4Hf5.6O9,1.2848393,
Fe0.7Hf6.3O10,1.2848393,
Cd7O8,1.2848393,
Hf8O9,1.2848393,
Cd6O7,1.2848393,
Fe1.2Hf4.8O7,1.2848393,
Cd4O5,1.2848393,
Cd4O7,1.2848393,
Cd4O9,1.2848393,
Cd5O6,1.2848393,
Cd5O7,1.2848393,
Cd5O8,1.2848393,
Cd9O10,1.2848393,
Cd8O9,1.2848393,
Cd7O10,1.2848393,
Cd7O9,1.2848393,
Cd5O9,1.2848393,
Hf9O10,1.2848393,
Fe1.4Hf5.6O10,1.2848393,
Mn1.4Hf5.6O10,1.2848393,
Mn1.8Hf7.2O10,1.2848393,
Fe0.7Zn6.3O10,1.2848393,
Mn3.5Zn3.5O9,1.2848393,
Mn0.7Zn6.3O10,1.2848393,
Fe0.9Cd8.1O10,1.2848393,
Fe0.8Cd7.2O9,1.2848393,
Mn1.4Zn5.6O10,1.2848393,
Fe1.4Zn5.6O10,1.2848393,
Fe0.8Zn7.2O9,1.2848393,
Fe0.9Zn8.1O10,1.2848393,
Fe1.4Cd5.6O10,1.2848393,
Fe0.7Cd6.3O10,1.2848393,
Fe1.4Cd5.6O9,1.2848393,
Fe0.7Cd6.3O9,1.2848393,
Fe1.4Cd5.6O8,1.2848393,
Fe0.7Cd6.3O8,1.2848393,
Fe1.2Cd4.8O7,1.2848393,
Fe0.6Cd5.4O7,1.2848393,
FeCd4.0O9,1.2848393,
Fe0.5Cd4.5O9,1.2848393,
FeCd4.0O8,1.2848393,
Fe0.5Cd4.5O8,1.2848393,
FeCd4.0O7,1.2848393,
Fe0.5Cd4.5O7,1.2848393,
FeCd4.0O6,1.2848393,
Fe0.5Cd4.5O6,1.2848393,
Fe0.8Cd3.2O9,1.2848393,
Fe0.4Cd3.6O9,1.2848393,
Fe0.8Cd3.2O7,1.2848393,
Fe0.4Cd3.6O7,1.2848393,
Fe1.4Zn5.6O9,1.2848393,
Fe0.7Zn6.3O9,1.2848393,
Fe1.4Zn5.6O8,1.2848393,
Mn4.5Hf4.5O10,1.2848393,
Mn0.5Zn4.5O9,1.2848393,
Mn2.5Zn2.5O8,1.2848393,
MnZn4.0O8,1.2848393,
Mn0.5Zn4.5O8,1.2848393,
Mn2.5Zn2.5O7,1.2848393,
Fe0.5Zn4.5O6,1.2848393,
MnZn4.0O7,1.2848393,
Mn0.5Zn4.5O7,1.2848393,
Mn2.5Zn2.5O6,1.2848393,
MnZn4.0O6,1.2848393,
Mn0.5Zn4.5O6,1.2848393,
FeZn4.0O6,1.2848393,
Fe0.5Zn4.5O7,1.2848393,
FeZn4.0O7,1.2848393,
MnZn4.0O9,1.2848393,
Mn2.5Zn2.5O9,1.2848393,
FeZn4.0O8,1.2848393,
Fe0.5Zn4.5O9,1.2848393,
FeZn4.0O9,1.2848393,
Fe0.6Zn5.4O7,1.2848393,
Mn0.6Zn5.4O7,1.2848393,
Mn1.2Zn4.8O7,1.2848393,
Fe1.2Zn4.8O7,1.2848393,
Mn3.0Zn3.0O7,1.2848393,
Mn0.7Zn6.3O8,1.2848393,
Mn1.4Zn5.6O8,1.2848393,
Mn3.5Zn3.5O8,1.2848393,
Mn0.7Zn6.3O9,1.2848393,
Mn1.4Zn5.6O9,1.2848393,
Fe0.7Zn6.3O8,1.2848393,
Fe0.5Zn4.5O8,1.2848393,
Fe0.4Cd3.6O5,1.2848393,
Fe0.8Cd3.2O5,1.2848393,
Mn0.8Zn7.2O9,1.2848393,
Mn0.5Cd4.5O7,1.2848393,
MnCd4.0O7,1.2848393,
Mn2.5Cd2.5O7,1.2848393,
Zn9O10,1.2848393,
Mn0.5Cd4.5O8,1.2848393,
MnCd4.0O8,1.2848393,
Mn2.5Cd2.5O6,1.2848393,
Zn8O9,1.2848393,
Mn0.5Cd4.5O9,1.2848393,
MnCd4.0O9,1.2848393,
Zn7O10,1.2848393,
Mn4.5Zn4.5O10,1.2848393,
Zn7O9,1.2848393,
Zn7O8,1.2848393,
Mn2.5Cd2.5O8,1.2848393,
Mn2.5Cd2.5O9,1.2848393,
MnCd4.0O6,1.2848393,
Mn2.0Cd2.0O9,1.2848393,
Mn0.4Cd3.6O5,1.2848393,
Mn0.9Hf8.1O10,1.2848393,
Mn4.0Hf4.0O9,1.2848393,
Mn1.6Hf6.4O9,1.2848393,
Mn0.8Hf7.2O9,1.2848393,
Mn0.8Cd3.2O5,1.2848393,
Mn0.5Cd4.5O6,1.2848393,
Mn2.0Cd2.0O5,1.2848393,
Mn0.7Hf6.3O10,1.2848393,
Mn0.8Cd3.2O7,1.2848393,
Mn1.4Hf5.6O9,1.2848393,
Mn2.0Cd2.0O7,1.2848393,
Mn0.4Cd3.6O9,1.2848393,
Mn0.8Cd3.2O9,1.2848393,
Mn0.4Cd3.6O7,1.2848393,
Mn3.5Zn3.5O10,1.2848393,
Zn6O7,1.2848393,
Mn1.2Cd4.8O7,1.2848393,
Mn1.6Zn6.4O9,1.2848393,
Mn4.0Zn4.0O9,1.2848393,
Mn0.9Zn8.1O10,1.2848393,
Mn1.8Zn7.2O10,1.2848393,
Mn4.5Cd4.5O10,1.2848393,
Mn1.8Cd7.2O10,1.2848393,
Mn0.9Cd8.1O10,1.2848393,
Mn4.0Cd4.0O9,1.2848393,
Mn1.6Cd6.4O9,1.2848393,
Mn0.8Cd7.2O9,1.2848393,
Mn3.5Cd3.5O10,1.2848393,
Mn0.6Cd5.4O7,1.2848393,
Mn0.7Cd6.3O10,1.2848393,
Mn3.5Cd3.5O9,1.2848393,
Mn1.4Cd5.6O10,1.2848393,
Mn0.7Cd6.3O9,1.2848393,
Zn5O9,1.2848393,
Zn5O8,1.2848393,
Mn3.0Cd3.0O7,1.2848393,
Zn5O7,1.2848393,
Mn1.4Cd5.6O9,1.2848393,
Mn0.7Hf6.3O9,1.2848393,
Zn5O6,1.2848393,
Mn0.7Cd6.3O8,1.2848393,
Mn1.4Hf5.6O8,1.2848393,
Mn1.4Cd5.6O8,1.2848393,
Mn0.7Hf6.3O8,1.2848393,
Mn3.5Cd3.5O8,1.2848393,
Mn1.2Hf4.8O7,1.2848393,
Fe1.2Mn4.8O7,1.2873309,
Fe0.3Mo2.7N2,1.2879591,
Fe0.1Mn0.9O,1.2883995,
Fe1.5Nb1.5N2,1.2892978,
Mn1.5Mo1.5N2,1.2892978,
Mn0.6Mo2.4N2,1.2892978,
Cr0.5Mn0.5N,1.2903181,
Mn0.5Cr0.5N,1.2903181,
Fe0.1Mn0.9O4,1.2911236,
Ni0.3Ce2.7N2,1.2914556,
Ni0.3La2.7N2,1.2914556,
Ni0.5Hf0.5N,1.2917389,
Mn0.4Hf1.6O7,1.2931116,
Mn0.4Hf1.6O5,1.2931116,
Mn0.4Hf1.6O9,1.2931116,
Ni0.1Mn0.9N,1.2940013,
Fe0.6Y2.4N2,1.2946364,
Mn0.3Hf2.7O10,1.2950788,
Fe0.3Hf2.7O7,1.2950788,
Mn0.6Hf2.4O8,1.2950788,
Mn0.3Hf2.7O7,1.2950788,
Mn0.6Hf2.4O7,1.2950788,
Fe0.3Hf2.7O5,1.2950788,
Mn0.6Hf2.4O5,1.2950788,
Mn0.3Hf2.7O5,1.2950788,
Mn0.3Hf2.7O8,1.2950788,
Fe0.3Hf2.7O8,1.2950788,
Mn0.6Hf2.4O10,1.2950788,
Fe0.3Hf2.7O10,1.2950788,
Fe0.1Mn0.9O2,1.2952846,
Mn3.5Hf3.5O8,1.2969469,
Fe0.7Mn6.3O8,1.2969469,
Fe0.7Mn6.3O9,1.2969469,
Mn3.5Hf3.5O10,1.2969469,
Fe0.7Mn6.3O10,1.2969469,
Fe0.8Mn7.2O9,1.2969469,
Mn3.5Hf3.5O9,1.2969469,
Fe0.9Mn8.1O10,1.2969469,
CrN,1.2984643,
Co0.1Cr0.9N,1.2984643,
Fe0.1Cr0.9N,1.2984643,
Cr0.2Hf1.8N,1.2991812,
Hf2N,1.2991812,
Co0.2Hf1.8N,1.2991812,
Cr0.4Hf1.6N,1.2991812,
Fe0.2Hf1.8N,1.2991812,
Mn0.2Hf1.8N,1.2991812,
Fe0.6Ag2.4N2,1.3041351,
Ni1.5Au1.5N2,1.3041351,
Ni0.3Rh2.7N2,1.3041351,
Ni0.6Ag2.4N2,1.3041351,
Ni1.5W1.5N2,1.3041351,
Cr0.3Au2.7N2,1.3041351,
Co1.5Au1.5N2,1.3041351,
Co0.6Ag2.4N2,1.3041351,
Mn0.6Ag2.4N2,1.3041351,
Cr0.6Ag2.4N2,1.3041351,
Ni0.6Rh2.4N2,1.3041351,
Cr0.6Au2.4N2,1.3041351,
Au3N2,1.3041351,
Mn0.6Au2.4N2,1.3041351,
Fe0.6Au2.4N2,1.3041351,
Ni0.3Ag2.7N2,1.3041351,
Co0.6Au2.4N2,1.3041351,
Ni0.6Au2.4N2,1.3041351,
Ni1.5Ir1.5N2,1.3041351,
Co0.3Ag2.7N2,1.3041351,
Mn0.3Au2.7N2,1.3041351,
Ni1.5Os1.5N2,1.3041351,
Cr1.5Au1.5N2,1.3041351,
Mn1.5Au1.5N2,1.3041351,
Fe1.5Au1.5N2,1.3041351,
Ni0.3Au2.7N2,1.3041351,
Ag3N2,1.3041351,
Co0.3Au2.7N2,1.3041351,
Fe0.3Ag2.7N2,1.3041351,
Fe0.3Au2.7N2,1.3041351,
Mn0.3Ag2.7N2,1.3041351,
Cr0.3Ag2.7N2,1.3041351,
Ni1.5Pt1.5N2,1.3041351,
Co0.1Mn0.9N,1.3043233,
Mn0.2Cr0.8N,1.3046191,
Mn0.1Cr0.9N,1.3046191,
Ni0.3Sc2.7N2,1.3056909,
Co0.6Ce2.4N2,1.3058544,
Co0.6La2.4N2,1.3058544,
Fe0.6Cd2.4O10,1.3061895,
Cd3O10,1.3061895,
Cd3O8,1.3061895,
Cd3O7,1.3061895,
Cd3O5,1.3061895,
Co0.3Cd2.7O5,1.3061895,
Co0.3Cd2.7O7,1.3061895,
Mn0.6Cd2.4O5,1.3061895,
Co0.3Cd2.7O8,1.3061895,
Co0.3Cd2.7O10,1.3061895,
Cr0.3Cd2.7O10,1.3061895,
Cr0.3Cd2.7O7,1.3061895,
Cr0.3Cd2.7O8,1.3061895,
Mn0.3Cd2.7O7,1.3061895,
Fe0.3Cd2.7O10,1.3061895,
Mn0.6Cd2.4O7,1.3061895,
Fe0.6Cd2.4O8,1.3061895,
Mn0.3Cd2.7O8,1.3061895,
Mn0.6Cd2.4O8,1.3061895,
Cr0.3Cd2.7O5,1.3061895,
Mn0.3Cd2.7O10,1.3061895,
Fe0.3Cd2.7O8,1.3061895,
Fe0.3Cd2.7O7,1.3061895,
Mn0.6Cd2.4O10,1.3061895,
Fe0.6Cd2.4O5,1.3061895,
Fe0.3Cd2.7O5,1.3061895,
Fe0.6Cd2.4O7,1.3061895,
Mn0.3Cd2.7O5,1.3061895,
Ni0.5Ti0.5N,1.3082663,
Mn1.5Hf1.5O8,1.3082666,
Mn1.5Hf1.5O5,1.3082666,
Mn1.5Hf1.5O7,1.3082666,
Mn1.5Hf1.5O10,1.3082666,
Fe0.6Hf5.4O7,1.308995,
Hf5O7,1.308995,
FeHf4.0O8,1.308995,
Hf5O8,1.308995,
Fe0.5Hf4.5O8,1.308995,
FeHf4.0O7,1.308995,
Hf5O9,1.308995,
Hf6O7,1.308995,
Hf7O8,1.308995,
Fe0.5Hf4.5O7,1.308995,
FeHf4.0O6,1.308995,
Fe0.5Hf4.5O6,1.308995,
Fe0.8Hf3.2O9,1.308995,
Hf7O9,1.308995,
Fe0.4Hf3.6O9,1.308995,
Fe0.8Hf3.2O7,1.308995,
Fe0.5Hf4.5O9,1.308995,
Mn0.6Hf5.4O7,1.308995,
FeHf4.0O9,1.308995,
Fe0.4Hf3.6O5,1.308995,
Fe0.8Hf3.2O5,1.308995,
Fe0.4Hf3.6O7,1.308995,
Hf7O10,1.308995,
Hf5O6,1.308995,
Mn0.5Hf4.5O9,1.3114866,
Mn0.5Hf4.5O8,1.3114866,
Mn0.5Hf4.5O6,1.3114866,
Mn0.5Hf4.5O7,1.3114866,
Fe1.5Zr1.5N2,1.3149551,
Co0.6Y2.4N2,1.3153825,
Fe0.2Re0.8O3,1.3165709,
Co0.1Re0.9O3,1.3165709,
Mn0.3Mo2.7N2,1.3172039,
Co0.2Re0.8N,1.3196437,
Fe0.2Re0.8N,1.3196437,
Ni0.1Re0.9N,1.3196437,
Co0.1Re0.9N,1.3196437,
MnHf4.0O7,1.3211026,
MnHf4.0O8,1.3211026,
MnHf4.0O9,1.3211026,
MnHf4.0O6,1.3211026,
Co0.1Mn0.9O5,1.3218168,
Co0.1Mn0.9O9,1.3218168,
Co0.1Mn0.9O10,1.3218168,
Co0.1Mn0.9O8,1.3218168,
Co0.1Mn0.9O6,1.3218168,
Co0.1Mn0.9O7,1.3218168,
Co0.1Mn0.9S2,1.3218168,
Fe0.1Mn0.9N,1.3242815,
Fe0.2Re0.8O2,1.324748,
Co0.1Re0.9O2,1.324748,
Co0.1Re0.9O4,1.3258424,
Fe0.2Re0.8O4,1.3258424,
Fe0.6La2.4N2,1.3277024,
Fe0.6Ce2.4N2,1.3277024,
Ni0.1Mn0.9S2,1.3292128,
Ni0.1Mn0.9O5,1.3292128,
Ni0.1Mn0.9O6,1.3292128,
Ni0.1Mn0.9O7,1.3292128,
Ni0.1Mn0.9O8,1.3292128,
Ni0.1Mn0.9O10,1.3292128,
Ni0.1Mn0.9O9,1.3292128,
Cr0.2Hf1.8O3,1.3294495,
Fe0.2Hf1.8O3,1.3294495,
Hf2O3,1.3294495,
Co0.2Hf1.8O3,1.3294495,
Mn0.2Hf1.8O3,1.3294495,
Mn0.6Nb2.4N2,1.3303918,
Cr1.5Mo1.5N2,1.3303918,
Fe1.5Y1.5N2,1.3303918,
Cr0.6Mo2.4N2,1.3303918,
Co1.5Y1.5N2,1.3303918,
Mn0.5Nb0.5N,1.3311527,
W3N2,1.3314481,
Cr1.5Os1.5N2,1.3327868,
Fe0.6Hf2.4O7,1.3328083,
Fe0.6Hf2.4O5,1.3328083,
Fe0.6Hf2.4O10,1.3328083,
Fe0.6Hf2.4O8,1.3328083,
Co0.5Sc0.5N,1.3334014,
Fe0.5Sc0.5N,1.3334014,
Ni0.6Mo2.4N2,1.3342174,
Cr0.6Ru2.4N2,1.3342174,
