compound,overpotential,
Co0.3Hf2.7O4,1.1871208,
Co0.3Hf2.7O7,1.1871208,
Co0.3Hf2.7O10,1.1871208,
Co0.3Hf2.7O8,1.1871208,
Cr0.3Cd2.7O7,1.1880167,
Cr0.3Cd2.7O10,1.1880167,
Cr0.3Cd2.7O8,1.1880167,
Mn0.6Cd2.4O7,1.1880167,
Mn0.6Cd2.4O5,1.1880167,
Mn0.3Cd2.7O5,1.1880167,
Fe0.6Cd2.4O5,1.1880167,
Mn0.6Cd2.4O10,1.1880167,
Mn0.3Cd2.7O10,1.1880167,
Mn0.6Cd2.4O8,1.1880167,
Cr0.3Cd2.7O5,1.1880167,
Fe0.3Cd2.7O5,1.1880167,
Mn0.3Cd2.7O8,1.1880167,
Fe0.3Cd2.7O7,1.1880167,
Fe0.3Cd2.7O10,1.1880167,
Cd3O5,1.1880167,
Cd3O7,1.1880167,
Cd3O8,1.1880167,
Cd3O10,1.1880167,
Fe0.6Cd2.4O10,1.1880167,
Fe0.6Cd2.4O8,1.1880167,
Mn0.3Cd2.7O7,1.1880167,
Co0.3Cd2.7O5,1.1880167,
Co0.3Cd2.7O7,1.1880167,
Co0.3Cd2.7O8,1.1880167,
Co0.3Cd2.7O10,1.1880167,
Fe0.6Cd2.4O7,1.1880167,
Fe0.3Cd2.7O8,1.1880167,
Mn0.6Hf2.4N2,1.1884787,
Mn1.5Ce1.5N2,1.1884787,
Fe0.3Hf2.7N2,1.1884787,
Mn1.5La1.5N2,1.1884787,
Mn0.3Hf2.7N2,1.1884787,
Fe0.3Au2.7N2,1.1887218,
Ni1.5Os1.5N2,1.1887218,
Mn0.6Au2.4N2,1.1887218,
Fe0.6Au2.4N2,1.1887218,
Cr0.3Ag2.7N2,1.1887218,
Co0.6Au2.4N2,1.1887218,
Ni0.6Au2.4N2,1.1887218,
Mn0.3Ag2.7N2,1.1887218,
Au3N2,1.1887218,
Ni1.5W1.5N2,1.1887218,
Fe0.3Ag2.7N2,1.1887218,
Ag3N2,1.1887218,
Co0.3Ag2.7N2,1.1887218,
Ni0.6Ag2.4N2,1.1887218,
Co0.6Ag2.4N2,1.1887218,
Fe0.6Ag2.4N2,1.1887218,
Ni0.3Ag2.7N2,1.1887218,
Ni0.6Rh2.4N2,1.1887218,
Cr0.6Ag2.4N2,1.1887218,
Mn0.6Ag2.4N2,1.1887218,
Mn0.3Au2.7N2,1.1887218,
Cr1.5Au1.5N2,1.1887218,
Ni1.5Pt1.5N2,1.1887218,
Mn1.5Au1.5N2,1.1887218,
Ni0.3Au2.7N2,1.1887218,
Co0.3Au2.7N2,1.1887218,
Cr0.3Au2.7N2,1.1887218,
Cr0.6Au2.4N2,1.1887218,
Co1.5Au1.5N2,1.1887218,
Fe1.5Au1.5N2,1.1887218,
Ni0.3Rh2.7N2,1.1887218,
Ni1.5Au1.5N2,1.1887218,
Ni1.5Ir1.5N2,1.1887218,
Mn0.6Hf5.4O7,1.1908221,
Hf5O8,1.1908221,
Hf7O9,1.1908221,
Hf5O7,1.1908221,
Hf7O10,1.1908221,
Hf6O7,1.1908221,
Fe0.6Hf5.4O7,1.1908221,
Hf5O9,1.1908221,
Fe0.5Hf4.5O9,1.1908221,
Fe0.4Hf3.6O5,1.1908221,
Hf7O8,1.1908221,
Fe0.8Hf3.2O5,1.1908221,
Fe0.4Hf3.6O7,1.1908221,
Fe0.8Hf3.2O7,1.1908221,
FeHf4.0O9,1.1908221,
Fe0.8Hf3.2O9,1.1908221,
Fe0.4Hf3.6O9,1.1908221,
Fe0.5Hf4.5O6,1.1908221,
FeHf4.0O6,1.1908221,
Fe0.5Hf4.5O7,1.1908221,
FeHf4.0O7,1.1908221,
Fe0.5Hf4.5O8,1.1908221,
FeHf4.0O8,1.1908221,
Hf5O6,1.1908221,
Co0.2Mn0.8N,1.1912405,
Fe0.2Mn0.8N,1.1912405,
Mn0.4Hf3.6O5,1.1913457,
Mn0.8Hf3.2O5,1.1913457,
Mn2.0Hf2.0O5,1.1913457,
Mn2.0Hf2.0O7,1.1913457,
Mn0.4Hf3.6O7,1.1913457,
Mn0.8Hf3.2O7,1.1913457,
Mn0.4Hf3.6O9,1.1913457,
Mn0.8Hf3.2O9,1.1913457,
Mn2.0Hf2.0O9,1.1913457,
Mn0.4Hf1.6O3,1.1918126,
Ni0.2La0.8N,1.1922668,
Ni0.2Ce0.8N,1.1922668,
Mn1.5Re1.5O4,1.1926844,
Mn1.5Re1.5O5,1.1926844,
Mn1.5Re1.5O8,1.1926844,
Mn1.5Re1.5O7,1.1926844,
Mn1.5Re1.5O10,1.1926844,
Mn0.5Hf4.5O8,1.1933137,
Mn0.5Hf4.5O7,1.1933137,
Mn0.5Hf4.5O6,1.1933137,
Mn0.5Hf4.5O9,1.1933137,
Mn0.6Y2.4N2,1.1950626,
Mn0.4Hf1.6O5,1.2010841,
Mn0.4Hf1.6O9,1.2010841,
Mn0.4Hf1.6O7,1.2010841,
Mn1.5Hf1.5N2,1.2016666,
Mn0.5Cr0.5N,1.2018597,
Cr0.5Mn0.5N,1.2018597,
MnHf4.0O9,1.2029297,
MnHf4.0O8,1.2029297,
MnHf4.0O7,1.2029297,
MnHf4.0O6,1.2029297,
Fe0.3Hf2.7O4,1.2030513,
Fe0.3Hf2.7O8,1.2030513,
Fe0.3Hf2.7O7,1.2030513,
Fe0.3Hf2.7O5,1.2030513,
Mn0.6Hf2.4O10,1.2030513,
Mn0.3Hf2.7O10,1.2030513,
Mn0.3Hf2.7O8,1.2030513,
Mn0.6Hf2.4O7,1.2030513,
Mn0.3Hf2.7O7,1.2030513,
Mn0.6Hf2.4O5,1.2030513,
Mn0.3Hf2.7O5,1.2030513,
Mn0.6Hf2.4O4,1.2030513,
Mn0.3Hf2.7O4,1.2030513,
Mn0.6Hf2.4O8,1.2030513,
Fe0.3Hf2.7O10,1.2030513,
Fe0.2Ta1.8N,1.205091,
Co1.5Ru1.5N2,1.2060714,
Fe0.6Ru2.4N2,1.2060714,
Mn0.6Ru2.4N2,1.2060714,
Co1.5Rh1.5N2,1.2060714,
Cr0.6Ru2.4N2,1.2060714,
Ni0.6Mo2.4N2,1.2060714,
Mn0.6Sc2.4N2,1.2073281,
Co0.1Mn0.9O3,1.2077849,
Cr0.5Rh0.5N,1.2078662,
Cr1.5Y1.5N2,1.2087555,
Mn0.6Co2.4N2,1.2089423,
Mn0.6Fe2.4N2,1.2089423,
Cr0.6Fe2.4N2,1.2089423,
Co0.6Fe2.4N2,1.2089423,
Cr0.3Fe2.7N2,1.2089423,
Fe3N2,1.2089423,
Mn0.3Fe2.7N2,1.2089423,
Co1.5Mn1.5N2,1.2089423,
Fe1.5Mn1.5N2,1.2089423,
Co0.3Fe2.7N2,1.2089423,
Fe1.5Co1.5N2,1.2089423,
Mn1.5Co1.5N2,1.2089423,
Mn1.5Fe1.5N2,1.2089423,
Co1.5Fe1.5N2,1.2089423,
Co1.5Zr1.5N2,1.2092532,
CrN,1.2100059,
Fe0.1Cr0.9N,1.2100059,
Co0.1Cr0.9N,1.2100059,
Ni0.2Mo0.8N,1.2135937,
Co0.1Mn0.9O,1.2143322,
Fe0.6Hf2.4O4,1.2146354,
Fe0.6Hf2.4O7,1.2146354,
Fe0.6Hf2.4O5,1.2146354,
Fe0.6Hf2.4O8,1.2146354,
Fe0.6Hf2.4O10,1.2146354,
Fe0.6Nb2.4N2,1.2147816,
Cr0.3Mo2.7N2,1.2147816,
Ni0.1Mn0.9O3,1.2151811,
Mn1.5Ru1.5N2,1.2159836,
W3N2,1.2160348,
Mn0.2Cr0.8N,1.2161607,
Mn0.1Cr0.9N,1.2161607,
Mn1.5Hf1.5O5,1.2162392,
Mn1.5Hf1.5O8,1.2162392,
Mn1.5Hf1.5O7,1.2162392,
Mn1.5Hf1.5O10,1.2162392,
Mn1.5Hf1.5O4,1.2162392,
Ni0.5Hf0.5N,1.2162471,
Co0.1Mn0.9O10,1.2170564,
Co0.1Mn0.9S2,1.2170564,
Co0.1Mn0.9O9,1.2170564,
Co0.1Mn0.9O7,1.2170564,
Co0.1Mn0.9O6,1.2170564,
Co0.1Mn0.9O5,1.2170564,
Co0.1Mn0.9O4,1.2170564,
Co0.1Mn0.9O8,1.2170564,
Cr1.5Os1.5N2,1.2173735,
Co0.4Re1.6N,1.2186868,
Fe0.4Ta1.6N,1.2186868,
Mn0.6La2.4N2,1.2190136,
Mn0.6Ce2.4N2,1.2190136,
Mn1.5Zn1.5N2,1.2196823,
Co0.1Mn0.9O2,1.2212174,
Ni0.3W2.7N2,1.222503,
Ni0.6W2.4N2,1.222503,
Cr0.4Ta1.6N,1.2225186,
Cr0.2Ta1.8N,1.2225186,
Co0.2Ta1.8N,1.2225186,
Ta2N,1.2225186,
Fe0.5W0.5N,1.2239401,
Ni0.1Mn0.9O4,1.2244526,
Ni0.1Mn0.9O5,1.2244526,
Ni0.1Mn0.9O6,1.2244526,
Ni0.1Mn0.9O7,1.2244526,
Ni0.1Mn0.9O10,1.2244526,
Ni0.1Mn0.9O9,1.2244526,
Ni0.1Mn0.9O8,1.2244526,
Ni0.1Mn0.9S2,1.2244526,
Ni0.1Mn0.9O,1.2246436,
Cd2N,1.2253634,
Cr0.2W0.8N,1.2266273,
Mn0.2Ta1.8N,1.2269225,
Fe0.1Mn0.9O3,1.227743,
Ni0.1Mn0.9O2,1.2286136,
Ni0.1Mn0.9N,1.2287846,
Fe0.6Y2.4N2,1.2294195,
Fe0.8Mn3.2O9,1.2324735,
