compound,overpotential,
Mn0.3Re2.7N2,0.9249756,
Cr0.3Re2.7N2,0.9249756,
Mn0.2Mo0.8N,0.9257484,
Cr0.6Ta2.4N2,0.93010503,
Mn0.6Ta2.4N2,0.93010503,
Ta3N2,0.93010503,
Fe0.6Ta2.4N2,0.93010503,
Co0.6Ta2.4N2,0.93010503,
Cr0.3Ta2.7N2,0.93010503,
Mn0.3Ta2.7N2,0.93010503,
Co0.3Ta2.7N2,0.93010503,
Ni0.3Ta2.7N2,0.93010503,
Mn0.6W2.4N2,0.93010503,
Mn0.3W2.7N2,0.93010503,
Fe0.3Ta2.7N2,0.93010503,
Fe1.5Cd1.5N2,0.9308818,
Mn1.5Cd1.5N2,0.9308818,
Mn0.1Mo0.9N,0.93131846,
Cr0.1Mo0.9N,0.93131846,
Cr0.2Mo0.8N,0.93131846,
Co1.5Ta1.5N2,0.9314438,
Fe1.5Ta1.5N2,0.9314438,
Cr1.5Re1.5N2,0.9314438,
Fe1.5W1.5N2,0.9314438,
Co1.5Hf1.5N2,0.9314438,
Mn1.5W1.5N2,0.9314438,
Fe0.6W2.4N2,0.93657327,
Ni0.6Ta2.4N2,0.93657327,
Cr1.5Ta1.5N2,0.93657327,
Fe1.5Hf1.5N2,0.93657327,
Fe0.3W2.7N2,0.9385309,
Cr1.5W1.5N2,0.9398697,
Fe1.5La1.5N2,0.94181067,
Fe1.5Ce1.5N2,0.94181067,
Co1.5La1.5N2,0.94181067,
Co1.5Ce1.5N2,0.94181067,
Co0.6Hf2.4N2,0.94181067,
Mn0.6Re2.4N2,0.9474969,
Mo3N2,0.95023656,
Ni0.6Hf2.4N2,0.9549987,
Cr1.5Hf1.5N2,0.9549987,
Fe0.6Hf2.4N2,0.964332,
Cr1.5La1.5N2,0.964332,
Cr0.6Hf2.4N2,0.964332,
Cr1.5Ce1.5N2,0.964332,
Co1.5Nb1.5N2,0.96504825,
Cr0.3W2.7N2,0.9750116,
Co0.3W2.7N2,0.9750116,
Co0.6W2.4N2,0.9814798,
Cr0.6W2.4N2,0.9814798,
Os3N2,0.985907,
Mn0.6Os2.4N2,0.985907,
Mn0.3Os2.7N2,0.985907,
Co0.6Os2.4N2,0.985907,
Fe0.6Os2.4N2,0.985907,
Pt3N2,0.985907,
Cr0.6Os2.4N2,0.985907,
Cr0.3Os2.7N2,0.985907,
Ni0.3Os2.7N2,0.985907,
Co0.3Pt2.7N2,0.985907,
Fe0.3Pt2.7N2,0.985907,
Fe0.3Os2.7N2,0.985907,
Mn0.3Pt2.7N2,0.985907,
Co0.3Os2.7N2,0.985907,
Ni0.3Mo2.7N2,0.9886031,
Fe1.5Ag1.5N2,0.9918945,
Mn1.5Ag1.5N2,0.9918945,
Ni1.5Cd1.5N2,0.9918945,
Cr1.5Cd1.5N2,0.9918945,
Co1.5Cd1.5N2,0.9918945,
Cr0.3Ru2.7N2,0.99237525,
Cr1.5Ir1.5N2,0.99237525,
Co1.5Os1.5N2,0.99237525,
Rh3N2,0.99237525,
Co0.3Ir2.7N2,0.99237525,
Ru3N2,0.99237525,
Fe0.3Ir2.7N2,0.99237525,
Co1.5Pt1.5N2,0.99237525,
Fe1.5Pt1.5N2,0.99237525,
Co0.3Rh2.7N2,0.99237525,
Fe0.3Rh2.7N2,0.99237525,
Mn0.3Ir2.7N2,0.99237525,
Mn0.3Rh2.7N2,0.99237525,
Cr0.3Rh2.7N2,0.99237525,
Ni0.3Ru2.7N2,0.99237525,
Co1.5Ir1.5N2,0.99237525,
Fe0.3Ru2.7N2,0.99237525,
Mn0.3Ru2.7N2,0.99237525,
Cr1.5Pt1.5N2,0.99237525,
Co0.3Ru2.7N2,0.99237525,
Ni0.6Pt2.4N2,0.99237525,
Cr0.3Ir2.7N2,0.99237525,
Ni0.3Pt2.7N2,0.99237525,
Ni0.6Os2.4N2,0.99237525,
Cr0.6Ir2.4N2,0.99237525,
Mn0.6Ir2.4N2,0.99237525,
Co0.6Rh2.4N2,0.99237525,
Fe0.6Rh2.4N2,0.99237525,
Mn0.6Rh2.4N2,0.99237525,
Ni0.3Ir2.7N2,0.99237525,
Ni0.6Ru2.4N2,0.99237525,
Co0.6Ru2.4N2,0.99237525,
Fe0.6Ir2.4N2,0.99237525,
Cr0.6Rh2.4N2,0.99237525,
Fe0.6Pt2.4N2,0.99237525,
Ir3N2,0.99237525,
Cr0.3Pt2.7N2,0.99237525,
Co0.6Pt2.4N2,0.99237525,
Co0.6Ir2.4N2,0.99237525,
Fe1.5Ir1.5N2,0.99237525,
Mn0.6Pt2.4N2,0.99237525,
Cr0.6Pt2.4N2,0.99237525,
Ni0.6Ir2.4N2,0.99237525,
Mn1.5Pt1.5N2,0.9938436,
Ni1.5Hf1.5N2,0.9955568,
Cr0.3Hf2.7N2,0.99622065,
MoN,0.9973949,
Fe0.3Mo2.7N2,1.011319,
Mn1.5Mo1.5N2,1.0126578,
Fe1.5Nb1.5N2,1.0126578,
Mn0.6Mo2.4N2,1.0126578,
Hf3N2,1.0180688,
Co0.3Hf2.7N2,1.0205636,
Co0.6Y2.4N2,1.0212033,
Mn0.3Mo2.7N2,1.0230247,
Mn1.5Re1.5N2,1.0261272,
Fe0.6Mn5.4O7,1.0309198,
Mn3.0Hf3.0O7,1.0309198,
Mn0.4Hf1.6N,1.0317934,
Mn1.5Ta1.5N2,1.0333652,
Co1.5Y1.5N2,1.0362126,
Mn0.6Nb2.4N2,1.0362126,
Cr1.5Mo1.5N2,1.0362126,
Fe1.5Y1.5N2,1.0362126,
Cr0.6Mo2.4N2,1.0362126,
Fe0.3Hf2.7N2,1.0364941,
Mn0.6Hf2.4N2,1.0364941,
Mn0.3Hf2.7N2,1.0364941,
Fe1.5Zr1.5N2,1.038315,
Cr0.3Hf2.7O10,1.0424384,
Cr0.3Hf2.7O8,1.0424384,
Cr0.3Hf2.7O7,1.0424384,
Cr0.3Hf2.7O4,1.0424384,
Cr0.3Hf2.7O5,1.0424384,
Mn2.5Hf2.5O8,1.0468503,
Mn6O7,1.0468503,
Mn2.5Hf2.5O7,1.0468503,
Mn2.5Hf2.5O9,1.0468503,
Mn9O10,1.0468503,
Mn2.5Hf2.5O6,1.0468503,
Mn8O9,1.0468503,
Mn7O10,1.0468503,
Mn7O9,1.0468503,
Mn7O8,1.0468503,
Mn1.2Hf4.8O7,1.0482897,
MnZn4.0O7,1.0482897,
Mn3.0Cd3.0O7,1.0482897,
Mn0.7Cd6.3O8,1.0482897,
Mn1.2Cd4.8O7,1.0482897,
Mn0.6Cd5.4O7,1.0482897,
Mn2.5Cd2.5O9,1.0482897,
Mn0.7Hf6.3O8,1.0482897,
Mn1.4Cd5.6O8,1.0482897,
Mn1.6Cd6.4O9,1.0482897,
Mn0.7Cd6.3O9,1.0482897,
Mn1.4Cd5.6O9,1.0482897,
Mn3.5Cd3.5O9,1.0482897,
Mn0.7Cd6.3O10,1.0482897,
Mn1.4Cd5.6O10,1.0482897,
Mn0.8Cd7.2O9,1.0482897,
MnCd4.0O9,1.0482897,
Mn4.0Cd4.0O9,1.0482897,
Mn0.9Cd8.1O10,1.0482897,
Mn1.8Cd7.2O10,1.0482897,
Mn4.5Cd4.5O10,1.0482897,
Mn3.5Cd3.5O8,1.0482897,
Mn0.5Cd4.5O9,1.0482897,
Mn1.4Hf5.6O8,1.0482897,
MnCd4.0O8,1.0482897,
Mn0.9Hf8.1O10,1.0482897,
Fe0.5Zn4.5O7,1.0482897,
Mn4.0Hf4.0O9,1.0482897,
Mn1.6Hf6.4O9,1.0482897,
FeZn4.0O6,1.0482897,
Mn0.8Hf7.2O9,1.0482897,
Mn1.4Hf5.6O10,1.0482897,
Fe0.5Zn4.5O6,1.0482897,
Mn0.7Hf6.3O10,1.0482897,
Mn1.4Hf5.6O9,1.0482897,
Mn0.4Cd3.6O5,1.0482897,
Mn0.8Cd3.2O5,1.0482897,
Mn2.0Cd2.0O5,1.0482897,
Mn2.5Cd2.5O8,1.0482897,
Mn0.4Cd3.6O7,1.0482897,
Mn2.0Cd2.0O7,1.0482897,
Mn0.4Cd3.6O9,1.0482897,
Mn0.8Cd3.2O9,1.0482897,
Mn2.0Cd2.0O9,1.0482897,
Mn0.5Cd4.5O6,1.0482897,
MnCd4.0O6,1.0482897,
Mn2.5Cd2.5O6,1.0482897,
Mn0.7Hf6.3O9,1.0482897,
Mn4.5Zn4.5O10,1.0482897,
Mn0.5Cd4.5O7,1.0482897,
MnCd4.0O7,1.0482897,
Mn2.5Cd2.5O7,1.0482897,
Mn0.5Cd4.5O8,1.0482897,
Mn0.8Cd3.2O7,1.0482897,
Mn1.8Zn7.2O10,1.0482897,
Mn0.8Zn7.2O9,1.0482897,
Mn4.0Zn4.0O9,1.0482897,
FeCd4.0O9,1.0482897,
Fe0.6Cd5.4O7,1.0482897,
Fe1.2Cd4.8O7,1.0482897,
Mn0.5Zn4.5O7,1.0482897,
Mn2.5Zn2.5O7,1.0482897,
Mn0.5Zn4.5O8,1.0482897,
MnZn4.0O8,1.0482897,
Mn2.5Zn2.5O8,1.0482897,
Fe0.7Cd6.3O8,1.0482897,
Fe1.4Cd5.6O8,1.0482897,
Fe0.7Cd6.3O9,1.0482897,
Fe1.4Cd5.6O9,1.0482897,
Fe0.7Cd6.3O10,1.0482897,
Fe1.4Cd5.6O10,1.0482897,
Mn0.7Zn6.3O10,1.0482897,
Fe0.8Cd7.2O9,1.0482897,
Mn3.5Zn3.5O9,1.0482897,
Fe1.4Mn5.6O10,1.0482897,
Mn0.7Zn6.3O8,1.0482897,
Fe1.4Mn5.6O9,1.0482897,
Mn3.5Zn3.5O8,1.0482897,
Mn0.7Zn6.3O9,1.0482897,
Mn3.0Zn3.0O7,1.0482897,
Fe0.5Cd4.5O9,1.0482897,
Mn1.2Zn4.8O7,1.0482897,
Fe1.4Mn5.6O8,1.0482897,
Mn2.5Zn2.5O9,1.0482897,
MnZn4.0O9,1.0482897,
Mn0.5Zn4.5O9,1.0482897,
Mn1.4Zn5.6O9,1.0482897,
Fe0.9Cd8.1O10,1.0482897,
Mn0.6Zn5.4O7,1.0482897,
Mn0.9Zn8.1O10,1.0482897,
FeCd4.0O8,1.0482897,
FeCd4.0O7,1.0482897,
Mn1.6Zn6.4O9,1.0482897,
Mn1.8Hf7.2O10,1.0482897,
Mn3.5Zn3.5O10,1.0482897,
Mn1.4Zn5.6O10,1.0482897,
Cd4O5,1.0482897,
Cd4O7,1.0482897,
Cd4O9,1.0482897,
Cd5O6,1.0482897,
Cd5O7,1.0482897,
Cd5O8,1.0482897,
Cd5O9,1.0482897,
Cd6O7,1.0482897,
Cd7O8,1.0482897,
Cd7O9,1.0482897,
Cd7O10,1.0482897,
Cd8O9,1.0482897,
Cd9O10,1.0482897,
Fe0.5Cd4.5O7,1.0482897,
FeCd4.0O6,1.0482897,
Fe0.5Cd4.5O6,1.0482897,
Fe0.8Cd3.2O9,1.0482897,
Mn2.5Zn2.5O6,1.0482897,
MnZn4.0O6,1.0482897,
Fe0.5Cd4.5O8,1.0482897,
Mn0.5Zn4.5O6,1.0482897,
Fe0.8Cd3.2O7,1.0482897,
Fe0.4Cd3.6O7,1.0482897,
Fe0.8Cd3.2O5,1.0482897,
Fe0.4Cd3.6O5,1.0482897,
Hf9O10,1.0482897,
Hf8O9,1.0482897,
Fe0.4Cd3.6O9,1.0482897,
Mn4.5Hf4.5O10,1.0482897,
Mn3.5Cd3.5O10,1.0482897,
Mn1.4Zn5.6O8,1.0482897,
Zn7O8,1.0482897,
Zn6O7,1.0482897,
Zn5O9,1.0482897,
Zn5O8,1.0482897,
Zn5O7,1.0482897,
Zn5O6,1.0482897,
FeZn4.0O9,1.0482897,
Fe0.6Zn5.4O7,1.0482897,
Fe1.2Zn4.8O7,1.0482897,
Fe0.7Zn6.3O8,1.0482897,
Fe0.9Zn8.1O10,1.0482897,
Fe0.8Zn7.2O9,1.0482897,
Zn7O9,1.0482897,
Fe1.4Zn5.6O10,1.0482897,
Fe1.4Zn5.6O9,1.0482897,
FeZn4.0O7,1.0482897,
Fe1.2Hf4.8O7,1.0482897,
Fe0.7Zn6.3O9,1.0482897,
Fe0.7Hf6.3O8,1.0482897,
Fe1.4Hf5.6O8,1.0482897,
Fe0.7Hf6.3O9,1.0482897,
Fe1.4Hf5.6O9,1.0482897,
Fe0.7Hf6.3O10,1.0482897,
Fe1.4Hf5.6O10,1.0482897,
Fe0.8Hf7.2O9,1.0482897,
Fe0.9Hf8.1O10,1.0482897,
Fe0.7Zn6.3O10,1.0482897,
Zn7O10,1.0482897,
Fe1.4Zn5.6O8,1.0482897,
Zn8O9,1.0482897,
Zn9O10,1.0482897,
Fe0.5Zn4.5O9,1.0482897,
FeZn4.0O8,1.0482897,
Fe0.5Zn4.5O8,1.0482897,
Mn1.5Hf1.5N2,1.049682,
Ni0.2Hf1.8N,1.0498323,
Fe1.2Mn4.8O7,1.0507812,
Ni0.3Hf2.7N2,1.0517906,
Cr0.2W0.8N,1.0534608,
Mn1.5La1.5N2,1.0545332,
Mn1.5Ce1.5N2,1.0545332,
Fe0.2Ta1.8N,1.0550694,
Hf4O5,1.0550755,
Hf4O7,1.0550755,
Hf4O9,1.0550755,
Fe0.6Ag2.4N2,1.0562397,
Ni1.5W1.5N2,1.0562397,
Ni0.3Rh2.7N2,1.0562397,
Cr0.6Ag2.4N2,1.0562397,
Mn0.6Ag2.4N2,1.0562397,
Mn0.6Au2.4N2,1.0562397,
Co0.3Au2.7N2,1.0562397,
Ni0.6Rh2.4N2,1.0562397,
Cr0.6Au2.4N2,1.0562397,
Ni1.5Os1.5N2,1.0562397,
Fe0.6Au2.4N2,1.0562397,
Fe0.3Au2.7N2,1.0562397,
Mn0.3Au2.7N2,1.0562397,
Cr0.3Au2.7N2,1.0562397,
Fe0.3Ag2.7N2,1.0562397,
Ni0.6Ag2.4N2,1.0562397,
Ni1.5Pt1.5N2,1.0562397,
Cr1.5Au1.5N2,1.0562397,
Ni1.5Ir1.5N2,1.0562397,
Mn1.5Au1.5N2,1.0562397,
Fe1.5Au1.5N2,1.0562397,
Ni1.5Au1.5N2,1.0562397,
Co0.6Ag2.4N2,1.0562397,
Co0.6Au2.4N2,1.0562397,
Co1.5Au1.5N2,1.0562397,
Au3N2,1.0562397,
Ni0.3Au2.7N2,1.0562397,
Mn0.3Ag2.7N2,1.0562397,
Cr0.3Ag2.7N2,1.0562397,
Ni0.6Au2.4N2,1.0562397,
Ag3N2,1.0562397,
Ni0.3Ag2.7N2,1.0562397,
Co0.3Ag2.7N2,1.0562397,
Cr1.5Y1.5N2,1.0587339,
Cr0.5Mo0.5N,1.0589621,
Fe0.3Cd2.7O4,1.0592262,
Cd3O4,1.0592262,
Fe0.6Cd2.4O4,1.0592262,
Cr0.3Cd2.7O4,1.0592262,
Co0.3Cd2.7O4,1.0592262,
Mn0.3Cd2.7O4,1.0592262,
Mn0.6Cd2.4O4,1.0592262,
Fe0.2Mn0.8O,1.0600967,
Co0.2Mn0.8O,1.0600967,
Mn3.5Hf3.5O10,1.0603973,
Mn3.5Hf3.5O9,1.0603973,
Fe0.7Mn6.3O9,1.0603973,
Fe0.9Mn8.1O10,1.0603973,
Mn3.5Hf3.5O8,1.0603973,
Fe0.7Mn6.3O10,1.0603973,
Fe0.7Mn6.3O8,1.0603973,
Fe0.8Mn7.2O9,1.0603973,
Mn0.6Y2.4N2,1.0611172,
Co0.2Mn0.8O3,1.0640668,
Co0.2Mn0.8O2,1.0640668,
Fe0.2Mn0.8O3,1.0640668,
Fe0.2Mn0.8O2,1.0640668,
Hf3O4,1.0642864,
Hf3O8,1.0642864,
Hf3O7,1.0642864,
Hf3O5,1.0642864,
Hf3O10,1.0642864,
Fe0.6Nb2.4N2,1.0647601,
Cr0.3Mo2.7N2,1.0647601,
Co0.3Hf2.7O5,1.0667812,
Co0.3Hf2.7O8,1.0667812,
Co0.3Hf2.7O10,1.0667812,
Co0.3Hf2.7O7,1.0667812,
Co0.3Hf2.7O4,1.0667812,
Fe0.4Ta1.6N,1.0686653,
Co0.4Re1.6N,1.0686653,
Co0.3Cd2.7O5,1.0696399,
Cr0.3Cd2.7O7,1.0696399,
Cr0.3Cd2.7O5,1.0696399,
Mn0.6Cd2.4O7,1.0696399,
Cr0.3Cd2.7O10,1.0696399,
Mn0.6Cd2.4O5,1.0696399,
Mn0.3Cd2.7O8,1.0696399,
Cd3O8,1.0696399,
Mn0.3Cd2.7O10,1.0696399,
Fe0.6Cd2.4O10,1.0696399,
Cd3O5,1.0696399,
Cd3O10,1.0696399,
Fe0.6Cd2.4O8,1.0696399,
Mn0.6Cd2.4O10,1.0696399,
Mn0.3Cd2.7O5,1.0696399,
Co0.3Cd2.7O10,1.0696399,
Fe0.6Cd2.4O7,1.0696399,
Cr0.3Cd2.7O8,1.0696399,
Fe0.3Cd2.7O5,1.0696399,
Fe0.3Cd2.7O7,1.0696399,
Mn0.6Cd2.4O8,1.0696399,
Fe0.3Cd2.7O10,1.0696399,
Mn0.3Cd2.7O7,1.0696399,
Co0.3Cd2.7O8,1.0696399,
Co0.3Cd2.7O7,1.0696399,
Fe0.6Cd2.4O5,1.0696399,
Fe0.3Cd2.7O8,1.0696399,
Cd3O7,1.0696399,
Mn2.0Hf2.0O5,1.0710061,
Mn0.4Hf3.6O7,1.0710061,
Mn0.8Hf3.2O5,1.0710061,
Mn0.4Hf3.6O5,1.0710061,
Mn0.8Hf3.2O7,1.0710061,
Mn0.8Hf3.2O9,1.0710061,
Mn0.4Hf3.6O9,1.0710061,
Mn2.0Hf2.0O7,1.0710061,
Mn2.0Hf2.0O9,1.0710061,
Mn0.4Hf1.6O3,1.071473,
Mn1.5Re1.5O5,1.0723448,
Mn1.5Re1.5O4,1.0723448,
Mn1.5Re1.5O10,1.0723448,
Mn1.5Re1.5O8,1.0723448,
Mn1.5Re1.5O7,1.0723448,
Hf5O9,1.0724454,
Hf7O8,1.0724454,
Fe0.5Hf4.5O6,1.0724454,
Fe0.5Hf4.5O9,1.0724454,
Fe0.4Hf3.6O5,1.0724454,
Fe0.8Hf3.2O5,1.0724454,
Hf5O7,1.0724454,
Hf6O7,1.0724454,
Fe0.4Hf3.6O7,1.0724454,
Fe0.8Hf3.2O7,1.0724454,
Mn0.6Hf5.4O7,1.0724454,
FeHf4.0O9,1.0724454,
Fe0.4Hf3.6O9,1.0724454,
Fe0.8Hf3.2O9,1.0724454,
Hf7O10,1.0724454,
Hf5O6,1.0724454,
Hf7O9,1.0724454,
FeHf4.0O8,1.0724454,
Fe0.5Hf4.5O8,1.0724454,
FeHf4.0O7,1.0724454,
Fe0.5Hf4.5O7,1.0724454,
FeHf4.0O6,1.0724454,
Fe0.6Hf5.4O7,1.0724454,
Hf5O8,1.0724454,
Cr0.2Ta1.8N,1.072497,
Ta2N,1.072497,
Cr0.4Ta1.6N,1.072497,
Co0.2Ta1.8N,1.072497,
Fe0.2Mn0.8O8,1.0733383,
Co0.2Mn0.8O6,1.0733383,
Co0.2Mn0.8O5,1.0733383,
Co0.2Mn0.8O9,1.0733383,
Fe0.2Mn0.8O9,1.0733383,
Fe0.2Mn0.8O10,1.0733383,
Co0.2Mn0.8O4,1.0733383,
Fe0.2Mn0.8O7,1.0733383,
Co0.2Mn0.8O7,1.0733383,
Fe0.2Mn0.8O6,1.0733383,
Fe0.2Mn0.8S2,1.0733383,
Co0.2Mn0.8O10,1.0733383,
Co0.2Mn0.8O8,1.0733383,
Fe0.2Mn0.8O5,1.0733383,
Fe0.2Mn0.8O4,1.0733383,
Co0.2Mn0.8S2,1.0733383,
Mn0.6Sc2.4N2,1.0733829,
Fe0.6Ru2.4N2,1.0735891,
Mn0.6Ru2.4N2,1.0735891,
Cr0.6Ru2.4N2,1.0735891,
Co1.5Ru1.5N2,1.0735891,
Ni0.6Mo2.4N2,1.0735891,
Co1.5Rh1.5N2,1.0735891,
Fe0.5W0.5N,1.0739186,
Mn0.5Hf4.5O7,1.074937,
Mn0.5Hf4.5O9,1.074937,
Mn0.5Hf4.5O8,1.074937,
Mn0.5Hf4.5O6,1.074937,
Cd2N,1.0753419,
Co1.5Mn1.5N2,1.0764599,
Mn0.3Fe2.7N2,1.0764599,
Cr0.6Fe2.4N2,1.0764599,
Co1.5Fe1.5N2,1.0764599,
Mn0.6Co2.4N2,1.0764599,
Fe1.5Mn1.5N2,1.0764599,
Co0.6Fe2.4N2,1.0764599,
Fe3N2,1.0764599,
Mn1.5Fe1.5N2,1.0764599,
Mn0.6Fe2.4N2,1.0764599,
Cr0.3Fe2.7N2,1.0764599,
Mn1.5Co1.5N2,1.0764599,
Fe1.5Co1.5N2,1.0764599,
Co0.3Fe2.7N2,1.0764599,
Co1.5Zr1.5N2,1.0767708,
Mn0.2Ta1.8N,1.076901,
Mn0.4Hf1.6O5,1.0807445,
Mn0.4Hf1.6O9,1.0807445,
Mn0.4Hf1.6O7,1.0807445,
Mn0.6Hf2.4O7,1.0827117,
Fe0.3Hf2.7O4,1.0827117,
Mn0.3Hf2.7O10,1.0827117,
Fe0.3Hf2.7O5,1.0827117,
Fe0.3Hf2.7O7,1.0827117,
Fe0.3Hf2.7O8,1.0827117,
Fe0.3Hf2.7O10,1.0827117,
Mn0.3Hf2.7O7,1.0827117,
Mn0.6Hf2.4O5,1.0827117,
Mn0.3Hf2.7O5,1.0827117,
Mn0.6Hf2.4O4,1.0827117,
Mn0.3Hf2.7O4,1.0827117,
Mn0.6Hf2.4O8,1.0827117,
Mn0.3Hf2.7O8,1.0827117,
Mn0.6Hf2.4O10,1.0827117,
Cr0.5W0.5N,1.0834138,
W3N2,1.0835525,
Hf2N,1.0844377,
Mn0.2Hf1.8N,1.0844377,
Cr0.2Hf1.8N,1.0844377,
Fe0.2Hf1.8N,1.0844377,
Co0.2Hf1.8N,1.0844377,
MnHf4.0O6,1.084553,
MnHf4.0O7,1.084553,
MnHf4.0O9,1.084553,
MnHf4.0O8,1.084553,
Cr1.5Os1.5N2,1.0848912,
Mn0.6La2.4N2,1.0850681,
Mn0.6Ce2.4N2,1.0850681,
Mn1.5Zn1.5N2,1.0871999,
Ni0.6W2.4N2,1.0900207,
Ni0.3W2.7N2,1.0900207,
Fe0.6Y2.4N2,1.095474,
Mn1.5Hf1.5O10,1.0958996,
Mn1.5Hf1.5O4,1.0958996,
Mn1.5Hf1.5O5,1.0958996,
Mn1.5Hf1.5O7,1.0958996,
Mn1.5Hf1.5O8,1.0958996,
Fe0.6Hf2.4O7,1.0962586,
Fe0.6Hf2.4O8,1.0962586,
Fe0.6Hf2.4O10,1.0962586,
Fe0.6Hf2.4O5,1.0962586,
Fe0.6Hf2.4O4,1.0962586,
Co0.4Ta1.6N,1.0968398,
Ni0.4Ta1.6N,1.0968398,
Ni0.2Ta1.8N,1.0968398,
Mn1.5Ru1.5N2,1.0995774,
Co0.6Zr2.4N2,1.1003256,
Cr1.5Zr1.5N2,1.1003256,
Ni1.5Y1.5N2,1.1003256,
Cr1.5Nb1.5N2,1.1012408,
Fe0.2Re1.8N,1.1012437,
Fe0.4Re1.6N,1.1012437,
Co0.2Re1.8N,1.1012437,
Cr0.4Re1.6N,1.1012437,
Ni0.2Re1.8N,1.1012437,
Cr0.2Re1.8N,1.1012437,
Fe0.2Re0.8N,1.1024425,
Co0.1Re0.9N,1.1024425,
Cr0.4Hf1.6N,1.1024768,
Ni0.3Fe2.7N2,1.1046275,
Ni0.3Ce2.7N2,1.1050262,
Ni0.3La2.7N2,1.1050262,
Ni0.3Sc2.7N2,1.1065288,
Co0.1Mn0.9O,1.1079627,
Fe0.8Mn3.2O5,1.1121339,
Fe0.8Mn3.2O7,1.1121339,
Fe0.8Mn3.2O9,1.1121339,
HfN,1.1122092,
Co0.2Hf0.8N,1.1122092,
Mn0.5Hf0.5N,1.1122092,
Co0.1Hf0.9N,1.1122092,
Ni0.1Hf0.9N,1.1122092,
Mn0.2Hf0.8N,1.1122092,
Cr0.1Hf0.9N,1.1122092,
Mn0.1Hf0.9N,1.1122092,
Cr0.2Hf0.8N,1.1122092,
Fe0.1Hf0.9N,1.1122092,
Fe0.2Hf0.8N,1.1122092,
Fe0.2Mn0.8N,1.1133289,
Co0.2Mn0.8N,1.1133289,
Co0.1Mn0.9O2,1.1148479,
Co0.1Mn0.9O3,1.1148479,
Cr1.5Ru1.5N2,1.1172657,
Cr0.5Rh0.5N,1.1173735,
Ni0.1Mn0.9O,1.1182741,
Co0.6Ce2.4N2,1.119425,
Co0.6La2.4N2,1.119425,
Co0.2Re0.8N,1.1204815,
Ni0.1Re0.9N,1.1204815,
Ni0.2W0.8N,1.120743,
Co0.2W0.8N,1.120743,
Fe0.2W0.8N,1.120743,
Co0.1W0.9N,1.120743,
Ni0.1W0.9N,1.120743,
Mn0.2W0.8N,1.120743,
WN,1.120743,
Cr0.1W0.9N,1.120743,
Mn0.1W0.9N,1.120743,
Fe0.1W0.9N,1.120743,
Ni0.1Mn0.9O3,1.1222441,
Ni0.1Mn0.9O2,1.1222441,
Fe0.1Re0.9N,1.1224005,
Ni0.6Zr2.4N2,1.122847,
Fe0.6Zr2.4N2,1.122847,
Cr0.6Zr2.4N2,1.122847,
Ni0.2Mo0.8N,1.123101,
Co0.1Mn0.9S2,1.1241194,
Co0.1Mn0.9O8,1.1241194,
Co0.1Mn0.9O6,1.1241194,
Co0.1Mn0.9O4,1.1241194,
Co0.1Mn0.9O10,1.1241194,
Co0.1Mn0.9O9,1.1241194,
