compound,overpotential,
Fe1.5Rh1.5N2,1.2599785,
Cr1.5Pd1.5N2,1.2599785,
Fe0.6Mo2.4N2,1.2599785,
Fe1.5Mo1.5N2,1.2599785,
Co1.5Mo1.5N2,1.2599785,
Fe1.5Ru1.5N2,1.2599785,
Mn1.5Rh1.5N2,1.2599785,
Co0.6Mo2.4N2,1.2599785,
Mn0.4Hf1.6O3,1.2659256,
Co0.1Mn0.9O,1.2682865,
Ni0.2Hf1.8N,1.2689985,
Mn0.4Hf1.6N,1.2689985,
Re3N2,1.2712611,
Fe0.3Re2.7N2,1.2712611,
Cr0.6Re2.4N2,1.2712611,
Mn0.3Re2.7N2,1.2712611,
Cr0.3Re2.7N2,1.2712611,
Ni0.1Mn0.9O,1.2720404,
Fe0.2Cr0.8N,1.2725722,
Co0.2Cr0.8N,1.2725722,
Ni0.2Cr0.8N,1.2725722,
Ni0.1Cr0.9N,1.2725722,
Cr1.5Re1.5N2,1.2729443,
Co1.5Hf1.5N2,1.2729443,
Fe1.5Ta1.5N2,1.2729443,
Co1.5Ta1.5N2,1.2729443,
Mn1.5W1.5N2,1.2729443,
Fe1.5W1.5N2,1.2729443,
Co0.2Mn0.8N,1.2751175,
Fe0.2Mn0.8N,1.2751175,
Fe0.3Ta2.7N2,1.2763906,
Mn0.3Ta2.7N2,1.2763906,
Cr0.3Ta2.7N2,1.2763906,
Ni0.3Ta2.7N2,1.2763906,
Mn0.6Ta2.4N2,1.2763906,
Mn0.3W2.7N2,1.2763906,
Ta3N2,1.2763906,
Fe0.6Ta2.4N2,1.2763906,
Co0.6Ta2.4N2,1.2763906,
Co0.3Ta2.7N2,1.2763906,
Mn0.6W2.4N2,1.2763906,
Cr0.6Ta2.4N2,1.2763906,
Cr1.5Ta1.5N2,1.2780738,
Fe0.6W2.4N2,1.2780738,
Fe1.5Hf1.5N2,1.2780738,
Ni0.6Ta2.4N2,1.2780738,
Co1.5Nb1.5N2,1.2782928,
Cr0.5Mo0.5N,1.2795082,
Mn1.5Ta1.5N2,1.279849,
Co0.1Mn0.9O3,1.2805542,
Co0.6Os2.4N2,1.2806524,
Fe0.6Os2.4N2,1.2806524,
Cr0.6Os2.4N2,1.2806524,
Fe0.3Os2.7N2,1.2806524,
Os3N2,1.2806524,
Co0.3Os2.7N2,1.2806524,
Mn0.3Os2.7N2,1.2806524,
Cr0.3Os2.7N2,1.2806524,
Ni0.3Os2.7N2,1.2806524,
Mn0.6Os2.4N2,1.2806524,
Pt3N2,1.2806524,
Mn0.3Pt2.7N2,1.2806524,
Fe0.3Pt2.7N2,1.2806524,
Co0.3Pt2.7N2,1.2806524,
Cr1.5W1.5N2,1.2813702,
Ni0.1Mn0.9O3,1.2813929,
Co0.1La0.9N,1.282081,
Ni0.1Ce0.9N,1.282081,
Cr0.2Ce0.8N,1.282081,
Co0.1Ce0.9N,1.282081,
Co0.2La0.8N,1.282081,
Fe0.2La0.8N,1.282081,
Mn0.2La0.8N,1.282081,
Mn0.1La0.9N,1.282081,
Fe0.1La0.9N,1.282081,
Fe0.1Ce0.9N,1.282081,
Ni0.1La0.9N,1.282081,
Cr0.2La0.8N,1.282081,
Mn0.2Ce0.8N,1.282081,
Cr0.1La0.9N,1.282081,
Ni0.1Hf0.9N,1.282081,
Co0.1Hf0.9N,1.282081,
Fe0.1Hf0.9N,1.282081,
Mn0.1Hf0.9N,1.282081,
Cr0.1Hf0.9N,1.282081,
HfN,1.282081,
Mn0.5Hf0.5N,1.282081,
Mn0.1Ce0.9N,1.282081,
Cr0.5Hf0.5N,1.282081,
CeN,1.282081,
Cr0.2Hf0.8N,1.282081,
Mn0.2Hf0.8N,1.282081,
Fe0.2Hf0.8N,1.282081,
Co0.2Hf0.8N,1.282081,
Ni0.2Hf0.8N,1.282081,
Co0.2Ce0.8N,1.282081,
Fe0.2Ce0.8N,1.282081,
LaN,1.282081,
Cr0.1Ce0.9N,1.282081,
Co0.6Ru2.4N2,1.2823356,
Rh3N2,1.2823356,
Mn0.6Ir2.4N2,1.2823356,
Cr0.6Pt2.4N2,1.2823356,
Fe0.6Ir2.4N2,1.2823356,
Co0.6Ir2.4N2,1.2823356,
Fe0.3Ir2.7N2,1.2823356,
Mn0.3Ir2.7N2,1.2823356,
Cr0.3Ir2.7N2,1.2823356,
Ni0.6Ir2.4N2,1.2823356,
Mn0.6Pt2.4N2,1.2823356,
Fe0.6Pt2.4N2,1.2823356,
Co0.6Pt2.4N2,1.2823356,
Ni0.6Pt2.4N2,1.2823356,
Ru3N2,1.2823356,
Ni0.6Ru2.4N2,1.2823356,
Co0.3Ru2.7N2,1.2823356,
Co1.5Os1.5N2,1.2823356,
Ni0.3Ru2.7N2,1.2823356,
Cr0.3Rh2.7N2,1.2823356,
Mn0.3Rh2.7N2,1.2823356,
Ni0.3Pt2.7N2,1.2823356,
Fe0.3Rh2.7N2,1.2823356,
Mn0.3Ru2.7N2,1.2823356,
Co0.3Rh2.7N2,1.2823356,
Cr0.3Ru2.7N2,1.2823356,
Ni0.6Os2.4N2,1.2823356,
Cr0.6Ir2.4N2,1.2823356,
Cr0.6Rh2.4N2,1.2823356,
Co1.5Pt1.5N2,1.2823356,
Fe1.5Pt1.5N2,1.2823356,
Ir3N2,1.2823356,
Fe0.3Ru2.7N2,1.2823356,
Cr1.5Pt1.5N2,1.2823356,
Co1.5Ir1.5N2,1.2823356,
Cr1.5Ir1.5N2,1.2823356,
Mn0.6Rh2.4N2,1.2823356,
Fe0.6Rh2.4N2,1.2823356,
Fe1.5Ir1.5N2,1.2823356,
Co0.6Rh2.4N2,1.2823356,
Co0.3Ir2.7N2,1.2823356,
Ni0.3Ir2.7N2,1.2823356,
Cr0.3Pt2.7N2,1.2823356,
Mn1.5Pt1.5N2,1.283804,
Fe0.3W2.7N2,1.2848164,
Mn1.5Re1.5N2,1.2850767,
Fe0.1Mn0.9O,1.2882446,
Co0.2Mn0.8O9,1.2896959,
Co0.2Mn0.8S2,1.2896959,
Co0.2Mn0.8O8,1.2896959,
Co0.2Mn0.8O7,1.2896959,
Co0.2Mn0.8O6,1.2896959,
Co0.2Mn0.8O5,1.2896959,
Fe0.2Mn0.8S2,1.2896959,
Co0.2Mn0.8O10,1.2896959,
Fe0.2Mn0.8O9,1.2896959,
Fe0.2Mn0.8O6,1.2896959,
Fe0.2Mn0.8O5,1.2896959,
Fe0.2Mn0.8O10,1.2896959,
Fe0.2Mn0.8O7,1.2896959,
Fe0.2Mn0.8O8,1.2896959,
Co0.1Mn0.9O4,1.2898257,
Ni0.1Mn0.9O4,1.2906644,
MoN,1.2920136,
Ni0.2La0.8N,1.292828,
Ni0.2Ce0.8N,1.292828,
Mn0.6Re2.4N2,1.2937825,
Co0.1Mn0.9O2,1.2939867,
Co0.3W2.7N2,1.2947048,
Cr0.3W2.7N2,1.2947048,
Ni0.1Mn0.9O2,1.2948254,
Co0.6W2.4N2,1.296388,
Cr0.6W2.4N2,1.296388,
Fe0.1Mn0.9O3,1.3005123,
Cr0.5Mn0.5N,1.3024209,
Mn0.5Cr0.5N,1.3024209,
Ni0.5Hf0.5N,1.3038416,
Mn0.6Y2.4N2,1.3045055,
Mn1.5Re1.5O4,1.3060807,
Ni0.1Mn0.9N,1.3061041,
Fe0.1Mn0.9O4,1.3097838,
Mn0.6Sc2.4N2,1.3105979,
Cr0.3Hf2.7N2,1.3129003,
Fe0.1Mn0.9O2,1.3139448,
Cr0.3Hf2.7O4,1.3163651,
Mn0.2Cr0.8N,1.3167218,
Mn0.1Cr0.9N,1.3167218,
Cr1.5Cd1.5N2,1.3176701,
Fe1.5Ag1.5N2,1.3176701,
Ni1.5Cd1.5N2,1.3176701,
Mn1.5Ag1.5N2,1.3176701,
Co1.5Cd1.5N2,1.3176701,
Co0.3Cd2.7O4,1.3189958,
Mn0.6Cd2.4O4,1.3189958,
Fe0.3Cd2.7O4,1.3189958,
Mn0.3Cd2.7O4,1.3189958,
Cr0.3Cd2.7O4,1.3189958,
Cd3O4,1.3189958,
Fe0.6Cd2.4O4,1.3189958,
Ni0.5Ti0.5N,1.320369,
Fe0.1Cr0.9N,1.3204381,
CrN,1.3204381,
Co0.1Cr0.9N,1.3204381,
Co0.1Mn0.9N,1.3229835,
Ni1.5Hf1.5N2,1.3229961,
Hf3N2,1.3248771,
Mn0.4Hf1.6O7,1.3258482,
Mn0.4Hf1.6O5,1.3258482,
Mn0.4Hf1.6O9,1.3258482,
Mn1.5Hf1.5N2,1.3261707,
Cr1.5La1.5N2,1.3282794,
Hf3O4,1.328342,
Mn1.5Hf1.5O4,1.3296355,
Mn1.5Ru1.5N2,1.3296444,
Co0.6Hf2.4N2,1.3311701,
Fe1.5La1.5N2,1.3311701,
Co1.5La1.5N2,1.3311701,
Co1.5Ce1.5N2,1.3311701,
Fe1.5Ce1.5N2,1.3311701,
Cr0.4Hf1.6N,1.3319179,
Mn0.2Hf1.8N,1.3319179,
Hf2N,1.3319179,
Cr0.2Hf1.8N,1.3319179,
Fe0.2Hf1.8N,1.3319179,
Co0.2Hf1.8N,1.3319179,
Ni0.3Sc2.7N2,1.3322393,
Ni0.6Hf2.4N2,1.3328533,
Cr1.5Hf1.5N2,1.3328533,
Co0.3Hf2.7N2,1.3329453,
Ni0.3Hf2.7N2,1.3346286,
Co0.1Re0.9O3,1.3352311,
Fe0.2Re0.8O3,1.3352311,
Mn3.0Hf3.0O7,1.3360041,
Fe0.6Mn5.4O7,1.3360041,
Co0.3Hf2.7O4,1.3364102,
Co0.2Re0.8N,1.3383039,
Ni0.1Re0.9N,1.3383039,
Co0.1Re0.9N,1.3383039,
Fe0.2Re0.8N,1.3383039,
Mo3N2,1.3395959,
Ni0.6Au2.4N2,1.3400272,
Co0.6Au2.4N2,1.3400272,
Ni0.3Au2.7N2,1.3400272,
Cr0.3Au2.7N2,1.3400272,
Fe0.3Au2.7N2,1.3400272,
Ni0.3Rh2.7N2,1.3400272,
Ni0.6Rh2.4N2,1.3400272,
Mn0.3Au2.7N2,1.3400272,
Ni1.5Os1.5N2,1.3400272,
Co0.3Au2.7N2,1.3400272,
Cr0.6Au2.4N2,1.3400272,
Mn0.6Au2.4N2,1.3400272,
Fe0.6Au2.4N2,1.3400272,
Ni1.5Ir1.5N2,1.3400272,
Ag3N2,1.3400272,
Ni1.5W1.5N2,1.3400272,
Mn0.3Ag2.7N2,1.3400272,
Mn1.5Au1.5N2,1.3400272,
Ni0.6Ag2.4N2,1.3400272,
Cr1.5Au1.5N2,1.3400272,
Fe1.5Au1.5N2,1.3400272,
Mn0.6Ag2.4N2,1.3400272,
Ni0.3Ag2.7N2,1.3400272,
Co0.3Ag2.7N2,1.3400272,
Fe0.3Ag2.7N2,1.3400272,
Co0.6Ag2.4N2,1.3400272,
Fe0.6Ag2.4N2,1.3400272,
Co1.5Au1.5N2,1.3400272,
Ni1.5Au1.5N2,1.3400272,
Ni1.5Pt1.5N2,1.3400272,
Au3N2,1.3400272,
Cr0.6Ag2.4N2,1.3400272,
Cr0.3Ag2.7N2,1.3400272,
Co0.1Mn0.9O8,1.340477,
Co0.1Mn0.9O6,1.340477,
Co0.1Mn0.9O10,1.340477,
Co0.1Mn0.9S2,1.340477,
Co0.1Mn0.9O7,1.340477,
Co0.1Mn0.9O5,1.340477,
Co0.1Mn0.9O9,1.340477,
Ni0.1Mn0.9O5,1.3413155,
Ni0.1Mn0.9O7,1.3413155,
Ni0.1Mn0.9O6,1.3413155,
Ni0.1Mn0.9O8,1.3413155,
Ni0.1Mn0.9O9,1.3413155,
Ni0.1Mn0.9O10,1.3413155,
Ni0.1Mn0.9S2,1.3413155,
Fe1.5Nb1.5N2,1.3421559,
Mn0.6Mo2.4N2,1.3421559,
Mn1.5Mo1.5N2,1.3421559,
Fe0.1Mn0.9N,1.3429416,
Mn0.5Nb0.5N,1.3432554,
Mn1.5La1.5N2,1.3433025,
Mn0.6Hf2.4N2,1.3433025,
Mn1.5Ce1.5N2,1.3433025,
Fe0.3Hf2.7N2,1.3433025,
Mn0.3Hf2.7N2,1.3433025,
Co0.1Re0.9O2,1.3434082,
Fe0.2Re0.8O2,1.3434082,
Co0.1Re0.9O4,1.3445026,
Fe0.2Re0.8O4,1.3445026,
Ni0.3Mo2.7N2,1.3447988,
Co0.5Sc0.5N,1.3455042,
Fe0.5Sc0.5N,1.3455042,
Fe0.3Mo2.7N2,1.3456022,
Mn2.5Hf2.5O6,1.3463613,
Mn2.5Hf2.5O8,1.3463613,
Mn6O7,1.3463613,
Mn7O8,1.3463613,
Mn7O10,1.3463613,
Mn8O9,1.3463613,
Mn2.5Hf2.5O7,1.3463613,
Mn9O10,1.3463613,
Mn7O9,1.3463613,
Mn2.5Hf2.5O9,1.3463613,
Mn0.3Hf2.7O4,1.3467673,
Fe0.3Hf2.7O4,1.3467673,
Mn0.6Hf2.4O4,1.3467673,
Hf4O9,1.349821,
Hf4O7,1.349821,
Hf4O5,1.349821,
Cr0.6Ru2.4N2,1.3515472,
Mn0.6Ru2.4N2,1.3515472,
Fe0.6Ru2.4N2,1.3515472,
Co1.5Rh1.5N2,1.3515472,
Co1.5Ru1.5N2,1.3515472,
Ni0.6Mo2.4N2,1.3515472,
Fe0.6Hf2.4N2,1.3536915,
Cr1.5Ce1.5N2,1.3536915,
Cr0.6Hf2.4N2,1.3536915,
Fe1.5Zr1.5N2,1.353752,
Cr0.5Nb0.5N,1.3540024,
Fe0.1Re0.9O3,1.3551891,
Mn0.6La2.4N2,1.3552122,
Mn0.6Ce2.4N2,1.3552122,
Mn1.5Re1.5O7,1.3567319,
Mn1.5Re1.5O5,1.3567319,
Mn1.5Re1.5O10,1.3567319,
Mn1.5Re1.5O8,1.3567319,
Fe0.1Re0.9N,1.358262,
Co0.1Re0.9O,1.3585362,
Fe0.2Re0.8O,1.3585362,
Mn0.4Hf3.6O9,1.3601781,
Mn2.0Hf2.0O7,1.3601781,
Mn0.8Hf3.2O7,1.3601781,
Mn0.8Hf3.2O9,1.3601781,
Mn0.8Hf3.2O5,1.3601781,
Mn2.0Hf2.0O5,1.3601781,
Mn0.4Hf3.6O5,1.3601781,
Mn0.4Hf3.6O7,1.3601781,
Mn2.0Hf2.0O9,1.3601781,
Fe0.1Mn0.9O5,1.360435,
Fe0.1Mn0.9O6,1.360435,
Fe0.1Mn0.9O8,1.360435,
Fe0.1Mn0.9S2,1.360435,
Fe0.1Mn0.9O9,1.360435,
Fe0.1Mn0.9O10,1.360435,
Fe0.1Mn0.9O7,1.360435,
Mn0.5Mo0.5N,1.3604436,
Co0.2Hf1.8O3,1.3621862,
Hf2O3,1.3621862,
Fe0.2Hf1.8O3,1.3621862,
Cr0.2Hf1.8O3,1.3621862,
Mn0.2Hf1.8O3,1.3621862,
Fe0.1Re0.9O2,1.3633662,
Fe0.1Re0.9O4,1.3644606,
Cr1.5Os1.5N2,1.364513,
Fe0.1Sc0.9N,1.3646876,
Ni0.1Sc0.9N,1.3646876,
Fe0.2Sc0.8N,1.3646876,
Ni0.2Sc0.8N,1.3646876,
Co0.2Sc0.8N,1.3646876,
Mn0.1Sc0.9N,1.3646876,
Co0.1Sc0.9N,1.3646876,
Cr0.2Sc0.8N,1.3646876,
Mn0.2Sc0.8N,1.3646876,
Cr0.1Sc0.9N,1.3646876,
Mn0.5Sc0.5N,1.3646876,
ScN,1.3646876,
Cr0.5Sc0.5N,1.3646876,
Mn0.2Y0.8N,1.366086,
Cr0.1Y0.9N,1.366086,
Cr0.2Y0.8N,1.366086,
Co0.2Y0.8N,1.366086,
YN,1.366086,
Cr0.5Y0.5N,1.366086,
Ni0.2Y0.8N,1.366086,
Co0.1Y0.9N,1.366086,
Cr0.5Ce0.5N,1.366086,
Ni0.1Y0.9N,1.366086,
Cr0.5La0.5N,1.366086,
Mn0.5La0.5N,1.366086,
Co0.5Y0.5N,1.366086,
Fe0.1Y0.9N,1.366086,
Fe0.5Y0.5N,1.366086,
Fe0.2Y0.8N,1.366086,
Mn0.1Y0.9N,1.366086,
Mn0.5Y0.5N,1.366086,
Cr0.3Hf2.7O5,1.3670163,
Cr0.3Hf2.7O7,1.3670163,
Cr0.3Hf2.7O8,1.3670163,
Cr0.3Hf2.7O10,1.3670163,
Fe0.6Y2.4N2,1.3673587,
W3N2,1.3679593,
Ni0.6W2.4N2,1.3696425,
Ni0.3W2.7N2,1.3696425,
Ni0.3La2.7N2,1.3751702,
Ni0.3Ce2.7N2,1.3751702,
Mn0.1Nb0.9N,1.376833,
Ni0.1Nb0.9N,1.376833,
Cr0.2Nb0.8N,1.376833,
Mn0.2Nb0.8N,1.376833,
Fe0.1Nb0.9N,1.376833,
Fe0.2Nb0.8N,1.376833,
NbN,1.376833,
Co0.2Nb0.8N,1.376833,
Co0.1Nb0.9N,1.376833,
Ni0.2Nb0.8N,1.376833,
Cr0.1Nb0.9N,1.376833,
Mn0.5Ti0.5N,1.3771868,
Fe0.8Cd3.2O7,1.3775566,
Mn2.5Cd2.5O9,1.3775566,
MnCd4.0O9,1.3775566,
Mn0.5Cd4.5O9,1.3775566,
Zn9O10,1.3775566,
Mn0.6Cd5.4O7,1.3775566,
Mn1.4Cd5.6O8,1.3775566,
Mn3.0Cd3.0O7,1.3775566,
Mn1.4Cd5.6O10,1.3775566,
Mn0.7Cd6.3O8,1.3775566,
Fe0.8Cd3.2O9,1.3775566,
Mn3.5Cd3.5O9,1.3775566,
Mn1.4Cd5.6O9,1.3775566,
Mn0.7Cd6.3O9,1.3775566,
Mn3.5Cd3.5O8,1.3775566,
Fe0.4Cd3.6O9,1.3775566,
FeCd4.0O9,1.3775566,
Mn1.2Cd4.8O7,1.3775566,
Mn0.7Cd6.3O10,1.3775566,
Fe0.4Cd3.6O7,1.3775566,
Cd4O5,1.3775566,
Mn2.0Cd2.0O9,1.3775566,
Mn0.8Cd3.2O9,1.3775566,
Mn0.4Cd3.6O9,1.3775566,
Mn2.0Cd2.0O7,1.3775566,
Mn0.8Cd3.2O7,1.3775566,
Mn0.4Cd3.6O7,1.3775566,
Mn2.0Cd2.0O5,1.3775566,
Mn0.8Cd3.2O5,1.3775566,
Mn0.4Cd3.6O5,1.3775566,
Hf9O10,1.3775566,
Fe1.4Mn5.6O10,1.3775566,
Fe0.9Hf8.1O10,1.3775566,
Fe0.8Hf7.2O9,1.3775566,
Fe1.4Hf5.6O10,1.3775566,
Fe0.7Hf6.3O10,1.3775566,
Fe1.4Hf5.6O9,1.3775566,
Fe0.7Hf6.3O9,1.3775566,
Fe1.4Hf5.6O8,1.3775566,
Fe0.7Hf6.3O8,1.3775566,
Fe1.2Hf4.8O7,1.3775566,
Fe0.4Cd3.6O5,1.3775566,
Hf8O9,1.3775566,
Fe1.4Mn5.6O9,1.3775566,
Fe1.4Mn5.6O8,1.3775566,
Cd4O7,1.3775566,
Cd4O9,1.3775566,
Cd5O6,1.3775566,
Cd5O7,1.3775566,
Cd5O8,1.3775566,
Cd5O9,1.3775566,
Cd6O7,1.3775566,
Cd7O8,1.3775566,
Cd7O9,1.3775566,
Cd7O10,1.3775566,
Cd8O9,1.3775566,
Cd9O10,1.3775566,
MnCd4.0O8,1.3775566,
Mn0.5Cd4.5O8,1.3775566,
Mn2.5Cd2.5O7,1.3775566,
MnCd4.0O7,1.3775566,
Mn0.5Cd4.5O7,1.3775566,
Mn2.5Cd2.5O6,1.3775566,
MnCd4.0O6,1.3775566,
Fe0.8Cd3.2O5,1.3775566,
Mn0.5Cd4.5O6,1.3775566,
Mn2.5Cd2.5O8,1.3775566,
Zn8O9,1.3775566,
Fe0.6Cd5.4O7,1.3775566,
Fe0.9Zn8.1O10,1.3775566,
Mn2.5Zn2.5O6,1.3775566,
Mn0.5Zn4.5O7,1.3775566,
MnZn4.0O7,1.3775566,
Mn2.5Zn2.5O7,1.3775566,
Mn0.5Zn4.5O8,1.3775566,
Zn7O10,1.3775566,
FeCd4.0O8,1.3775566,
Fe0.5Cd4.5O8,1.3775566,
Mn2.5Zn2.5O8,1.3775566,
Mn0.5Zn4.5O9,1.3775566,
MnZn4.0O9,1.3775566,
Mn2.5Zn2.5O9,1.3775566,
Mn0.6Zn5.4O7,1.3775566,
Mn1.2Zn4.8O7,1.3775566,
Mn3.0Zn3.0O7,1.3775566,
Mn0.7Zn6.3O8,1.3775566,
Mn1.4Zn5.6O8,1.3775566,
Mn3.5Zn3.5O8,1.3775566,
FeCd4.0O7,1.3775566,
Mn0.7Zn6.3O9,1.3775566,
Mn1.4Zn5.6O9,1.3775566,
Mn3.5Zn3.5O9,1.3775566,
Mn0.7Zn6.3O10,1.3775566,
MnZn4.0O6,1.3775566,
Mn1.4Zn5.6O10,1.3775566,
Mn0.5Zn4.5O6,1.3775566,
Fe0.9Cd8.1O10,1.3775566,
Mn1.2Hf4.8O7,1.3775566,
Mn0.7Hf6.3O8,1.3775566,
Fe0.5Cd4.5O9,1.3775566,
Mn1.4Hf5.6O8,1.3775566,
Mn0.7Hf6.3O9,1.3775566,
Mn4.5Cd4.5O10,1.3775566,
Zn5O6,1.3775566,
Zn5O7,1.3775566,
Mn1.4Hf5.6O9,1.3775566,
Fe1.2Cd4.8O7,1.3775566,
Mn0.7Hf6.3O10,1.3775566,
Mn1.4Hf5.6O10,1.3775566,
Fe0.7Cd6.3O8,1.3775566,
Fe1.4Cd5.6O8,1.3775566,
Fe0.7Cd6.3O9,1.3775566,
Fe1.4Cd5.6O9,1.3775566,
Mn0.8Hf7.2O9,1.3775566,
Fe0.7Cd6.3O10,1.3775566,
Fe1.4Cd5.6O10,1.3775566,
Zn5O8,1.3775566,
Mn1.8Cd7.2O10,1.3775566,
Mn0.9Cd8.1O10,1.3775566,
Fe0.8Cd7.2O9,1.3775566,
Mn4.0Cd4.0O9,1.3775566,
Mn3.5Zn3.5O10,1.3775566,
MnZn4.0O8,1.3775566,
Mn1.6Zn6.4O9,1.3775566,
Mn1.8Hf7.2O10,1.3775566,
Mn4.5Hf4.5O10,1.3775566,
Mn1.6Cd6.4O9,1.3775566,
Fe0.5Cd4.5O7,1.3775566,
Zn5O9,1.3775566,
FeCd4.0O6,1.3775566,
Zn6O7,1.3775566,
Mn0.8Cd7.2O9,1.3775566,
Mn3.5Cd3.5O10,1.3775566,
Fe1.2Zn4.8O7,1.3775566,
Fe0.6Zn5.4O7,1.3775566,
Fe0.5Zn4.5O6,1.3775566,
Zn7O8,1.3775566,
FeZn4.0O6,1.3775566,
FeZn4.0O9,1.3775566,
Fe0.5Zn4.5O9,1.3775566,
FeZn4.0O8,1.3775566,
Fe0.5Zn4.5O8,1.3775566,
FeZn4.0O7,1.3775566,
Fe0.5Zn4.5O7,1.3775566,
Zn7O9,1.3775566,
Mn0.8Zn7.2O9,1.3775566,
Mn4.5Zn4.5O10,1.3775566,
Fe0.5Cd4.5O6,1.3775566,
Mn0.9Hf8.1O10,1.3775566,
Fe0.7Zn6.3O10,1.3775566,
Fe1.4Zn5.6O9,1.3775566,
Mn4.0Zn4.0O9,1.3775566,
Mn0.9Zn8.1O10,1.3775566,
Mn4.0Hf4.0O9,1.3775566,
Fe0.7Zn6.3O8,1.3775566,
Mn1.6Hf6.4O9,1.3775566,
Mn1.8Zn7.2O10,1.3775566,
Fe1.4Zn5.6O8,1.3775566,
Fe1.4Zn5.6O10,1.3775566,
Fe0.7Zn6.3O9,1.3775566,
Fe0.8Zn7.2O9,1.3775566,
Fe0.1Re0.9O,1.3784943,
Hf3O5,1.3789932,
Hf3O10,1.3789932,
Hf3O8,1.3789932,
Hf3O7,1.3789932,
Fe1.2Mn4.8O7,1.3800482,
Cr0.3Cd2.7O7,1.3800607,
Co0.3Cd2.7O10,1.3800607,
Fe0.3Cd2.7O7,1.3800607,
Fe0.6Cd2.4O5,1.3800607,
Cr0.3Cd2.7O5,1.3800607,
Cr0.3Cd2.7O8,1.3800607,
Fe0.6Cd2.4O8,1.3800607,
Fe0.6Cd2.4O7,1.3800607,
Fe0.3Cd2.7O5,1.3800607,
Fe0.6Cd2.4O10,1.3800607,
Fe0.3Cd2.7O10,1.3800607,
Mn0.3Cd2.7O8,1.3800607,
Mn0.6Cd2.4O7,1.3800607,
Mn0.6Cd2.4O5,1.3800607,
Mn0.3Cd2.7O5,1.3800607,
Cr0.3Cd2.7O10,1.3800607,
Mn0.3Cd2.7O7,1.3800607,
Fe0.3Cd2.7O8,1.3800607,
Cd3O10,1.3800607,
Mn0.6Cd2.4O10,1.3800607,
Mn0.3Cd2.7O10,1.3800607,
Cd3O8,1.3800607,
Cd3O7,1.3800607,
Mn0.6Cd2.4O8,1.3800607,
Cd3O5,1.3800607,
Co0.3Cd2.7O5,1.3800607,
Co0.3Cd2.7O7,1.3800607,
Co0.3Cd2.7O8,1.3800607,
Mn1.5Hf1.5O7,1.3802867,
Mn1.5Hf1.5O8,1.3802867,
Mn1.5Hf1.5O5,1.3802867,
Mn1.5Hf1.5O10,1.3802867,
Cr0.1Mn0.9O,1.3811383,
MnO,1.3811383,
Cr0.2Mn0.8O,1.3811383,
Mn0.3Mo2.7N2,1.3815666,
Fe0.4Hf1.6O3,1.3857706,
Co0.3Hf2.7O7,1.3870614,
Co0.3Hf2.7O5,1.3870614,
Co0.3Hf2.7O10,1.3870614,
Co0.3Hf2.7O8,1.3870614,
Mn0.1V0.9N,1.3871443,
Ni0.5Sc0.5N,1.3871443,
