train_pred,train_truth
1.6450971803259355,1.76
1.3839382673579497,1.38
1.7861141709401265,1.83
1.7430923713166315,1.78
0.8194406527230329,0.69
1.138055126742476,0.88
1.2869998451112847,0.91
1.4854286125062566,1.54
1.4772718427565235,1.66
1.825352581033656,1.79
1.7309500978009864,1.66
1.260815869389841,1.04
1.017472150839359,0.96
1.7694760621176293,1.79
1.7476564333083382,1.64
1.2050775229837916,1.2
1.6337645973212382,1.89
1.4165698201612205,1.45
1.7296909539446435,1.7
1.6248956906609733,1.59
1.6810903144282348,1.64
1.3887930979527878,1.48
1.3000283546788662,1.33
1.4978616546250336,1.54
1.772421984965007,1.87
1.5369830863904816,1.66
1.2729292391205136,1.31
1.579831095738926,1.64
1.7433831399197635,1.7
1.8698543904568226,1.9
1.5269004996702769,1.71
1.8951827276123718,1.94
1.340114339895893,1.4
1.4813706728497653,1.58
1.2757280349206621,1.23
1.3716959247372331,1.2
0.9115112097085566,1.04
1.4711409590823321,1.42
1.9088749135874914,1.87
1.5063373546845709,1.14
1.8455540706986184,1.85
1.138055126742476,0.88
1.7522204953000446,1.55
1.763293860981594,1.85
1.4406522529565644,1.19
1.665972248586332,2.07
1.3255311551297484,1.25
1.6122315220831984,1.58
1.2914616010957518,1.39
1.4178319429980315,1.51
1.4474510225365789,1.73
1.3483802164349672,1.19
1.3483802164349672,1.19
1.3137205406539862,1.22
1.4894707794358335,1.52
1.2869998451112847,0.91
1.1785267558878443,1.12
1.4742551777196358,1.33
1.5223364376785706,1.7
1.886054603628959,1.93
1.5432115059389668,1.96
1.2399071272115267,1.29
1.4841694686499136,1.58
1.435568829133505,1.5
1.3371084062443446,1.34
1.3857543787814537,1.38
1.8050895539278395,1.99
1.1682493001895822,1.17
1.5239545768228993,1.69
1.8749812379474096,1.59
0.8947114081919939,0.74
1.3132208525150766,1.81
1.6203316286692666,1.7
0.8040955598921122,0.56
1.3614087260025487,1.45
1.4011938341755343,1.63
1.5405926856453964,1.73
1.6000325854038884,1.74
1.6206223972723985,1.64
1.2296296715132646,1.23
1.7349922647305633,1.63
1.7227933280512535,1.8
1.8281513768338042,1.74
1.060474542246657,1.17
1.260815869389841,1.04
1.8524516965920084,1.75
1.7470936478094576,1.82
1.334309610444196,1.42
1.6294597526526797,1.51
1.5826298915390744,1.61
0.8040955598921122,0.56
1.5115538406001527,1.62
1.8661438825671284,1.74
1.3748101433745366,1.5
1.788732991233697,2.18
1.3053296654647861,1.31
1.5110038546738733,1.28
1.060474542246657,1.17
1.6041314154971302,1.66
1.6633534282927613,1.78
1.5063373546845709,1.14
1.4406522529565644,1.19
1.2784330915281694,1.43
1.6081893551536215,1.61
1.1201302209954227,1.13
1.3545111001091585,1.54
1.7551937543955258,1.8
1.420450763291602,1.57
1.2514277151624575,1.17
1.5970159203670007,1.4
1.313429772050854,1.36
1.395011633039499,1.3
1.457070353091561,1.54
1.3225578960342672,1.25
1.297229558878718,1.36
1.3514944350722708,1.25
1.5096722691007958,1.66
1.7166624443770622,1.82
1.2324287061901729,1.17
1.494456667384598,1.38
1.31280808648614,1.35
1.1184055284205052,1.33
1.1785267558878443,1.12
0.9422013953703978,1.15
1.702591838386291,1.72
1.3788114198673627,1.52
1.3103155534135507,0.82
1.593901701729697,1.57
1.4014947112195757,1.49
1.356451571674349,1.28
1.3751009119776687,1.34
1.5015721625147276,1.64
1.3667100367884686,1.42
1.5583295717808698,1.57
1.7197766630143656,1.45
1.8577530073779283,1.67
1.6069302112972785,1.65
1.1201302209954227,1.13
1.3793742053662432,1.4
1.517772375686864,1.46
1.3103155534135507,0.82
1.2541818200427377,1.26
1.017472150839359,0.96
1.3174310485436802,1.34
1.2324287061901729,1.17
1.862738895326693,1.83
1.839423187024427,1.87
1.293130728785476,1.32
0.8947114081919939,0.74
1.8798360685422475,1.79
0.9422013953703978,1.15
1.1682493001895822,1.17
1.7053906341864393,1.68
1.8425374056617305,1.5
1.8906186656206656,1.89
1.2891902154797854,1.39
0.9115112097085566,1.04
1.1218549135703397,1.28
1.3586099302024004,1.47
1.404139757022912,1.43
1.617217410031963,1.55
1.6324330117481607,1.73
1.7570753258948826,1.74
0.8194406527230329,0.69
1.7540366067235487,1.87
1.2514277151624575,1.17
1.84965290079186,1.77
1.508831393860261,1.96
1.7678579229733007,1.82
1.6405331183342289,1.63
