train_pred,train_truth
1.6133927179518035,1.76
1.3146935266775088,1.38
1.7395919389506993,1.83
1.701183573599798,1.78
1.1677790531986745,0.69
1.3018098539315375,0.88
1.2947769734765586,0.91
1.4801146261173066,1.54
1.458229371608288,1.66
1.8023648612168746,1.79
1.7370230017868704,1.66
1.4302640417663195,1.04
1.2233959498230615,0.96
1.875754793837185,1.79
1.7006198318908263,1.64
1.0897813368976053,1.2
1.4380726831236241,1.89
1.3897293974948235,1.45
1.6903875146052043,1.7
1.5721656440560445,1.59
1.657660034343958,1.64
1.301642500847029,1.48
1.2407978571834675,1.33
1.4317879138087255,1.54
1.7412831640776139,1.87
1.5648673018745298,1.66
1.2243210159603557,1.31
1.5454564855473107,1.64
1.6886962894782895,1.7
1.8599556752432571,1.9
1.48437478840805,1.71
1.8697373519123959,1.94
1.2310809435158654,1.4
1.4333660378431519,1.58
1.2244341170528443,1.23
1.3580260756925804,1.2
1.264119694074761,1.04
1.4874582552287317,1.42
1.8680461267854813,1.87
1.6871724174358833,1.14
1.843591935112634,1.85
1.3018098539315375,0.88
1.7000560901818549,1.55
1.7424106474955572,1.85
1.3514106669014954,1.19
1.5670919686753002,2.07
1.2873664100302793,1.25
1.567274805721475,1.58
1.3079589262049658,1.39
1.3542293754463532,1.51
1.1638756580023704,1.73
1.3590040673939496,1.19
1.3590040673939496,1.19
1.2391066320565525,1.22
1.438820617886693,1.52
1.2947769734765586,0.91
1.1589791565303516,1.12
1.4452531896316032,1.33
1.4849385301170215,1.7
1.8708648353303392,1.93
1.4386377808405182,1.96
1.2232062504477426,1.29
1.4334791389356405,1.58
1.4007516586743942,1.5
1.2886612109702353,1.34
1.6087585133274076,1.38
1.654431138680673,1.99
1.0512450805471707,1.17
1.618846418167621,1.69
1.828510278016637,1.59
1.0949417619882797,0.74
1.5072608449187193,1.81
1.572729385765016,1.7
1.1517222797193267,0.56
1.3050249511008585,1.45
1.490392230332839,1.63
1.4826835632811353,1.73
1.58668355944307,1.74
1.5602421016435075,1.64
1.1154721744645617,1.23
1.695728993556257,1.63
1.715137747277852,1.8
1.8024779623093632,1.74
1.2266735999270644,1.17
1.4302640417663195,1.04
1.8188417024399863,1.75
1.731501487408475,1.82
1.2885481098777467,1.42
1.5716019023470729,1.51
1.5455695866397992,1.61
1.1517222797193267,0.56
1.430096688681811,1.62
1.8171504773130716,1.74
1.315821010095452,1.5
1.695546156510082,2.18
1.24613933613452,1.31
1.3096184952888423,1.28
1.2266735999270644,1.17
1.5618202256779339,1.66
1.6111377511159173,1.78
1.6871724174358833,1.14
1.3514106669014954,1.19
1.361938042498057,1.43
1.6085688139520884,1.61
1.216144121819541,1.13
1.329775183773506,1.54
1.7369560674520161,1.8
1.3101835930057362,1.57
1.2080703769222212,1.17
1.5737073774663852,1.4
1.2515939161780611,1.36
1.3570480839912111,1.3
1.4170022977125287,1.54
1.2504664327601178,1.25
1.240684756090979,1.36
1.3167990017968212,1.25
1.480047691782452,1.66
1.7443666308982955,1.82
1.1970481157426505,1.17
1.4864802635273624,1.38
1.2722974708396122,1.35
1.1413875497946266,1.33
1.1589791565303516,1.12
1.2962332410334565,1.15
1.6739106733820925,1.72
1.346138923904129,1.52
1.2937989817751894,0.82
1.6159124430635137,1.57
1.2953080374332564,1.49
1.2900022815289625,1.28
1.3033337259739435,1.34
1.474593111738911,1.64
1.310366430051911,1.42
1.5292058465091762,1.57
1.702161565301167,1.45
1.8241831813910387,1.67
1.5619333267704225,1.65
1.216144121819541,1.13
1.3152572683864805,1.4
1.4855022718259931,1.46
1.2937989817751894,0.82
1.141163012031518,1.26
1.2233959498230615,0.96
1.2819118299867382,1.34
1.1970481157426505,1.17
1.8718428270317085,1.83
1.8728208187330775,1.87
1.2655480898561149,1.32
1.0949417619882797,0.74
1.815459252186157,1.79
1.2962332410334565,1.15
1.0512450805471707,1.17
1.6740237744745812,1.68
1.830615753135949,1.5
1.8703010936213675,1.89
1.349646876647877,1.39
1.264119694074761,1.04
1.2909006938444554,1.28
1.3049118500083698,1.47
1.355920600573268,1.43
1.6149344513621444,1.55
1.6085018796172341,1.73
1.687005064351375,1.74
1.1677790531986745,0.69
1.9941210768317534,1.87
1.2080703769222212,1.17
1.8187286013474977,1.77
1.2281027519197614,1.96
1.7418469057865855,1.82
1.6139564596607752,1.63
