train_pred,train_truth
1.6738362273985363,1.76
1.3628573654775396,1.38
1.822996070813015,1.83
1.665946083304742,1.78
0.6909293329818321,0.69
1.0597389048692725,0.88
1.034090296693406,0.91
1.620257192854315,1.54
1.592033580646678,1.66
1.686842451358457,1.79
1.6844886460032436,1.66
1.1185597996488128,1.04
1.0404803985805482,0.96
1.8190831650514572,1.79
1.6433657655170597,1.64
1.2035653080599031,1.2
1.6231836549826468,1.89
1.3565062904283254,1.45
1.6840018372292929,1.7
1.6108688838454184,1.59
1.674907037440567,1.64
1.3403164454129013,1.48
1.2670492849504988,1.33
1.5624487354257208,1.54
1.8238275286796177,1.87
1.6245600597638281,1.66
1.292892549838676,1.31
1.6374281188969135,1.64
1.6845497538959595,1.7
1.8267916626472789,1.9
1.6242111409447324,1.71
1.8481551612287561,1.94
1.3206467659015941,1.4
1.5655842944942697,1.58
1.2636887620443666,1.23
1.252166273696642,1.2
1.0977289506386576,1.04
1.5596085108443691,1.42
1.8412435500024427,1.87
1.24207082233236,1.14
1.8219382346863506,1.85
1.0597389048692725,0.88
1.639346130832401,1.55
1.810779716438963,1.85
1.353792310491564,1.19
1.9870709678996048,2.07
1.2944659957134759,1.25
1.6290838124803664,1.58
1.3374722182241712,1.39
1.3544443826384422,1.51
1.423685643432882,1.73
1.2498663613383856,1.19
1.2498663613383856,1.19
1.2665461103473241,1.22
1.5636346504957561,1.52
1.034090296693406,0.91
1.2513810519861523,1.12
1.509327816808764,1.33
1.6117921524853431,1.7
1.8349021996657464,1.93
1.8158360737714137,1.96
1.3265691590424948,1.29
1.5623464121933979,1.58
1.557202824985664,1.5
1.3370267603487134,1.34
1.5228815214406464,1.38
1.6838921644897242,1.99
1.1346173947888054,1.17
1.6793089291753966,1.69
1.6476975936132132,1.59
0.8610956481816485,0.74
1.5689819447164632,1.81
1.6224999080949734,1.7
0.6117446107596121,0.56
1.3403734356046741,1.45
1.6305100438368114,1.63
1.648348893518358,1.73
1.664573129970735,1.74
1.6278764106324581,1.64
1.22028265956017,1.23
1.6694871966331113,1.63
1.802988141612986,1.8
1.6932439105512385,1.74
1.1829748723408868,1.17
1.1185597996488128,1.04
1.6961434194002327,1.75
1.8048569462342903,1.82
1.3606553759999742,1.42
1.6099581656495956,1.51
1.6252737271802897,1.61
0.6117446107596121,0.56
1.5654004918094342,1.62
1.6970135582891215,1.74
1.3542238186911353,1.5
2.038152761016749,2.18
1.3004018138057167,1.31
1.275950290450398,1.28
1.1829748723408868,1.17
1.630910399471988,1.66
1.711149855765861,1.78
1.24207082233236,1.14
1.353792310491564,1.19
1.3468890864225902,1.43
1.6722812124614526,1.61
1.2774189442868034,1.13
1.3508559963464972,1.54
1.8031800974947942,1.8
1.3722170750702314,1.57
1.25811092047455,1.17
1.5555299748866604,1.4
1.2833458759853864,1.36
1.3452095411000167,1.3
1.5710113531857561,1.54
1.2871984422595348,1.25
1.2974615389675173,1.36
1.2659868732212374,1.25
1.592232366139783,1.66
1.7992465955483274,1.82
1.184187990977808,1.17
1.5409863895663518,1.38
1.3335919378431655,1.35
1.2856059857502116,1.33
1.2513810519861523,1.12
1.129968610330816,1.15
1.6776378302709443,1.72
1.3583329046873465,1.52
1.026056215977187,0.82
1.631147210359149,1.57
1.4878762167480322,1.49
1.278705817723094,1.28
1.3403734356046741,1.34
1.5873131879371056,1.64
1.3636925815764285,1.42
1.621468899203521,1.57
1.5993796147350032,1.45
1.6783835184840472,1.67
1.6277296429556902,1.65
1.2774189442868034,1.13
1.3541385423607282,1.4
1.5685835263205676,1.46
1.026056215977187,0.82
1.2328653256833202,1.26
1.0404803985805482,0.96
1.291090664955908,1.34
1.184187990977808,1.17
1.8062427048317633,1.83
1.8207090539850874,1.87
1.2850575474745762,1.32
0.8610956481816485,0.74
1.7004899272223326,1.79
1.129968610330816,1.15
1.1346173947888054,1.17
1.6804680426660128,1.68
1.6086672883019135,1.5
1.8426995441787768,1.89
1.3448088420385893,1.39
1.0977289506386576,1.04
1.195990793810374,1.28
1.3659014893216666,1.47
1.3576383113729449,1.43
1.6139659197331402,1.55
1.6672422004566252,1.73
1.6879086869317348,1.74
0.6909293329818321,0.69
1.6345917543878425,1.87
1.25811092047455,1.17
1.6863539054435064,1.77
1.611055084110224,1.96
1.8186617062141381,1.82
1.6412607629517524,1.63
